area,cabang,sku,periode,qty,event_flag,event_flag_lag1,holiday_count,holiday_count_lag1,rainfall_lag1,is_train,is_test,imputed,spike_flag,sample_weight,month,year,qtr
8,17A,DOPQ001K009,2021-05-01,917.0,0,0.0,5,3.0,0.0,1,0,0,0,1.0,5,2021,2
8,17A,DOPQ001K009,2021-06-01,1506.0,1,0.0,1,5.0,0.0,1,0,0,0,1.0,6,2021,2
8,17A,DOPQ001K009,2021-07-01,1366.0,0,1.0,1,1.0,0.0,1,0,0,0,1.0,7,2021,3
8,17A,DOPQ001K009,2021-08-01,1348.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,8,2021,3
8,17A,DOPQ001K009,2021-09-01,2320.0,0,0.0,0,2.0,0.0,1,0,0,0,1.0,9,2021,3
8,17A,DOPQ001K009,2021-10-01,864.0,0,0.0,1,0.0,0.0,1,0,0,0,1.0,10,2021,4
8,17A,DOPQ001K009,2021-11-01,2419.0,1,0.0,0,1.0,0.0,1,0,0,0,1.0,11,2021,4
8,17A,DOPQ001K009,2021-12-01,1361.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,12,2021,4
8,17A,DOPQ001K009,2022-01-01,870.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,1,2022,1
8,17A,DOPQ001K009,2022-02-01,1710.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,2,2022,1
8,17A,DOPQ001K009,2022-03-01,1217.0,0,0.0,1,2.0,0.0,1,0,0,0,1.0,3,2022,1
8,17A,DOPQ001K009,2022-04-01,1328.0,1,0.0,2,1.0,0.0,1,0,0,0,1.0,4,2022,2
8,17A,DOPQ001K009,2022-05-01,1219.0,0,1.0,8,2.0,0.0,1,0,0,0,1.0,5,2022,2
8,17A,DOPQ001K009,2022-06-01,1873.0,1,0.0,1,8.0,0.0,1,0,0,0,1.0,6,2022,2
8,17A,DOPQ001K009,2022-07-01,963.0,0,1.0,2,1.0,0.0,1,0,0,0,1.0,7,2022,3
8,17A,DOPQ001K009,2022-08-01,1280.0,1,0.0,1,2.0,0.0,1,0,0,0,1.0,8,2022,3
8,17A,DOPQ001K009,2022-09-01,1772.0,1,1.0,0,1.0,0.0,1,0,0,0,1.0,9,2022,3
8,17A,DOPQ001K009,2022-10-01,1832.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,10,2022,4
8,17A,DOPQ001K009,2022-11-01,1011.0,0,0.0,0,1.0,0.0,1,0,0,0,1.0,11,2022,4
8,17A,DOPQ001K009,2022-12-01,2520.0,1,0.0,1,0.0,0.0,1,0,0,0,1.0,12,2022,4
8,17A,DOPQ001K009,2023-01-01,1053.0,0,1.0,3,1.0,0.0,1,0,0,0,1.0,1,2023,1
8,17A,DOPQ001K009,2023-02-01,2271.0,1,0.0,1,3.0,0.0,1,0,0,0,1.0,2,2023,1
8,17A,DOPQ001K009,2023-03-01,1328.0,1,1.0,2,1.0,0.0,1,0,0,0,1.0,3,2023,1
8,17A,DOPQ001K009,2023-04-01,1765.0,0,1.0,8,2.0,0.0,1,0,0,0,1.0,4,2023,2
8,17A,DOPQ001K009,2023-05-01,1306.0,0,0.0,2,8.0,0.0,1,0,0,0,1.0,5,2023,2
8,17A,DOPQ001K009,2023-06-01,2157.0,1,0.0,6,2.0,0.0,1,0,0,0,1.0,6,2023,2
8,17A,DOPQ001K009,2023-07-01,1533.0,0,1.0,1,6.0,0.0,1,0,0,0,1.0,7,2023,3
8,17A,DOPQ001K009,2023-08-01,1703.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,8,2023,3
8,17A,DOPQ001K009,2023-09-01,1270.0,1,0.0,1,1.0,0.0,1,0,0,0,1.0,9,2023,3
8,17A,DOPQ001K009,2023-10-01,819.0,1,1.0,0,1.0,0.0,1,0,0,0,1.0,10,2023,4
8,17A,DOPQ001K009,2023-11-01,914.0,0,1.0,0,0.0,0.0,1,0,0,0,1.0,11,2023,4
8,17A,DOPQ001K009,2023-12-01,1607.0,0,0.0,2,0.0,0.0,1,0,0,0,1.0,12,2023,4
8,17A,DOPQ001K009,2024-01-01,869.0,0,0.0,1,2.0,0.0,1,0,0,0,1.0,1,2024,1
8,17A,DOPQ001K009,2024-02-01,1769.0,1,0.0,3,1.0,0.0,1,0,0,0,1.0,2,2024,1
8,17A,DOPQ001K009,2024-03-01,951.0,1,1.0,4,3.0,0.0,1,0,0,0,1.0,3,2024,1
8,17A,DOPQ001K009,2024-04-01,758.0,0,1.0,6,4.0,0.0,1,0,0,0,1.0,4,2024,2
8,17A,DOPQ001K009,2024-05-01,1580.0,0,0.0,5,6.0,0.0,1,0,0,0,1.0,5,2024,2
8,17A,DOPQ001K010,2021-01-01,909.0,0,,1,,0.0,1,0,0,0,1.0,1,2021,1
8,17A,DOPQ001K010,2021-02-01,796.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,2,2021,1
8,17A,DOPQ001K010,2021-03-01,1889.0,0,0.0,4,1.0,0.0,1,0,0,1,0.8,3,2021,1
8,17A,DOPQ001K010,2021-04-01,536.0,0,0.0,3,4.0,0.0,1,0,0,0,1.0,4,2021,2
8,17A,DOPQ001K010,2021-05-01,450.0,0,0.0,5,3.0,0.0,1,0,0,0,1.0,5,2021,2
8,17A,DOPQ001K010,2021-06-01,863.0,1,0.0,1,5.0,0.0,1,0,0,0,1.0,6,2021,2
8,17A,DOPQ001K010,2021-07-01,729.0,0,1.0,1,1.0,0.0,1,0,0,0,1.0,7,2021,3
8,17A,DOPQ001K010,2021-08-01,730.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,8,2021,3
8,17A,DOPQ001K010,2021-09-01,1362.0,0,0.0,0,2.0,0.0,1,0,0,1,0.8,9,2021,3
8,17A,DOPQ001K010,2021-10-01,438.0,0,0.0,1,0.0,0.0,1,0,0,0,1.0,10,2021,4
8,17A,DOPQ001K010,2021-11-01,1475.0,1,0.0,0,1.0,0.0,1,0,0,1,0.8,11,2021,4
8,17A,DOPQ001K010,2021-12-01,803.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,12,2021,4
8,17A,DOPQ001K010,2022-01-01,823.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,1,2022,1
8,17A,DOPQ001K010,2022-02-01,806.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,2,2022,1
8,17A,DOPQ001K010,2022-03-01,656.0,0,0.0,1,2.0,0.0,1,0,0,0,1.0,3,2022,1
8,17A,DOPQ001K010,2022-04-01,807.0,1,0.0,2,1.0,0.0,1,0,0,0,1.0,4,2022,2
8,17A,DOPQ001K010,2022-05-01,709.0,0,1.0,8,2.0,0.0,1,0,0,0,1.0,5,2022,2
8,17A,DOPQ001K010,2022-06-01,873.0,1,0.0,1,8.0,0.0,1,0,0,0,1.0,6,2022,2
8,17A,DOPQ001K010,2022-07-01,408.0,0,1.0,2,1.0,0.0,1,0,0,0,1.0,7,2022,3
8,17A,DOPQ001K010,2022-08-01,762.0,1,0.0,1,2.0,0.0,1,0,0,0,1.0,8,2022,3
8,17A,DOPQ001K010,2022-09-01,841.0,1,1.0,0,1.0,0.0,1,0,0,0,1.0,9,2022,3
8,17A,DOPQ001K010,2022-10-01,1073.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,10,2022,4
8,17A,DOPQ001K010,2022-11-01,462.0,0,0.0,0,1.0,0.0,1,0,0,0,1.0,11,2022,4
8,17A,DOPQ001K010,2022-12-01,1484.0,1,0.0,1,0.0,0.0,1,0,0,1,0.8,12,2022,4
8,17A,DOPQ001K010,2023-01-01,749.0,0,1.0,3,1.0,0.0,1,0,0,0,1.0,1,2023,1
8,17A,DOPQ001K010,2023-02-01,1279.0,1,0.0,1,3.0,0.0,1,0,0,1,0.8,2,2023,1
8,17A,DOPQ001K010,2023-03-01,805.0,1,1.0,2,1.0,0.0,1,0,0,0,1.0,3,2023,1
8,17A,DOPQ001K010,2023-04-01,1099.0,0,1.0,8,2.0,0.0,1,0,0,0,1.0,4,2023,2
8,17A,DOPQ001K010,2023-05-01,729.0,0,0.0,2,8.0,0.0,1,0,0,0,1.0,5,2023,2
8,17A,DOPQ001K010,2023-06-01,977.0,1,0.0,6,2.0,0.0,1,0,0,0,1.0,6,2023,2
8,17A,DOPQ001K010,2023-07-01,704.0,0,1.0,1,6.0,0.0,1,0,0,0,1.0,7,2023,3
8,17A,DOPQ001K010,2023-08-01,820.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,8,2023,3
8,17A,DOPQ001K010,2023-09-01,610.0,1,0.0,1,1.0,0.0,1,0,0,0,1.0,9,2023,3
8,17A,DOPQ001K010,2023-10-01,501.0,1,1.0,0,1.0,0.0,1,0,0,0,1.0,10,2023,4
8,17A,DOPQ001K010,2023-11-01,611.0,0,1.0,0,0.0,0.0,1,0,0,0,1.0,11,2023,4
8,17A,DOPQ001K010,2023-12-01,823.0,0,0.0,2,0.0,0.0,1,0,0,0,1.0,12,2023,4
8,17A,DOPQ001K010,2024-01-01,714.0,0,0.0,1,2.0,0.0,1,0,0,0,1.0,1,2024,1
8,17A,DOPQ001K010,2024-02-01,1053.0,1,0.0,3,1.0,0.0,1,0,0,0,1.0,2,2024,1
8,17A,DOPQ001K010,2024-03-01,467.0,1,1.0,4,3.0,0.0,1,0,0,0,1.0,3,2024,1
8,17A,DOPQ001K010,2024-04-01,593.0,0,1.0,6,4.0,0.0,1,0,0,0,1.0,4,2024,2
8,17A,DOPQ001K010,2024-05-01,891.0,0,0.0,5,6.0,0.0,1,0,0,0,1.0,5,2024,2
8,17A,DOPQ004K002,2021-01-01,1782.0,0,,1,,0.0,1,0,0,0,1.0,1,2021,1
8,17A,DOPQ004K002,2021-02-01,2937.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,2,2021,1
8,17A,DOPQ004K002,2021-03-01,3524.0,0,0.0,4,1.0,0.0,1,0,0,0,1.0,3,2021,1
8,17A,DOPQ004K002,2021-04-01,1243.0,0,0.0,3,4.0,0.0,1,0,0,0,1.0,4,2021,2
8,17A,DOPQ004K002,2021-05-01,1107.0,0,0.0,5,3.0,0.0,1,0,0,0,1.0,5,2021,2
8,17A,DOPQ004K002,2021-06-01,1946.0,1,0.0,1,5.0,0.0,1,0,0,0,1.0,6,2021,2
8,17A,DOPQ004K002,2021-07-01,1420.0,0,1.0,1,1.0,0.0,1,0,0,0,1.0,7,2021,3
8,17A,DOPQ004K002,2021-08-01,1848.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,8,2021,3
8,17A,DOPQ004K002,2021-09-01,2363.0,0,0.0,0,2.0,0.0,1,0,0,0,1.0,9,2021,3
8,17A,DOPQ004K002,2021-10-01,1342.0,0,0.0,1,0.0,0.0,1,0,0,0,1.0,10,2021,4
8,17A,DOPQ004K002,2021-11-01,2397.0,1,0.0,0,1.0,0.0,1,0,0,0,1.0,11,2021,4
8,17A,DOPQ004K002,2021-12-01,1706.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,12,2021,4
8,17A,DOPQ004K002,2022-01-01,1090.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,1,2022,1
8,17A,DOPQ004K002,2022-02-01,2180.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,2,2022,1
8,17A,DOPQ004K002,2022-03-01,1084.0,0,0.0,1,2.0,0.0,1,0,0,0,1.0,3,2022,1
8,17A,DOPQ004K002,2022-04-01,1751.0,1,0.0,2,1.0,0.0,1,0,0,0,1.0,4,2022,2
8,17A,DOPQ004K002,2022-05-01,1267.0,0,1.0,8,2.0,0.0,1,0,0,0,1.0,5,2022,2
8,17A,DOPQ004K002,2022-06-01,2304.0,1,0.0,1,8.0,0.0,1,0,0,0,1.0,6,2022,2
8,17A,DOPQ004K002,2022-07-01,566.0,0,1.0,2,1.0,0.0,1,0,0,0,1.0,7,2022,3
8,17A,DOPQ004K002,2022-08-01,1347.0,1,0.0,1,2.0,0.0,1,0,0,0,1.0,8,2022,3
8,17A,DOPQ004K002,2022-09-01,2099.0,1,1.0,0,1.0,0.0,1,0,0,0,1.0,9,2022,3
8,17A,DOPQ004K002,2022-10-01,2117.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,10,2022,4
8,17A,DOPQ004K002,2022-11-01,1254.0,0,0.0,0,1.0,0.0,1,0,0,0,1.0,11,2022,4
8,17A,DOPQ004K002,2022-12-01,3200.0,1,0.0,1,0.0,0.0,1,0,0,0,1.0,12,2022,4
8,17A,DOPQ004K002,2023-01-01,1142.0,0,1.0,3,1.0,0.0,1,0,0,0,1.0,1,2023,1
8,17A,DOPQ004K002,2023-02-01,3039.0,1,0.0,1,3.0,0.0,1,0,0,0,1.0,2,2023,1
8,17A,DOPQ004K002,2023-03-01,1493.0,1,1.0,2,1.0,0.0,1,0,0,0,1.0,3,2023,1
8,17A,DOPQ004K002,2023-04-01,2147.0,0,1.0,8,2.0,0.0,1,0,0,0,1.0,4,2023,2
8,17A,DOPQ004K002,2023-05-01,1517.0,0,0.0,2,8.0,0.0,1,0,0,0,1.0,5,2023,2
8,17A,DOPQ004K002,2023-06-01,3047.0,1,0.0,6,2.0,0.0,1,0,0,0,1.0,6,2023,2
8,17A,DOPQ004K002,2023-07-01,1487.0,0,1.0,1,6.0,0.0,1,0,0,0,1.0,7,2023,3
8,17A,DOPQ004K002,2023-08-01,1975.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,8,2023,3
8,17A,DOPQ004K002,2023-09-01,1957.0,1,0.0,1,1.0,0.0,1,0,0,0,1.0,9,2023,3
8,17A,DOPQ004K002,2023-10-01,1383.0,1,1.0,0,1.0,0.0,1,0,0,0,1.0,10,2023,4
8,17A,DOPQ004K002,2023-11-01,1347.0,0,1.0,0,0.0,0.0,1,0,0,0,1.0,11,2023,4
8,17A,DOPQ004K002,2023-12-01,1977.0,0,0.0,2,0.0,0.0,1,0,0,0,1.0,12,2023,4
8,17A,DOPQ004K002,2024-01-01,1015.0,0,0.0,1,2.0,0.0,1,0,0,0,1.0,1,2024,1
8,17A,DOPQ004K002,2024-02-01,2371.0,1,0.0,3,1.0,0.0,1,0,0,0,1.0,2,2024,1
8,17A,DOPQ004K002,2024-03-01,1235.0,1,1.0,4,3.0,0.0,1,0,0,0,1.0,3,2024,1
8,17A,DOPQ004K002,2024-04-01,1275.0,0,1.0,6,4.0,0.0,1,0,0,0,1.0,4,2024,2
8,17A,DOPQ004K002,2024-05-01,1864.0,0,0.0,5,6.0,0.0,1,0,0,0,1.0,5,2024,2
8,17A,DOPQ004K003,2021-01-01,706.0,0,,1,,0.0,1,0,0,0,1.0,1,2021,1
8,17A,DOPQ004K003,2021-02-01,903.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,2,2021,1
8,17A,DOPQ004K003,2021-03-01,1315.0,0,0.0,4,1.0,0.0,1,0,0,0,1.0,3,2021,1
8,17A,DOPQ004K003,2021-04-01,576.0,0,0.0,3,4.0,0.0,1,0,0,0,1.0,4,2021,2
8,17A,DOPQ004K003,2021-05-01,478.0,0,0.0,5,3.0,0.0,1,0,0,0,1.0,5,2021,2
8,17A,DOPQ004K003,2021-06-01,809.0,1,0.0,1,5.0,0.0,1,0,0,0,1.0,6,2021,2
8,17A,DOPQ004K003,2021-07-01,697.0,0,1.0,1,1.0,0.0,1,0,0,0,1.0,7,2021,3
8,17A,DOPQ004K003,2021-08-01,920.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,8,2021,3
8,17A,DOPQ004K003,2021-09-01,1065.0,0,0.0,0,2.0,0.0,1,0,0,0,1.0,9,2021,3
8,17A,DOPQ004K003,2021-10-01,844.0,0,0.0,1,0.0,0.0,1,0,0,0,1.0,10,2021,4
8,17A,DOPQ004K003,2021-11-01,1148.0,1,0.0,0,1.0,0.0,1,0,0,0,1.0,11,2021,4
8,17A,DOPQ004K003,2021-12-01,472.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,12,2021,4
8,17A,DOPQ004K003,2022-01-01,608.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,1,2022,1
8,17A,DOPQ004K003,2022-02-01,1008.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,2,2022,1
8,17A,DOPQ004K003,2022-03-01,613.0,0,0.0,1,2.0,0.0,1,0,0,0,1.0,3,2022,1
8,17A,DOPQ004K003,2022-04-01,779.0,1,0.0,2,1.0,0.0,1,0,0,0,1.0,4,2022,2
8,17A,DOPQ004K003,2022-05-01,536.0,0,1.0,8,2.0,0.0,1,0,0,0,1.0,5,2022,2
8,17A,DOPQ004K003,2022-06-01,1175.0,1,0.0,1,8.0,0.0,1,0,0,0,1.0,6,2022,2
8,17A,DOPQ004K003,2022-07-01,338.0,0,1.0,2,1.0,0.0,1,0,0,0,1.0,7,2022,3
8,17A,DOPQ004K003,2022-08-01,578.0,1,0.0,1,2.0,0.0,1,0,0,0,1.0,8,2022,3
8,17A,DOPQ004K003,2022-09-01,1176.0,1,1.0,0,1.0,0.0,1,0,0,0,1.0,9,2022,3
8,17A,DOPQ004K003,2022-10-01,1036.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,10,2022,4
8,17A,DOPQ004K003,2022-11-01,592.0,0,0.0,0,1.0,0.0,1,0,0,0,1.0,11,2022,4
8,17A,DOPQ004K003,2022-12-01,1495.0,1,0.0,1,0.0,0.0,1,0,0,0,1.0,12,2022,4
8,17A,DOPQ004K003,2023-01-01,382.0,0,1.0,3,1.0,0.0,1,0,0,0,1.0,1,2023,1
8,17A,DOPQ004K003,2023-02-01,957.0,1,0.0,1,3.0,0.0,1,0,0,0,1.0,2,2023,1
8,17A,DOPQ004K003,2023-03-01,698.0,1,1.0,2,1.0,0.0,1,0,0,0,1.0,3,2023,1
8,17A,DOPQ004K003,2023-04-01,926.0,0,1.0,8,2.0,0.0,1,0,0,0,1.0,4,2023,2
8,17A,DOPQ004K003,2023-05-01,875.0,0,0.0,2,8.0,0.0,1,0,0,0,1.0,5,2023,2
8,17A,DOPQ004K003,2023-06-01,1305.0,1,0.0,6,2.0,0.0,1,0,0,0,1.0,6,2023,2
8,17A,DOPQ004K003,2023-07-01,584.0,0,1.0,1,6.0,0.0,1,0,0,0,1.0,7,2023,3
8,17A,DOPQ004K003,2023-08-01,939.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,8,2023,3
8,17A,DOPQ004K003,2023-09-01,794.0,1,0.0,1,1.0,0.0,1,0,0,0,1.0,9,2023,3
8,17A,DOPQ004K003,2023-10-01,689.0,1,1.0,0,1.0,0.0,1,0,0,0,1.0,10,2023,4
8,17A,DOPQ004K003,2023-11-01,575.0,0,1.0,0,0.0,0.0,1,0,0,0,1.0,11,2023,4
8,17A,DOPQ004K003,2023-12-01,731.0,0,0.0,2,0.0,0.0,1,0,0,0,1.0,12,2023,4
8,17A,DOPQ004K003,2024-01-01,527.0,0,0.0,1,2.0,0.0,1,0,0,0,1.0,1,2024,1
8,17A,DOPQ004K003,2024-02-01,955.0,1,0.0,3,1.0,0.0,1,0,0,0,1.0,2,2024,1
8,17A,DOPQ004K003,2024-03-01,502.0,1,1.0,4,3.0,0.0,1,0,0,0,1.0,3,2024,1
8,17A,DOPQ004K003,2024-04-01,551.0,0,1.0,6,4.0,0.0,1,0,0,0,1.0,4,2024,2
8,17A,DOPQ004K003,2024-05-01,583.0,0,0.0,5,6.0,0.0,1,0,0,0,1.0,5,2024,2
8,17A,DOPQ004K009,2021-01-01,1084.0,0,,1,,0.0,1,0,0,0,1.0,1,2021,1
8,17A,DOPQ004K009,2021-02-01,1800.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,2,2021,1
8,17A,DOPQ004K009,2021-03-01,2639.0,0,0.0,4,1.0,0.0,1,0,0,0,1.0,3,2021,1
8,17A,DOPQ004K009,2021-04-01,899.0,0,0.0,3,4.0,0.0,1,0,0,0,1.0,4,2021,2
8,17A,DOPQ004K009,2021-05-01,946.0,0,0.0,5,3.0,0.0,1,0,0,0,1.0,5,2021,2
8,17A,DOPQ004K009,2021-06-01,1576.0,1,0.0,1,5.0,0.0,1,0,0,0,1.0,6,2021,2
8,17A,DOPQ004K009,2021-07-01,993.0,0,1.0,1,1.0,0.0,1,0,0,0,1.0,7,2021,3
8,17A,DOPQ004K009,2021-08-01,1382.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,8,2021,3
8,17A,DOPQ004K009,2021-09-01,2194.0,0,0.0,0,2.0,0.0,1,0,0,0,1.0,9,2021,3
8,17A,DOPQ004K009,2021-10-01,913.0,0,0.0,1,0.0,0.0,1,0,0,0,1.0,10,2021,4
8,17A,DOPQ004K009,2021-11-01,2056.0,1,0.0,0,1.0,0.0,1,0,0,0,1.0,11,2021,4
8,17A,DOPQ004K009,2021-12-01,1181.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,12,2021,4
8,17A,DOPQ004K009,2022-01-01,869.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,1,2022,1
8,17A,DOPQ004K009,2022-02-01,1481.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,2,2022,1
8,17A,DOPQ004K009,2022-03-01,972.0,0,0.0,1,2.0,0.0,1,0,0,0,1.0,3,2022,1
8,17A,DOPQ004K009,2022-04-01,1476.0,1,0.0,2,1.0,0.0,1,0,0,0,1.0,4,2022,2
8,17A,DOPQ004K009,2022-05-01,1358.0,0,1.0,8,2.0,0.0,1,0,0,0,1.0,5,2022,2
8,17A,DOPQ004K009,2022-06-01,1986.0,1,0.0,1,8.0,0.0,1,0,0,0,1.0,6,2022,2
8,17A,DOPQ004K009,2022-07-01,708.0,0,1.0,2,1.0,0.0,1,0,0,0,1.0,7,2022,3
8,17A,DOPQ004K009,2022-08-01,1134.0,1,0.0,1,2.0,0.0,1,0,0,0,1.0,8,2022,3
8,17A,DOPQ004K009,2022-09-01,1832.0,1,1.0,0,1.0,0.0,1,0,0,0,1.0,9,2022,3
8,17A,DOPQ004K009,2022-10-01,1502.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,10,2022,4
8,17A,DOPQ004K009,2022-11-01,912.0,0,0.0,0,1.0,0.0,1,0,0,0,1.0,11,2022,4
8,17A,DOPQ004K009,2022-12-01,2471.0,1,0.0,1,0.0,0.0,1,0,0,0,1.0,12,2022,4
8,17A,DOPQ004K009,2023-01-01,883.0,0,1.0,3,1.0,0.0,1,0,0,0,1.0,1,2023,1
8,17A,DOPQ004K009,2023-02-01,2435.0,1,0.0,1,3.0,0.0,1,0,0,0,1.0,2,2023,1
8,17A,DOPQ004K009,2023-03-01,1490.0,1,1.0,2,1.0,0.0,1,0,0,0,1.0,3,2023,1
8,17A,DOPQ004K009,2023-04-01,1790.0,0,1.0,8,2.0,0.0,1,0,0,0,1.0,4,2023,2
8,17A,DOPQ004K009,2023-05-01,1389.0,0,0.0,2,8.0,0.0,1,0,0,0,1.0,5,2023,2
8,17A,DOPQ004K009,2023-06-01,2325.0,1,0.0,6,2.0,0.0,1,0,0,0,1.0,6,2023,2
8,17A,DOPQ004K009,2023-07-01,1229.0,0,1.0,1,6.0,0.0,1,0,0,0,1.0,7,2023,3
8,17A,DOPQ004K009,2023-08-01,1759.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,8,2023,3
8,17A,DOPQ004K009,2023-09-01,1616.0,1,0.0,1,1.0,0.0,1,0,0,0,1.0,9,2023,3
8,17A,DOPQ004K009,2023-10-01,1037.0,1,1.0,0,1.0,0.0,1,0,0,0,1.0,10,2023,4
8,17A,DOPQ004K009,2023-11-01,962.0,0,1.0,0,0.0,0.0,1,0,0,0,1.0,11,2023,4
8,17A,DOPQ004K009,2023-12-01,1623.0,0,0.0,2,0.0,0.0,1,0,0,0,1.0,12,2023,4
8,17A,DOPQ004K009,2024-01-01,918.0,0,0.0,1,2.0,0.0,1,0,0,0,1.0,1,2024,1
8,17A,DOPQ004K009,2024-02-01,1978.0,1,0.0,3,1.0,0.0,1,0,0,0,1.0,2,2024,1
8,17A,DOPQ004K009,2024-03-01,1036.0,1,1.0,4,3.0,0.0,1,0,0,0,1.0,3,2024,1
8,17A,DOPQ004K009,2024-04-01,890.0,0,1.0,6,4.0,0.0,1,0,0,0,1.0,4,2024,2
8,17A,DOPQ004K009,2024-05-01,1628.0,0,0.0,5,6.0,0.0,1,0,0,0,1.0,5,2024,2
8,17A,DOPQ004K010,2021-01-01,588.0,0,,1,,0.0,1,0,0,0,1.0,1,2021,1
8,17A,DOPQ004K010,2021-02-01,1017.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,2,2021,1
8,17A,DOPQ004K010,2021-03-01,1631.0,0,0.0,4,1.0,0.0,1,0,0,0,1.0,3,2021,1
8,17A,DOPQ004K010,2021-04-01,557.0,0,0.0,3,4.0,0.0,1,0,0,0,1.0,4,2021,2
8,17A,DOPQ004K010,2021-05-01,532.0,0,0.0,5,3.0,0.0,1,0,0,0,1.0,5,2021,2
8,17A,DOPQ004K010,2021-06-01,841.0,1,0.0,1,5.0,0.0,1,0,0,0,1.0,6,2021,2
8,17A,DOPQ004K010,2021-07-01,725.0,0,1.0,1,1.0,0.0,1,0,0,0,1.0,7,2021,3
8,17A,DOPQ004K010,2021-08-01,813.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,8,2021,3
8,17A,DOPQ004K010,2021-09-01,1279.0,0,0.0,0,2.0,0.0,1,0,0,0,1.0,9,2021,3
8,17A,DOPQ004K010,2021-10-01,554.0,0,0.0,1,0.0,0.0,1,0,0,0,1.0,10,2021,4
8,17A,DOPQ004K010,2021-11-01,1231.0,1,0.0,0,1.0,0.0,1,0,0,0,1.0,11,2021,4
8,17A,DOPQ004K010,2021-12-01,601.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,12,2021,4
8,17A,DOPQ004K010,2022-01-01,468.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,1,2022,1
8,17A,DOPQ004K010,2022-02-01,1029.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,2,2022,1
8,17A,DOPQ004K010,2022-03-01,529.0,0,0.0,1,2.0,0.0,1,0,0,0,1.0,3,2022,1
8,17A,DOPQ004K010,2022-04-01,738.0,1,0.0,2,1.0,0.0,1,0,0,0,1.0,4,2022,2
8,17A,DOPQ004K010,2022-05-01,616.0,0,1.0,8,2.0,0.0,1,0,0,0,1.0,5,2022,2
8,17A,DOPQ004K010,2022-06-01,1176.0,1,0.0,1,8.0,0.0,1,0,0,0,1.0,6,2022,2
8,17A,DOPQ004K010,2022-07-01,430.0,0,1.0,2,1.0,0.0,1,0,0,0,1.0,7,2022,3
8,17A,DOPQ004K010,2022-08-01,659.0,1,0.0,1,2.0,0.0,1,0,0,0,1.0,8,2022,3
8,17A,DOPQ004K010,2022-09-01,1021.0,1,1.0,0,1.0,0.0,1,0,0,0,1.0,9,2022,3
8,17A,DOPQ004K010,2022-10-01,951.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,10,2022,4
8,17A,DOPQ004K010,2022-11-01,454.0,0,0.0,0,1.0,0.0,1,0,0,0,1.0,11,2022,4
8,17A,DOPQ004K010,2022-12-01,1418.0,1,0.0,1,0.0,0.0,1,0,0,0,1.0,12,2022,4
8,17A,DOPQ004K010,2023-01-01,516.0,0,1.0,3,1.0,0.0,1,0,0,0,1.0,1,2023,1
8,17A,DOPQ004K010,2023-02-01,1265.0,1,0.0,1,3.0,0.0,1,0,0,0,1.0,2,2023,1
8,17A,DOPQ004K010,2023-03-01,817.0,1,1.0,2,1.0,0.0,1,0,0,0,1.0,3,2023,1
8,17A,DOPQ004K010,2023-04-01,1061.0,0,1.0,8,2.0,0.0,1,0,0,0,1.0,4,2023,2
8,17A,DOPQ004K010,2023-05-01,809.0,0,0.0,2,8.0,0.0,1,0,0,0,1.0,5,2023,2
