cabang,sku,n_months,qty_mean,qty_std,qty_max,qty_min,total_qty,zero_months,zero_ratio,cv,demand_level,cluster
02A,BBCD001K755,41,16.609756097560975,12.642938837114745,60.0,0.0,681.0,2,0.04878048780487805,0.7611754659643238,1,1
02A,BBCD001K770,41,14.512195121951219,19.046157028675776,95.0,0.0,595.0,10,0.24390243902439024,1.3124242658415242,1,0
02A,BBCD001K771,41,16.951219512195124,14.546393400964023,59.0,0.0,695.0,7,0.17073170731707318,0.8581325603446401,1,1
02A,BBCD001KSB,41,35.65853658536585,28.469817136835953,99.0,3.0,1462.0,0,0.0,0.7984011645761109,2,1
02A,BBCD001KSW,41,126.0,70.82548976180823,310.0,28.0,5166.0,0,0.0,0.5621070616016526,3,1
02A,BBCD005K040,41,40.609756097560975,29.819354494003125,143.0,4.0,1665.0,0,0.0,0.7342904109634403,2,1
02A,BBCD005K522,41,30.21951219512195,25.182843559774927,122.0,0.0,1239.0,1,0.024390243902439025,0.8333305778456594,1,1
02A,BBCD005K601,41,46.26829268292683,36.59714769640109,142.0,8.0,1897.0,0,0.0,0.7909768347667078,2,1
02A,BBCD005K602,41,18.29268292682927,15.871742031735245,64.0,0.0,750.0,2,0.04878048780487805,0.8676552310681934,1,1
02A,BBCD005K621,40,2.3,2.95435358889303,12.0,0.0,92.0,21,0.525,1.2845015603882741,0,3
02A,BBCD005K670,41,22.51219512195122,16.235950774776807,66.0,0.0,923.0,1,0.024390243902439025,0.7212069141558495,1,1
02A,BBCD005K671,41,13.975609756097562,11.096143034581992,43.0,0.0,573.0,3,0.07317073170731707,0.7939648593679959,1,1
02A,BBCD005K675,41,18.26829268292683,14.91982639014929,57.0,0.0,749.0,1,0.024390243902439025,0.8167061174848075,1,1
02A,BBCD005K680,41,36.24390243902439,29.585283915998573,124.0,2.0,1486.0,0,0.0,0.8162830690147655,2,1
02A,BBCD005K700,41,31.536585365853657,23.74246992308889,112.0,4.0,1293.0,0,0.0,0.7528548080793848,2,1
02A,BBCD005K710,41,37.31707317073171,39.213160433960326,196.0,0.0,1530.0,3,0.07317073170731707,1.0508101815636426,2,1
02A,BBCD005K711,41,17.5609756097561,15.967230161314465,66.0,0.0,720.0,3,0.07317073170731707,0.9092450508526292,1,1
02A,BBCD005K712,41,21.463414634146343,20.169404504069536,78.0,0.0,880.0,3,0.07317073170731707,0.939710891666876,1,1
02A,BBCD005K720,41,25.609756097560975,22.780340261704264,107.0,0.0,1050.0,3,0.07317073170731707,0.8895180483141665,1,1
02A,BBCD005K730,41,4.414634146341464,4.852708572313495,22.0,0.0,181.0,14,0.34146341463414637,1.0992323285351009,0,0
02A,BBCD005K740,41,12.414634146341463,15.164062136769452,68.0,0.0,509.0,11,0.2682926829268293,1.2214666947103097,1,0
02A,BBCD005K745,41,46.02439024390244,50.68307794761386,274.0,0.0,1887.0,1,0.024390243902439025,1.101222149365219,2,1
02A,BBCD005K752,41,11.902439024390244,10.148410905281626,46.0,0.0,488.0,7,0.17073170731707318,0.8526328834355464,1,1
02A,BBCD005K755,41,79.51219512195122,76.68543601989217,386.0,8.0,3260.0,0,0.0,0.9644487352195027,2,1
02A,BBCD005K765,41,43.8780487804878,47.5626929020799,264.0,8.0,1799.0,0,0.0,1.083974657579364,2,1
02A,BBCD005K770,41,129.0,182.02197669512324,1040.0,10.0,5289.0,0,0.0,1.4110230751559942,3,0
02A,BBCD005K771,41,75.04878048780488,87.04882285806976,498.0,8.0,3077.0,0,0.0,1.1598965671696002,2,1
02A,BBCD005K772,41,40.8780487804878,50.709562767761675,264.0,4.0,1676.0,0,0.0,1.2405083970633823,2,1
02A,BBCD005K775,41,30.536585365853657,27.637020064557976,100.0,0.0,1252.0,4,0.0975609756097561,0.9050461842227453,2,1
02A,BBCD005K776,41,23.170731707317074,22.667049255499034,92.0,0.0,950.0,3,0.07317073170731707,0.9782621257636425,1,1
02A,BBCD005K816,41,8.390243902439025,7.419157798498722,28.0,0.0,344.0,7,0.17073170731707318,0.8842600864489755,0,0
02A,BBCD005K818,41,5.414634146341464,5.352455556826687,20.0,0.0,222.0,14,0.34146341463414637,0.988516566801325,0,0
02A,BBCD005K831,41,15.609756097560975,12.208353797258022,50.0,0.0,640.0,5,0.12195121951219512,0.7820976651368421,1,1
02A,BBCD005K892,41,8.24390243902439,6.602198451292107,24.0,0.0,338.0,4,0.0975609756097561,0.8008583920206402,0,1
02A,BBCD005KA44195,39,2.871794871794872,3.3652988228894958,12.0,0.0,112.0,19,0.48717948717948717,1.1718451258275924,0,0
02A,BBCD005KAT1,41,16.804878048780488,15.13641224365127,60.0,0.0,689.0,4,0.0975609756097561,0.900715387503196,1,1
02A,BBCD005KBA,41,166.4390243902439,112.55555267966301,524.0,36.0,6824.0,0,0.0,0.6762569841538956,3,1
02A,BBCD005KBB,41,105.02439024390245,69.7332373423456,332.0,8.0,4306.0,0,0.0,0.6639718372123014,3,1
02A,BBCD005KBC,41,75.04878048780488,48.93564713964258,182.0,16.0,3077.0,0,0.0,0.652051196855816,2,1
02A,BBCD005KMW,41,44.73170731707317,30.47788082384002,134.0,12.0,1834.0,0,0.0,0.6813484807946787,2,1
02A,BBCD005KPS8,41,1.9268292682926829,2.6114195746991617,8.0,0.0,79.0,24,0.5853658536585366,1.3552937033248815,0,3
02A,BBCD005KSB,41,15.439024390243903,10.40444323471421,44.0,0.0,633.0,2,0.04878048780487805,0.6739054859767497,1,1
02A,BBCD005KSW,41,421.9756097560976,309.36260987754144,1370.0,70.0,17301.0,0,0.0,0.7331291257718744,3,1
02A,BBCD025KP040,41,4.585365853658536,3.8534115388581167,14.0,0.0,188.0,6,0.14634146341463414,0.8403716653892702,0,1
02A,BBCD025KP522,41,1.4634146341463414,1.3619390767506774,6.0,0.0,60.0,13,0.3170731707317073,0.9306583691129628,0,0
02A,BBCD025KP601,41,2.4390243902439024,2.156951326384127,12.0,0.0,100.0,6,0.14634146341463414,0.8843500438174922,0,1
02A,BBCD025KP675,38,0.8947368421052632,1.6892261731370908,7.0,0.0,34.0,24,0.631578947368421,1.8879586640943955,0,3
02A,BBCD025KP680,41,0.7560975609756098,1.2605651074989752,5.0,0.0,31.0,25,0.6097560975609756,1.667199013143806,0,3
02A,BBCD025KP710,40,2.0,2.480694691784169,9.0,0.0,80.0,14,0.35,1.2403473458920844,0,0
02A,BBCD025KP755,41,8.146341463414634,7.682971351013084,33.0,0.0,334.0,1,0.024390243902439025,0.9431192376992109,0,1
02A,BBCD025KP770,41,9.414634146341463,9.022127270649914,35.0,0.0,386.0,1,0.024390243902439025,0.9583088551726593,0,1
02A,BBCD025KP831,41,1.975609756097561,3.094251160442933,19.0,0.0,81.0,12,0.2926829268292683,1.5662258960266697,0,0
02A,BBCD025KP900,41,1.2682926829268293,1.6586800511838085,7.0,0.0,52.0,19,0.4634146341463415,1.307805424971849,0,0
02A,BBCD025KPBA,41,75.8048780487805,53.01519570471994,200.0,9.0,3108.0,0,0.0,0.6993639073016465,2,1
02A,BBCD025KPBB,41,24.926829268292682,18.021362661994292,80.0,2.0,1022.0,0,0.0,0.7229705177512388,1,1
02A,BBCD025KPBC,41,11.731707317073171,8.611110236908777,35.0,0.0,481.0,1,0.024390243902439025,0.7340031594870267,1,1
02A,BBCD025KPMW,41,6.658536585365853,4.57498500597303,18.0,0.0,273.0,2,0.04878048780487805,0.6870856602377078,0,1
02A,BBCD025KPSW,41,154.2439024390244,80.8902900501058,361.0,22.0,6324.0,0,0.0,0.5244310392242786,3,1
02A,BCDE005KBA,41,16.70731707317073,15.225379966422881,62.0,0.0,685.0,3,0.07317073170731707,0.9113001147785958,1,1
02A,BCDE005KBB,41,17.51219512195122,13.151277411756459,58.0,0.0,718.0,4,0.0975609756097561,0.7509782366044775,1,1
02A,BCDE005KBC,41,31.951219512195124,23.930055599091485,102.0,3.0,1310.0,0,0.0,0.7489559385975197,2,1
02A,BCDE025KPBA,41,7.439024390243903,8.080992452934865,34.0,0.0,305.0,4,0.0975609756097561,1.0862973461322276,0,1
02A,BCDE025KPBC,40,5.875,4.176782591961524,16.0,0.0,235.0,2,0.05,0.7109417177806848,0,1
02A,BKLM001KHAR,40,23.325,31.161603181166928,125.0,0.0,933.0,10,0.25,1.3359744129117654,1,0
02A,BKLM001KPOX,40,23.325,31.161603181166928,125.0,0.0,933.0,10,0.25,1.3359744129117654,1,0
02A,BKLM200CHAR,41,67.2439024390244,61.99224971228455,293.0,0.0,2757.0,1,0.024390243902439025,0.9219014284380364,2,1
02A,BKLM200CPOX,41,67.2439024390244,61.99224971228455,293.0,0.0,2757.0,1,0.024390243902439025,0.9219014284380364,2,1
02A,BNOP003KHAR,41,70.1219512195122,63.108713788965474,288.0,6.0,2875.0,0,0.0,0.8999851357730728,2,1
02A,BNOP003KPOX,41,70.1219512195122,63.108713788965474,288.0,6.0,2875.0,0,0.0,0.8999851357730728,2,1
02A,BNOP400CHAR,41,756.1219512195122,762.5550863748124,4052.0,95.0,31001.0,0,0.0,1.008508065590378,3,1
02A,BNOP400CPOX,41,756.1219512195122,762.5550863748124,4052.0,95.0,31001.0,0,0.0,1.008508065590378,3,1
02A,BPQR005KS001,41,5.634146341463414,8.935200326688193,38.0,0.0,231.0,19,0.4634146341463415,1.5859013566849174,0,3
02A,BPQR005KS002,41,8.268292682926829,8.093282369483664,27.0,0.0,339.0,9,0.21951219512195122,0.9788335609110036,0,0
02A,BPQR005KS003,41,8.560975609756097,10.278737229075867,40.0,0.0,351.0,13,0.3170731707317073,1.2006502176413407,0,0
02A,BPQR005KS006,39,3.3333333333333335,4.595955506480003,14.0,0.0,130.0,21,0.5384615384615384,1.3787866519440009,0,3
02A,BSTU001K02,41,8.878048780487806,11.638717974826996,48.0,0.0,364.0,16,0.3902439024390244,1.310954497164579,0,0
02A,BSTU001K06,40,16.825,15.874326151658558,55.0,0.0,673.0,9,0.225,0.9434963537389931,1,0
02A,BSTU001K08,41,22.24390243902439,18.04962671055122,54.0,0.0,912.0,4,0.0975609756097561,0.8114415516804825,1,1
02A,BTUV004K49,41,7.926829268292683,7.457849032738727,28.0,0.0,325.0,9,0.21951219512195122,0.9408363395147317,0,0
02A,BTUV004K51,39,5.871794871794871,8.42358683190895,37.0,0.0,229.0,17,0.4358974358974359,1.43458465696266,0,0
02A,BTUV004K61,37,4.405405405405405,9.181683032173527,48.0,0.0,163.0,20,0.5405405405405406,2.084185718959635,0,3
02A,BTUV004KBB,41,6.512195121951219,7.480380843311095,36.0,0.0,267.0,14,0.34146341463414637,1.1486727137668724,0,0
02A,BTUV004KBC,40,48.4,38.5571836401002,140.0,0.0,1936.0,2,0.05,0.7966360256219049,2,1
02A,BUVW001K160,41,122.21951219512195,66.0698540164582,294.0,24.0,5011.0,0,0.0,0.5405835191927332,3,1
02A,BUVW001K178,41,48.65853658536585,30.134373857853397,128.0,6.0,1995.0,0,0.0,0.6193029213894683,2,1
02A,BUVW001K179,41,31.097560975609756,22.767086855863642,90.0,0.0,1275.0,1,0.024390243902439025,0.7321180871297328,2,1
02A,BUVW001K189,41,33.19512195121951,20.677547620783177,77.0,0.0,1361.0,2,0.04878048780487805,0.6229092229626085,2,1
02A,BUVW001K190,41,108.85365853658537,65.3886691161434,329.0,12.0,4463.0,0,0.0,0.6007025394940353,3,1
02A,BUVW001K191,41,38.78048780487805,30.166630732584267,117.0,0.0,1590.0,2,0.04878048780487805,0.777881672978588,2,1
02A,BUVW001K192,41,221.6341463414634,118.5195671814492,684.0,50.0,9087.0,0,0.0,0.5347531918608361,3,1
02A,BUVW001K194,41,712.9268292682926,377.37801938135607,1872.0,246.0,29230.0,0,0.0,0.5293362570864044,3,1
02A,BUVW001K198,41,58.65853658536585,38.94586611958807,154.0,9.0,2405.0,0,0.0,0.6639420003755139,2,1
02A,BUVW001K199,41,62.68292682926829,53.43895537170904,336.0,3.0,2570.0,0,0.0,0.852528081805475,2,1
02A,BUVW001K301,41,239.8780487804878,120.10749250607792,619.0,65.0,9835.0,0,0.0,0.5007023073461306,3,1
02A,BUVW001K303,41,63.63414634146341,36.98767098477611,174.0,6.0,2609.0,0,0.0,0.5812550825511003,2,1
02A,BUVW001K305,41,13.707317073170731,15.848097523739284,66.0,0.0,562.0,8,0.1951219512195122,1.1561779332265314,1,0
02A,BUVW001K306,41,187.4878048780488,97.404856642577,446.0,57.0,7687.0,0,0.0,0.5195263590927094,3,1
02A,BUVW001K309,41,202.90243902439025,94.56394790776471,421.0,59.0,8319.0,0,0.0,0.4660562404397588,3,1
02A,BUVW001K310,41,38.36585365853659,23.516755832343218,105.0,0.0,1573.0,2,0.04878048780487805,0.6129605779568162,2,1
02A,BUVW001K328,41,215.4390243902439,91.38956416913472,436.0,53.0,8833.0,0,0.0,0.4242015318617144,3,1
02A,BUVW001K329,41,163.4390243902439,89.97889996562745,387.0,56.0,6701.0,0,0.0,0.5505349796434451,3,1
02A,BUVW001K330,41,182.46341463414635,83.00093299505,396.0,69.0,7481.0,0,0.0,0.4548908237932161,3,1
02A,BUVW001K331,41,303.0731707317073,154.01012795331067,722.0,94.0,12426.0,0,0.0,0.5081615359798598,3,1
02A,BUVW001K333,41,225.8048780487805,110.41993015579098,493.0,102.0,9258.0,0,0.0,0.48900595553979587,3,1
02A,BUVW001K334,41,57.26829268292683,33.14590803571679,141.0,0.0,2348.0,2,0.04878048780487805,0.5787828915947141,2,1
02A,BUVW001K370,41,86.73170731707317,39.00898895783118,200.0,29.0,3556.0,0,0.0,0.4497661831470974,2,1
02A,BUVW001K461,41,62.53658536585366,32.45542909974817,144.0,3.0,2564.0,0,0.0,0.5189830706277984,2,1
02A,BUVW001K462,41,37.41463414634146,24.22496192954294,106.0,0.0,1534.0,1,0.024390243902439025,0.6474729068521907,2,1
02A,BUVW001K465,41,104.2439024390244,46.671072672376454,216.0,24.0,4274.0,0,0.0,0.44771033681970857,3,1
02A,BUVW001K466,41,95.1951219512195,46.32559741233518,208.0,22.0,3903.0,0,0.0,0.48663835355002366,3,1
02A,BUVW001K470,41,52.926829268292686,42.35173564560397,173.0,0.0,2170.0,1,0.024390243902439025,0.8001940836266188,2,1
02A,BUVW001K480,41,228.9268292682927,140.23825980165017,853.0,30.0,9386.0,0,0.0,0.6125898840685763,3,1
02A,BUVW001K631,41,79.39024390243902,41.44145150014687,177.0,12.0,3255.0,0,0.0,0.5219967777284245,2,1
02A,BUVW001K642,41,49.8780487804878,94.20541256264187,400.0,0.0,2045.0,4,0.0975609756097561,1.8887148728940424,2,0
02A,BUVW001K648,41,19.658536585365855,19.998262119616243,91.0,0.0,806.0,7,0.17073170731707318,1.017281323702563,1,0
02A,BUVW001K650,41,118.4390243902439,66.39542483503205,294.0,6.0,4856.0,0,0.0,0.5605874007900152,3,1
02A,BUVW001K651,41,44.170731707317074,28.73491120486053,110.0,6.0,1811.0,0,0.0,0.6505418881277094,2,1
02A,BUVW001K652,41,56.65853658536585,36.109977676604544,131.0,12.0,2323.0,0,0.0,0.6373263386744668,2,1
02A,BUVW001K657,41,121.65853658536585,63.44785644767581,325.0,36.0,4988.0,0,0.0,0.5215240806645366,3,1
02A,BUVW001K660,41,107.0,60.578048829588425,335.0,28.0,4387.0,0,0.0,0.5661499890615741,3,1
02A,BUVW001K662,41,58.829268292682926,37.88000952944996,171.0,6.0,2412.0,0,0.0,0.6438973427476983,2,1
02A,BUVW001K670,41,87.60975609756098,38.19546965857371,154.0,18.0,3592.0,0,0.0,0.43597278841913195,2,1
02A,BUVW001K671,41,118.0,60.48636209923688,265.0,25.0,4838.0,0,0.0,0.5125962889765837,3,1
02A,BUVW001K731,41,77.6829268292683,35.08877243819612,159.0,12.0,3185.0,0,0.0,0.4516922040709705,2,1
02A,BUVW001K732,41,68.92682926829268,37.622061509108214,165.0,6.0,2826.0,0,0.0,0.545826087004047,2,1
02A,BUVW001K733,41,128.390243902439,100.8347355946304,507.0,18.0,5264.0,0,0.0,0.7853769299733752,3,1
02A,BUVW001K750,41,198.17073170731706,115.31064617784092,620.0,63.0,8125.0,0,0.0,0.5818752607127973,3,1
02A,BUVW001K752,41,134.5121951219512,52.882947133844326,236.0,48.0,5515.0,0,0.0,0.3931461164982081,3,1
02A,BUVW001K753,41,105.1951219512195,47.72641800522805,244.0,23.0,4313.0,0,0.0,0.4536942124308718,3,1
02A,BUVW001K754,41,42.09756097560975,29.22738859190877,126.0,4.0,1726.0,0,0.0,0.6942774810360717,2,1
02A,BUVW001K755,41,71.4390243902439,34.197988815490156,145.0,3.0,2929.0,0,0.0,0.4787017894964481,2,1
02A,BUVW001K911,41,216.3658536585366,74.03842113982473,367.0,114.0,8871.0,0,0.0,0.34219087664669307,3,1
02A,BUVW001K915,41,118.39024390243902,54.78315345468007,270.0,30.0,4854.0,0,0.0,0.46273368183804753,3,1
02A,BUVW001K924,41,43.707317073170735,24.68222427420088,120.0,10.0,1792.0,0,0.0,0.5647160687735692,2,1
02A,BUVW001KALU,41,74.4390243902439,32.753662986365214,154.0,23.0,3052.0,0,0.0,0.4400066128574619,2,1
02A,BUVW001KBA,41,60.146341463414636,34.147152864924,154.0,0.0,2466.0,1,0.024390243902439025,0.5677344961321509,2,1
02A,BUVW001KBB,41,33.48780487804878,22.108959667089167,101.0,0.0,1373.0,2,0.04878048780487805,0.6602092835765885,2,1
02A,BUVW001KBC,41,75.65853658536585,40.798657916711896,178.0,6.0,3102.0,0,0.0,0.5392472516393255,2,1
02A,BUVW001KSB,41,1056.9512195121952,541.9107376321082,2290.0,442.0,43335.0,0,0.0,0.5127112090208016,3,1
02A,BUVW001KSBM,41,678.5121951219512,311.5663751073934,1491.0,227.0,27819.0,0,0.0,0.45919053091064127,3,1
02A,BUVW001KSW,41,3842.756097560976,1829.9017429972548,8486.0,1276.0,157553.0,0,0.0,0.47619513092665605,3,2
02A,BUVW001KSWM,41,286.609756097561,155.6900571727014,695.0,78.0,11751.0,0,0.0,0.5432126920330829,3,1
02A,BUVW002KBA,41,54.63414634146341,36.068515423815946,169.0,4.0,2240.0,0,0.0,0.6601826483823454,2,1
02A,BUVW002KBB,41,16.29268292682927,13.312107087983904,64.0,0.0,668.0,2,0.04878048780487805,0.817060464981048,1,1
02A,BUVW002KBC,41,67.7560975609756,57.49033853083703,217.0,8.0,2778.0,0,0.0,0.8484895175537503,2,1
02A,BUVW004K194,40,2.35,5.101784504289174,28.0,0.0,94.0,27,0.675,2.170972129484755,0,3
02A,BUVW004KSB,40,1.8,2.857289373532643,12.0,0.0,72.0,26,0.65,1.5873829852959127,0,3
02A,BUVW004KSW,41,24.78048780487805,20.361129874250533,84.0,0.0,1016.0,5,0.12195121951219512,0.8216597685475117,1,1
02A,BUVW100C190,41,225.65853658536585,111.71025238448296,468.0,48.0,9252.0,0,0.0,0.49504110978856475,3,1
02A,BUVW100C192,41,885.1463414634146,376.3379837975174,2064.0,312.0,36291.0,0,0.0,0.42517035451484425,3,1
02A,BUVW100C194,41,257.8536585365854,142.26762825316405,600.0,48.0,10572.0,0,0.0,0.5517378696916123,3,1
02A,BUVW100C197,41,64.39024390243902,48.9473584827519,180.0,0.0,2640.0,2,0.04878048780487805,0.7601673097700106,2,1
02A,BUVW100C198,41,142.2439024390244,73.41416092546618,324.0,48.0,5832.0,0,0.0,0.5161146429945325,3,1
02A,BUVW100C301,41,208.09756097560975,88.8166101802047,396.0,84.0,8532.0,0,0.0,0.4268027446540545,3,1
02A,BUVW100C306,41,54.4390243902439,41.92257672214805,204.0,0.0,2232.0,2,0.04878048780487805,0.770083174555587,2,1
02A,BUVW100C309,41,156.0,68.83022591855993,324.0,60.0,6396.0,0,0.0,0.4412193969138457,3,1
02A,BUVW100C328,41,46.829268292682926,37.92881651134424,180.0,12.0,1920.0,0,0.0,0.8099382692526634,2,1
02A,BUVW100C465,41,208.09756097560975,95.7224646773287,492.0,60.0,8532.0,0,0.0,0.4599884026922734,3,1
02A,BUVW100C466,41,69.36585365853658,38.74645538469356,168.0,12.0,2844.0,0,0.0,0.5585811078665387,2,1
02A,BUVW100C470,41,33.951219512195124,31.049920466494104,156.0,0.0,1392.0,5,0.12195121951219512,0.9145450712113924,2,1
02A,BUVW100C480,41,297.9512195121951,137.0813538048688,684.0,108.0,12216.0,0,0.0,0.46007985478058455,3,1
02A,BUVW100C630,41,35.707317073170735,30.178008468451846,120.0,0.0,1464.0,7,0.17073170731707318,0.8451491442667525,2,1
02A,BUVW100C645,41,33.951219512195124,26.277320277676907,120.0,0.0,1392.0,5,0.12195121951219512,0.7739727955350238,2,1
02A,BUVW100C650,41,303.6341463414634,150.84855917402075,816.0,96.0,12449.0,0,0.0,0.4968102599513897,3,1
02A,BUVW100C652,41,70.53658536585365,33.7491463306671,144.0,12.0,2892.0,0,0.0,0.47846300123006613,2,1
02A,BUVW100C657,41,203.41463414634146,93.37477593273147,444.0,60.0,8340.0,0,0.0,0.4590366682544353,3,1
02A,BUVW100C660,41,89.5609756097561,61.13511625100906,264.0,0.0,3672.0,1,0.024390243902439025,0.6826088688157329,2,1
02A,BUVW100C732,41,222.14634146341464,98.0085610994289,540.0,120.0,9108.0,0,0.0,0.4411891749095943,3,1
02A,BUVW100C733,41,265.1707317073171,141.21825350127799,780.0,108.0,10872.0,0,0.0,0.532555959671854,3,1
02A,BUVW100C750,41,259.3170731707317,104.95295113154043,528.0,108.0,10632.0,0,0.0,0.4047282727984535,3,1
02A,BUVW100C911,41,96.0,53.53129925566911,240.0,36.0,3936.0,0,0.0,0.5576177005798866,3,1
02A,BUVW100CALU,41,286.5365853658537,147.926349505586,660.0,72.0,11748.0,0,0.0,0.5162564121321949,3,1
02A,BUVW100CSB,41,2071.0243902439024,705.3202282582315,4140.0,1140.0,84912.0,0,0.0,0.34056587241600117,3,2
02A,BUVW100CSW,41,1850.341463414634,766.2881837062378,4092.0,804.0,75864.0,0,0.0,0.4141333904349329,3,2
02A,BUVW200C192,41,42.146341463414636,28.285650934360476,132.0,0.0,1728.0,2,0.04878048780487805,0.6711294492527659,2,1
02A,BUVW200C194,41,27.21951219512195,26.294022319837214,132.0,0.0,1116.0,8,0.1951219512195122,0.9659990278793242,1,0
