cabang,sku,n_train,n_zero,zero_ratio,imputed_ratio,spike_ratio,qty_mean,qty_median,qty_std,qty_min,qty_max,scale_bucket,zero_bucket
13I,FRST004K71,41.0,0.0,0.0,0.0,0.024390243902439025,40.926829268292686,38.0,22.235546141148003,4.0,115.0,medium,dense
13I,FRST004K73,41.0,0.0,0.0,0.0,0.0,34.73170731707317,29.0,16.760107980326232,4.0,70.0,medium,dense
13I,FRST004K74,41.0,0.0,0.0,0.0,0.024390243902439025,63.58536585365854,54.0,28.116699317092767,30.0,142.0,high,dense
13I,FRST004K77,41.0,0.0,0.0,0.0,0.0,44.02439024390244,42.0,19.030879912497543,12.0,90.0,medium,dense
13I,FRST004K80,41.0,0.0,0.0,0.0,0.024390243902439025,20.878048780487806,16.0,13.080892786716086,2.0,53.0,medium,dense
13I,FRST004K81,41.0,0.0,0.0,0.0,0.024390243902439025,32.34146341463415,30.0,16.418906413183496,8.0,94.0,medium,dense
13I,FRST004K82,41.0,0.0,0.0,0.0,0.024390243902439025,21.585365853658537,20.0,11.412658782588958,4.0,52.0,medium,dense
13I,FRST004K88,41.0,0.0,0.0,0.0,0.07317073170731707,33.5609756097561,32.0,17.81298512390302,8.0,102.0,medium,dense
13I,FRST004K90,41.0,0.0,0.0,0.0,0.0,34.1219512195122,35.0,14.161912162471598,8.0,68.0,medium,dense
13I,FRST004KSB,41.0,0.0,0.0,0.0,0.0,94.95121951219512,96.0,35.18305786846291,28.0,208.0,high,dense
13I,FRST004KSW,41.0,0.0,0.0,0.0,0.0975609756097561,49.51219512195122,44.0,22.203740620917362,18.0,114.0,medium,dense
13I,FRST020KPSB,38.0,13.0,0.34210526315789475,0.34210526315789475,0.05263157894736842,1.5789473684210527,1.0,1.8978163689166616,0.0,8.0,low,semi_sparse
13I,FSTU001K28,38.0,17.0,0.4473684210526316,0.4473684210526316,0.02631578947368421,2.8421052631578947,2.0,3.421129225534953,0.0,12.0,low,semi_sparse
13I,FSTU001KSW,41.0,7.0,0.17073170731707318,0.17073170731707318,0.0,23.902439024390244,22.0,18.429331075826898,0.0,70.0,medium,dense
14A,APQR005K010,41.0,1.0,0.024390243902439025,0.024390243902439025,0.0,46.1219512195122,38.0,29.666643829350853,0.0,108.0,medium,dense
14A,APQR005K102,41.0,0.0,0.0,0.0,0.04878048780487805,47.5609756097561,40.0,30.703459724017915,14.0,154.0,medium,dense
14A,APQR005K104,41.0,1.0,0.024390243902439025,0.024390243902439025,0.07317073170731707,26.4390243902439,20.0,18.748398305572405,0.0,100.0,medium,dense
14A,APQR005K202,41.0,0.0,0.0,0.0,0.04878048780487805,80.34146341463415,68.0,47.24172401389346,12.0,188.0,high,dense
14A,APQR005K203,41.0,0.0,0.0,0.0,0.04878048780487805,20.097560975609756,16.0,13.659803948169937,2.0,56.0,medium,dense
14A,APQR005K302,41.0,1.0,0.024390243902439025,0.024390243902439025,0.07317073170731707,69.48780487804878,52.0,46.54735328201782,0.0,174.0,high,dense
14A,APQR005K303,41.0,0.0,0.0,0.0,0.0,50.073170731707314,40.0,35.300418017285885,6.0,130.0,medium,dense
14A,APQR005K304,41.0,2.0,0.04878048780487805,0.04878048780487805,0.04878048780487805,25.463414634146343,20.0,22.00011086446567,0.0,102.0,medium,dense
14A,APQR005K305,41.0,0.0,0.0,0.0,0.0,27.317073170731707,24.0,20.221818692182765,4.0,78.0,medium,dense
14A,APQR005K306,41.0,0.0,0.0,0.0,0.04878048780487805,78.09756097560975,66.0,46.59817854704666,22.0,230.0,high,dense
14A,APQR005K307,41.0,0.0,0.0,0.0,0.024390243902439025,56.68292682926829,48.0,34.48654739488301,12.0,166.0,medium,dense
14A,APQR005K402,41.0,0.0,0.0,0.0,0.07317073170731707,72.65853658536585,56.0,41.21990402469271,20.0,172.0,high,dense
14A,APQR005K403,41.0,0.0,0.0,0.0,0.04878048780487805,56.58536585365854,44.0,44.84248856260996,4.0,200.0,medium,dense
14A,APQR005K404,41.0,0.0,0.0,0.0,0.0975609756097561,102.2439024390244,76.0,74.30100284915571,24.0,346.0,high,dense
14A,APQR005K405,41.0,0.0,0.0,0.0,0.0975609756097561,66.1951219512195,48.0,46.31372340472914,16.0,210.0,medium,dense
14A,APQR005K502,41.0,0.0,0.0,0.0,0.024390243902439025,69.48780487804878,54.0,52.56097504385717,2.0,228.0,high,dense
14A,APQR005K503,41.0,0.0,0.0,0.0,0.07317073170731707,258.2439024390244,180.0,173.7113669982199,94.0,764.0,high,dense
14A,APQR005K504,41.0,0.0,0.0,0.0,0.0,100.73170731707317,90.0,61.802517905925114,30.0,266.0,high,dense
14A,APQR005K601,41.0,0.0,0.0,0.0,0.04878048780487805,156.78048780487805,126.0,104.4872030908862,32.0,444.0,high,dense
14A,APQR005K602,41.0,0.0,0.0,0.0,0.024390243902439025,140.8780487804878,104.0,87.42087711809782,22.0,362.0,high,dense
14A,APQR005K603,41.0,0.0,0.0,0.0,0.0975609756097561,78.97560975609755,64.0,46.13051474072127,24.0,204.0,high,dense
14A,APQR005K702,41.0,0.0,0.0,0.0,0.024390243902439025,41.90243902439025,34.0,28.269953022642945,4.0,136.0,medium,dense
14A,APQR005K703,41.0,0.0,0.0,0.0,0.04878048780487805,41.75609756097561,38.0,26.717766081584063,2.0,106.0,medium,dense
14A,APQR005K801,41.0,0.0,0.0,0.0,0.0975609756097561,90.97560975609755,70.0,53.57214192324125,32.0,261.0,high,dense
14A,APQR005KBA,41.0,0.0,0.0,0.0,0.0,65.46341463414635,60.0,45.424716598442096,2.0,156.0,high,dense
14A,APQR005KBB,41.0,1.0,0.024390243902439025,0.024390243902439025,0.0,49.65853658536585,48.0,32.233220251859386,0.0,132.0,medium,dense
14A,APQR005KBC,41.0,5.0,0.12195121951219512,0.12195121951219512,0.024390243902439025,21.463414634146343,20.0,16.87616301322017,0.0,84.0,medium,dense
14A,APQR005KMW,41.0,0.0,0.0,0.0,0.024390243902439025,201.17073170731706,160.0,119.56753372864733,64.0,588.0,high,dense
14A,APQR005KSB,41.0,3.0,0.07317073170731707,0.07317073170731707,0.07317073170731707,12.439024390243903,10.0,11.493582514794518,0.0,56.0,medium,dense
14A,APQR005KSW,41.0,0.0,0.0,0.0,0.024390243902439025,938.0243902439024,745.0,500.42074736190136,280.0,1998.0,high,dense
14A,APQR020KP104,37.0,24.0,0.6486486486486487,0.6486486486486487,0.0,0.918918918918919,0.0,1.4790833944330821,0.0,5.0,low,sparse
14A,APQR020KP302,41.0,5.0,0.12195121951219512,0.12195121951219512,0.0,3.1951219512195124,3.0,2.358172090784745,0.0,8.0,low,dense
14A,APQR020KP303,41.0,16.0,0.3902439024390244,0.3902439024390244,0.0,1.4390243902439024,1.0,1.5976354479011299,0.0,5.0,low,semi_sparse
14A,APQR020KP306,41.0,9.0,0.21951219512195122,0.21951219512195122,0.024390243902439025,2.707317073170732,2.0,2.5124082315482132,0.0,11.0,low,semi_sparse
14A,APQR020KP307,38.0,11.0,0.2894736842105263,0.2894736842105263,0.05263157894736842,1.4736842105263157,1.0,1.6063529635568077,0.0,6.0,low,semi_sparse
14A,APQR020KP402,40.0,1.0,0.025,0.025,0.05,5.475,4.5,4.4605823467115675,0.0,19.0,low,dense
14A,APQR020KP403,40.0,14.0,0.35,0.35,0.075,1.775,1.0,2.142219074721949,0.0,9.0,low,semi_sparse
14A,APQR020KP404,40.0,4.0,0.1,0.1,0.025,3.675,3.5,2.885751912858086,0.0,13.0,low,dense
14A,APQR020KP405,41.0,8.0,0.1951219512195122,0.1951219512195122,0.0,2.8780487804878048,2.0,2.657020153773956,0.0,10.0,low,dense
14A,APQR020KP503,41.0,0.0,0.0,0.0,0.024390243902439025,9.560975609756097,9.0,6.715834946184297,1.0,31.0,medium,dense
14A,APQR020KP601,41.0,6.0,0.14634146341463414,0.14634146341463414,0.024390243902439025,3.707317073170732,3.0,3.5654165425586983,0.0,12.0,low,dense
14A,APQR020KP602,41.0,7.0,0.17073170731707318,0.17073170731707318,0.07317073170731707,3.682926829268293,2.0,3.8693605698502944,0.0,17.0,low,dense
14A,APQR020KP703,40.0,26.0,0.65,0.65,0.05,0.8,0.0,1.8425177868535747,0.0,10.0,low,sparse
14A,APQR020KP801,41.0,4.0,0.0975609756097561,0.0975609756097561,0.0,6.073170731707317,6.0,4.644298891665129,0.0,18.0,medium,dense
14A,APQR020KPBA,41.0,0.0,0.0,0.0,0.024390243902439025,15.0,10.0,11.844830095868831,1.0,57.0,medium,dense
14A,APQR020KPBB,41.0,0.0,0.0,0.0,0.04878048780487805,8.024390243902438,6.0,5.854433383676207,1.0,27.0,medium,dense
14A,APQR020KPBC,41.0,12.0,0.2926829268292683,0.2926829268292683,0.024390243902439025,2.6341463414634148,2.0,3.104481418538172,0.0,15.0,low,semi_sparse
14A,APQR020KPMW,41.0,0.0,0.0,0.0,0.024390243902439025,20.585365853658537,17.0,12.401563630760634,5.0,49.0,medium,dense
14A,APQR020KPSW,41.0,0.0,0.0,0.0,0.024390243902439025,77.14634146341463,66.0,38.83011780539029,29.0,175.0,high,dense
14A,AQRS001K,41.0,7.0,0.17073170731707318,0.17073170731707318,0.04878048780487805,29.21951219512195,24.0,25.482849325695458,0.0,108.0,medium,dense
14A,AQRS005K,41.0,0.0,0.0,0.0,0.024390243902439025,36.90243902439025,34.0,17.76485980531338,4.0,96.0,medium,dense
14A,ARST025KPBA,41.0,0.0,0.0,0.0,0.024390243902439025,17.146341463414632,14.0,11.062461244247945,2.0,47.0,medium,dense
14A,ARST025KPBB,38.0,5.0,0.13157894736842105,0.13157894736842105,0.02631578947368421,3.8157894736842106,3.0,3.109316976859854,0.0,12.0,low,dense
14A,ATUV005K614,41.0,11.0,0.2682926829268293,0.2682926829268293,0.024390243902439025,5.951219512195122,4.0,5.665470940319945,0.0,24.0,low,semi_sparse
14A,ATUV005K641,41.0,8.0,0.1951219512195122,0.1951219512195122,0.024390243902439025,9.512195121951219,8.0,10.438203751650741,0.0,64.0,medium,dense
14A,ATUV005K643,41.0,5.0,0.12195121951219512,0.0975609756097561,0.07317073170731707,9.75609756097561,8.0,8.799944567452906,0.0,40.0,medium,dense
14A,ATUV005K660,41.0,8.0,0.1951219512195122,0.1951219512195122,0.0,9.414634146341463,8.0,8.417171762997645,0.0,34.0,medium,dense
14A,ATUV005K661,41.0,2.0,0.04878048780487805,0.04878048780487805,0.04878048780487805,16.341463414634145,12.0,14.027846869882705,0.0,70.0,medium,dense
14A,ATUV005K662,41.0,7.0,0.17073170731707318,0.17073170731707318,0.04878048780487805,8.292682926829269,8.0,7.675428009039706,0.0,32.0,medium,dense
14A,ATUV005K663,41.0,3.0,0.07317073170731707,0.07317073170731707,0.04878048780487805,17.658536585365855,16.0,13.862917723368268,0.0,64.0,medium,dense
14A,ATUV005K670,41.0,11.0,0.2682926829268293,0.2682926829268293,0.04878048780487805,7.121951219512195,4.0,8.626108977839369,0.0,42.0,low,semi_sparse
14A,ATUV005K681,41.0,2.0,0.04878048780487805,0.04878048780487805,0.024390243902439025,15.707317073170731,16.0,10.61659997936963,0.0,56.0,medium,dense
14A,ATUV005K683,41.0,7.0,0.17073170731707318,0.17073170731707318,0.07317073170731707,12.170731707317072,8.0,13.769354449327661,0.0,60.0,medium,dense
14A,ATUV005K685,41.0,8.0,0.1951219512195122,0.1951219512195122,0.04878048780487805,11.024390243902438,10.0,9.95109995145775,0.0,40.0,medium,dense
14A,ATUV005K686,41.0,0.0,0.0,0.0,0.024390243902439025,34.146341463414636,26.0,24.283287437669717,8.0,96.0,medium,dense
14A,ATUV005K688,41.0,8.0,0.1951219512195122,0.1951219512195122,0.0,8.195121951219512,8.0,6.6754007827063155,0.0,24.0,medium,dense
14A,ATUV005K690,41.0,0.0,0.0,0.0,0.024390243902439025,33.02439024390244,26.0,24.613500162388576,4.0,108.0,medium,dense
14A,ATUV005K691,41.0,1.0,0.024390243902439025,0.024390243902439025,0.07317073170731707,25.853658536585368,22.0,19.730130480574317,0.0,82.0,medium,dense
14A,ATUV005KMW,41.0,0.0,0.0,0.0,0.12195121951219512,43.41463414634146,34.0,31.254580152160177,8.0,142.0,medium,dense
14A,ATUV005KSW,41.0,0.0,0.0,0.0,0.04878048780487805,378.7317073170732,348.0,164.8288543293079,132.0,872.0,high,dense
14A,ATUV020KPMW,41.0,2.0,0.04878048780487805,0.04878048780487805,0.0,19.585365853658537,16.0,14.486158237704187,0.0,54.0,medium,dense
14A,ATUV020KPSW,41.0,0.0,0.0,0.0,0.024390243902439025,80.41463414634147,71.0,39.26765565306649,31.0,193.0,high,dense
14A,AVWX004KRP,41.0,0.0,0.0,0.0,0.024390243902439025,128.21951219512195,118.0,65.63517052431644,44.0,434.0,high,dense
14A,AVWX021KPRP,41.0,0.0,0.0,0.0,0.04878048780487805,29.048780487804876,27.0,12.885944318349733,7.0,62.0,medium,dense
14A,AYZA100C,41.0,0.0,0.0,0.0,0.0,400.390243902439,372.0,157.1440228021385,168.0,720.0,high,dense
14A,BBCD001K600,41.0,12.0,0.2926829268292683,0.2926829268292683,0.0,6.975609756097561,6.0,7.295504797058421,0.0,30.0,medium,semi_sparse
14A,BBCD001K620,41.0,4.0,0.0975609756097561,0.0975609756097561,0.07317073170731707,18.829268292682926,16.0,15.420607055210878,0.0,56.0,medium,dense
14A,BBCD001K660,41.0,7.0,0.17073170731707318,0.17073170731707318,0.024390243902439025,8.097560975609756,6.0,7.415540701960918,0.0,30.0,medium,dense
14A,BBCD001K670,41.0,0.0,0.0,0.0,0.04878048780487805,22.390243902439025,18.0,15.480436119148075,2.0,74.0,medium,dense
14A,BBCD001K671,41.0,0.0,0.0,0.0,0.024390243902439025,21.658536585365855,20.0,12.213946446782794,2.0,58.0,medium,dense
14A,BBCD001K675,41.0,1.0,0.024390243902439025,0.024390243902439025,0.04878048780487805,19.634146341463413,18.0,13.049436956361326,0.0,68.0,medium,dense
14A,BBCD001K680,41.0,0.0,0.0,0.0,0.024390243902439025,67.04878048780488,60.0,31.62115685700967,24.0,164.0,high,dense
14A,BBCD001K700,41.0,0.0,0.0,0.0,0.024390243902439025,67.17073170731707,60.0,32.35498604467663,4.0,159.0,high,dense
14A,BBCD001K710,41.0,0.0,0.0,0.0,0.024390243902439025,63.51219512195122,62.0,32.350519278073044,16.0,166.0,high,dense
14A,BBCD001K720,41.0,0.0,0.0,0.0,0.024390243902439025,49.80487804878049,42.0,27.231617205185522,8.0,116.0,medium,dense
14A,BBCD001K725,41.0,3.0,0.07317073170731707,0.07317073170731707,0.024390243902439025,17.658536585365855,12.0,14.709877219231913,0.0,50.0,medium,dense
14A,BBCD001K730,41.0,9.0,0.21951219512195122,0.21951219512195122,0.024390243902439025,7.024390243902439,6.0,6.842834956646437,0.0,34.0,medium,semi_sparse
14A,BBCD001K731,41.0,6.0,0.14634146341463414,0.14634146341463414,0.0,13.902439024390244,12.0,11.359588192467148,0.0,46.0,medium,dense
14A,BBCD001K735,41.0,0.0,0.0,0.0,0.04878048780487805,36.073170731707314,28.0,27.86430534205226,2.0,122.0,medium,dense
14A,BBCD001K740,41.0,4.0,0.0975609756097561,0.0975609756097561,0.04878048780487805,12.439024390243903,10.0,10.144083942100945,0.0,40.0,medium,dense
14A,BBCD001K745,41.0,1.0,0.024390243902439025,0.024390243902439025,0.0,53.829268292682926,52.0,29.53294976718749,0.0,110.0,high,dense
14A,BBCD001K750,41.0,2.0,0.04878048780487805,0.04878048780487805,0.0,19.609756097560975,16.0,14.395968270284024,0.0,50.0,medium,dense
14A,BBCD001K755,41.0,0.0,0.0,0.0,0.0,50.829268292682926,46.0,27.853098964948575,14.0,124.0,medium,dense
14A,BBCD001K765,41.0,3.0,0.07317073170731707,0.07317073170731707,0.024390243902439025,19.146341463414632,18.0,14.621150733799572,0.0,62.0,medium,dense
14A,BBCD001K770,41.0,0.0,0.0,0.0,0.0,76.78048780487805,76.0,35.806781616840375,24.0,164.0,high,dense
14A,BBCD001K771,41.0,0.0,0.0,0.0,0.07317073170731707,64.29268292682927,54.0,38.493664350409034,14.0,190.0,high,dense
14A,BBCD001K831,41.0,0.0,0.0,0.0,0.024390243902439025,74.6829268292683,76.0,36.629522945562805,20.0,210.0,high,dense
14A,BBCD001KMW,41.0,0.0,0.0,0.0,0.04878048780487805,118.29268292682927,100.0,52.19350721231474,46.0,272.0,high,dense
14A,BBCD001KSB,41.0,0.0,0.0,0.0,0.04878048780487805,68.7560975609756,62.0,38.40818954845755,12.0,229.0,high,dense
14A,BBCD001KSW,41.0,0.0,0.0,0.0,0.024390243902439025,564.9756097560976,522.0,208.17582566245272,284.0,1125.0,high,dense
14A,BBCD005K040,41.0,0.0,0.0,0.0,0.024390243902439025,196.6829268292683,162.0,99.40559315863224,62.0,498.0,high,dense
14A,BBCD005K050,41.0,0.0,0.0,0.0,0.04878048780487805,89.65853658536585,74.0,52.30851257496124,26.0,250.0,high,dense
14A,BBCD005K093,41.0,3.0,0.07317073170731707,0.07317073170731707,0.024390243902439025,16.21951219512195,16.0,11.557491499287272,0.0,56.0,medium,dense
14A,BBCD005K246,41.0,1.0,0.024390243902439025,0.024390243902439025,0.04878048780487805,16.390243902439025,14.0,11.646626225608188,0.0,56.0,medium,dense
14A,BBCD005K522,41.0,0.0,0.0,0.0,0.04878048780487805,60.0,46.0,36.570479898409864,12.0,154.0,medium,dense
14A,BBCD005K600,41.0,7.0,0.17073170731707318,0.17073170731707318,0.04878048780487805,9.146341463414634,7.0,9.169408311362725,0.0,44.0,medium,dense
14A,BBCD005K601,41.0,0.0,0.0,0.0,0.0975609756097561,261.8292682926829,200.0,154.14828939028556,84.0,746.0,high,dense
14A,BBCD005K602,41.0,0.0,0.0,0.0,0.04878048780487805,145.5609756097561,124.0,87.74794834652484,32.0,406.0,high,dense
14A,BBCD005K610,41.0,0.0,0.0,0.0,0.04878048780487805,47.829268292682926,36.0,30.179382398439163,8.0,154.0,medium,dense
14A,BBCD005K620,41.0,0.0,0.0,0.0,0.04878048780487805,59.34146341463415,48.0,38.582126532954064,12.0,186.0,medium,dense
14A,BBCD005K630,41.0,4.0,0.0975609756097561,0.0975609756097561,0.024390243902439025,15.463414634146341,14.0,11.739032244984273,0.0,48.0,medium,dense
14A,BBCD005K650,41.0,0.0,0.0,0.0,0.04878048780487805,25.26829268292683,22.0,20.517095786494615,2.0,92.0,medium,dense
14A,BBCD005K660,41.0,4.0,0.0975609756097561,0.0975609756097561,0.024390243902439025,12.097560975609756,10.0,9.369644811968008,0.0,36.0,medium,dense
14A,BBCD005K661,41.0,0.0,0.0,0.0,0.07317073170731707,50.4390243902439,40.0,38.71824426577721,4.0,164.0,medium,dense
14A,BBCD005K670,41.0,0.0,0.0,0.0,0.07317073170731707,78.97560975609755,66.0,50.64360167132569,20.0,208.0,high,dense
14A,BBCD005K671,41.0,0.0,0.0,0.0,0.04878048780487805,42.58536585365854,38.0,26.49997699032595,10.0,114.0,medium,dense
14A,BBCD005K675,41.0,0.0,0.0,0.0,0.04878048780487805,31.024390243902438,26.0,19.66785169366249,8.0,88.0,medium,dense
14A,BBCD005K680,41.0,0.0,0.0,0.0,0.07317073170731707,40.390243902439025,34.0,26.937778350098295,6.0,120.0,medium,dense
14A,BBCD005K700,41.0,0.0,0.0,0.0,0.04878048780487805,108.09756097560975,64.0,163.82426634629692,20.0,974.0,high,dense
14A,BBCD005K710,41.0,0.0,0.0,0.0,0.04878048780487805,133.26829268292684,102.0,86.52832611065695,42.0,386.0,high,dense
14A,BBCD005K712,41.0,0.0,0.0,0.0,0.04878048780487805,58.146341463414636,46.0,40.408885765144376,4.0,188.0,medium,dense
14A,BBCD005K720,41.0,0.0,0.0,0.0,0.04878048780487805,111.51219512195122,88.0,71.90657895881972,40.0,328.0,high,dense
14A,BBCD005K725,41.0,0.0,0.0,0.0,0.04878048780487805,41.26829268292683,34.0,33.387890312390134,4.0,148.0,medium,dense
14A,BBCD005K730,41.0,4.0,0.0975609756097561,0.07317073170731707,0.0975609756097561,17.75609756097561,12.0,17.55673729342226,0.0,76.0,medium,dense
14A,BBCD005K731,41.0,0.0,0.0,0.0,0.07317073170731707,35.75609756097561,28.0,24.348285861436814,4.0,100.0,medium,dense
14A,BBCD005K735,41.0,0.0,0.0,0.0,0.04878048780487805,23.195121951219512,20.0,18.4597122298739,4.0,92.0,medium,dense
14A,BBCD005K740,41.0,0.0,0.0,0.0,0.04878048780487805,41.65853658536585,34.0,30.76654819450629,4.0,138.0,medium,dense
14A,BBCD005K745,41.0,0.0,0.0,0.0,0.04878048780487805,100.0,84.0,71.61668799937624,26.0,278.0,high,dense
14A,BBCD005K750,41.0,0.0,0.0,0.0,0.024390243902439025,69.65853658536585,52.0,44.108734824350584,8.0,234.0,high,dense
14A,BBCD005K751,41.0,0.0,0.0,0.0,0.04878048780487805,33.951219512195124,28.0,25.1335942709277,2.0,130.0,medium,dense
14A,BBCD005K752,41.0,0.0,0.0,0.0,0.0975609756097561,94.5609756097561,80.0,52.80248515954898,34.0,256.0,high,dense
14A,BBCD005K755,41.0,0.0,0.0,0.0,0.0975609756097561,122.53658536585365,92.0,93.15366271944856,20.0,432.0,high,dense
14A,BBCD005K760,41.0,3.0,0.07317073170731707,0.07317073170731707,0.024390243902439025,16.682926829268293,14.0,13.089001154385777,0.0,66.0,medium,dense
14A,BBCD005K765,41.0,0.0,0.0,0.0,0.04878048780487805,66.8780487804878,54.0,46.15852853046293,10.0,218.0,high,dense
14A,BBCD005K770,41.0,0.0,0.0,0.0,0.0975609756097561,243.17073170731706,178.0,186.71099357550221,60.0,904.0,high,dense
14A,BBCD005K771,41.0,0.0,0.0,0.0,0.0,166.3170731707317,122.0,107.4016850483246,58.0,496.0,high,dense
14A,BBCD005K772,41.0,0.0,0.0,0.0,0.024390243902439025,25.341463414634145,20.0,20.73838199582788,2.0,102.0,medium,dense
14A,BBCD005K775,41.0,1.0,0.024390243902439025,0.024390243902439025,0.04878048780487805,33.75609756097561,24.0,29.799983630704297,0.0,114.0,medium,dense
14A,BBCD005K776,41.0,0.0,0.0,0.0,0.024390243902439025,47.75609756097561,36.0,30.747992200959136,4.0,142.0,medium,dense
14A,BBCD005K812,41.0,0.0,0.0,0.0,0.07317073170731707,20.853658536585368,16.0,15.610190542734825,4.0,74.0,medium,dense
14A,BBCD005K816,41.0,0.0,0.0,0.0,0.04878048780487805,81.48780487804878,64.0,45.79471691757659,28.0,242.0,high,dense
14A,BBCD005K818,41.0,0.0,0.0,0.0,0.024390243902439025,58.31707317073171,46.0,44.74172494684925,12.0,222.0,medium,dense
14A,BBCD005K831,41.0,0.0,0.0,0.0,0.07317073170731707,230.65853658536585,174.0,148.55699407232524,68.0,690.0,high,dense
14A,BBCD005K892,41.0,0.0,0.0,0.0,0.0,61.02439024390244,60.0,34.392214093365695,8.0,166.0,high,dense
14A,BBCD005K893,41.0,0.0,0.0,0.0,0.0,43.31707317073171,44.0,24.614466299709044,12.0,116.0,medium,dense
14A,BBCD005K900,41.0,0.0,0.0,0.0,0.04878048780487805,40.048780487804876,38.0,21.11628662846784,6.0,100.0,medium,dense
14A,BBCD005KA40553,40.0,13.0,0.325,0.325,0.025,3.2,3.0,3.1638989254172474,0.0,12.0,low,semi_sparse
14A,BBCD005KA44195,39.0,10.0,0.2564102564102564,0.2564102564102564,0.10256410256410256,7.82051282051282,4.0,8.884853447453484,0.0,32.0,low,semi_sparse
14A,BBCD005KAT1,41.0,0.0,0.0,0.0,0.0975609756097561,110.95121951219512,92.0,65.88928259569693,16.0,292.0,high,dense
14A,BBCD005KAT4,41.0,0.0,0.0,0.0,0.07317073170731707,42.292682926829265,30.0,33.72405958839996,4.0,156.0,medium,dense
14A,BBCD005KAT5,41.0,0.0,0.0,0.0,0.04878048780487805,37.02439024390244,34.0,23.92539216489256,6.0,134.0,medium,dense
14A,BBCD005KBA,41.0,0.0,0.0,0.0,0.07317073170731707,333.780487804878,268.0,185.0704612026352,92.0,900.0,high,dense
14A,BBCD005KBB,41.0,0.0,0.0,0.0,0.024390243902439025,187.34146341463415,164.0,114.91684161951581,32.0,588.0,high,dense
14A,BBCD005KBC,41.0,0.0,0.0,0.0,0.024390243902439025,69.02439024390245,60.0,51.28571331515145,12.0,240.0,high,dense
14A,BBCD005KMW,41.0,0.0,0.0,0.0,0.0975609756097561,542.6341463414634,396.0,332.90582422793096,192.0,1322.0,high,dense
14A,BBCD005KPS8,41.0,0.0,0.0,0.0,0.0975609756097561,70.97560975609755,52.0,46.81906011704958,18.0,186.0,high,dense
14A,BBCD005KSW,41.0,0.0,0.0,0.0,0.0975609756097561,1666.7073170731708,1272.0,896.2299438175015,575.0,4158.0,high,dense
14A,BBCD025KP040,41.0,0.0,0.0,0.0,0.024390243902439025,14.560975609756097,14.0,6.629663567964082,3.0,33.0,medium,dense
14A,BBCD025KP050,41.0,2.0,0.04878048780487805,0.04878048780487805,0.0,6.512195121951219,5.0,4.884270422588783,0.0,17.0,medium,dense
14A,BBCD025KP246,41.0,22.0,0.5365853658536586,0.5121951219512195,0.0,0.8292682926829268,0.0,1.0464807457471506,0.0,3.0,low,sparse
14A,BBCD025KP601,41.0,1.0,0.024390243902439025,0.024390243902439025,0.024390243902439025,7.7073170731707314,5.0,6.100179925375253,0.0,21.0,medium,dense
14A,BBCD025KP602,41.0,2.0,0.04878048780487805,0.04878048780487805,0.0,4.463414634146342,3.0,3.317360102367617,0.0,12.0,low,dense
14A,BBCD025KP610,41.0,10.0,0.24390243902439024,0.24390243902439024,0.04878048780487805,2.073170731707317,2.0,2.114122086144022,0.0,9.0,low,semi_sparse
14A,BBCD025KP670,41.0,11.0,0.2682926829268293,0.2682926829268293,0.07317073170731707,2.1951219512195124,1.0,3.709578899249361,0.0,23.0,low,semi_sparse
14A,BBCD025KP730,40.0,23.0,0.575,0.575,0.1,1.575,0.0,4.193324976551944,0.0,25.0,low,sparse
14A,BBCD025KP731,39.0,22.0,0.5641025641025641,0.5384615384615384,0.0,0.8974358974358975,0.0,1.3725671643976938,0.0,4.0,low,sparse
14A,BBCD025KP745,40.0,5.0,0.125,0.1,0.1,2.925,2.0,3.0750234520681676,0.0,12.0,low,dense
14A,BBCD025KP750,40.0,8.0,0.2,0.2,0.025,2.9,2.0,2.7343962911259,0.0,10.0,low,dense
14A,BBCD025KP751,39.0,9.0,0.23076923076923078,0.23076923076923078,0.02564102564102564,2.3076923076923075,2.0,2.1782881515665142,0.0,10.0,low,semi_sparse
14A,BBCD025KP752,41.0,0.0,0.0,0.0,0.024390243902439025,8.439024390243903,8.0,5.320003667704586,1.0,25.0,medium,dense
14A,BBCD025KP755,41.0,2.0,0.04878048780487805,0.04878048780487805,0.024390243902439025,4.878048780487805,4.0,3.5650744869582986,0.0,13.0,low,dense
14A,BBCD025KP765,40.0,10.0,0.25,0.225,0.05,2.65,2.0,3.5773504018247775,0.0,21.0,low,semi_sparse
14A,BBCD025KP770,41.0,0.0,0.0,0.0,0.04878048780487805,11.78048780487805,9.0,8.58927294688541,1.0,36.0,medium,dense
14A,BBCD025KP771,41.0,0.0,0.0,0.0,0.07317073170731707,7.024390243902439,6.0,4.972362642034714,1.0,22.0,medium,dense
14A,BBCD025KP816,41.0,5.0,0.12195121951219512,0.12195121951219512,0.024390243902439025,4.780487804878049,4.0,3.4821846240682817,0.0,16.0,low,dense
14A,BBCD025KP818,41.0,15.0,0.36585365853658536,0.36585365853658536,0.0,1.2195121951219512,1.0,1.3511512706198225,0.0,5.0,low,semi_sparse
14A,BBCD025KP831,41.0,0.0,0.0,0.0,0.0,20.073170731707318,18.0,8.778924318794527,8.0,40.0,medium,dense
14A,BBCD025KP892,40.0,0.0,0.0,0.0,0.0,7.35,7.0,3.690250495284665,1.0,14.0,medium,dense
