cabang,sku,n_train,n_zero,zero_ratio,imputed_ratio,spike_ratio,qty_mean,qty_median,qty_std,qty_min,qty_max,scale_bucket,zero_bucket
14A,BBCD025KP893,41.0,6.0,0.14634146341463414,0.14634146341463414,0.024390243902439025,3.6097560975609757,3.0,3.145457429218267,0.0,12.0,low,dense
14A,BBCD025KP900,40.0,5.0,0.125,0.1,0.025,5.775,4.5,5.423063284216346,0.0,21.0,low,dense
14A,BBCD025KPAT1,41.0,1.0,0.024390243902439025,0.024390243902439025,0.0,8.658536585365853,8.0,5.387994785156909,0.0,21.0,medium,dense
14A,BBCD025KPAT4,40.0,8.0,0.2,0.2,0.025,2.5,2.0,2.438999374480844,0.0,10.0,low,dense
14A,BBCD025KPBA,41.0,0.0,0.0,0.0,0.0,87.02439024390245,79.0,42.53850479558376,27.0,190.0,high,dense
14A,BBCD025KPBB,41.0,0.0,0.0,0.0,0.024390243902439025,31.48780487804878,26.0,17.77515393916395,7.0,88.0,medium,dense
14A,BBCD025KPBC,41.0,3.0,0.07317073170731707,0.07317073170731707,0.04878048780487805,7.463414634146342,6.0,6.599611961985377,0.0,28.0,medium,dense
14A,BBCD025KPMW,41.0,0.0,0.0,0.0,0.07317073170731707,61.26829268292683,48.0,33.51270236063029,14.0,146.0,medium,dense
14A,BBCD025KPPS8,41.0,0.0,0.0,0.0,0.024390243902439025,5.829268292682927,4.0,4.265574047091377,1.0,20.0,low,dense
14A,BBCD025KPSW,41.0,0.0,0.0,0.0,0.024390243902439025,205.4878048780488,177.0,87.43057873284938,66.0,455.0,high,dense
14A,BCDE005KBA,41.0,8.0,0.1951219512195122,0.1951219512195122,0.0,14.731707317073171,16.0,11.905932114378743,0.0,44.0,medium,dense
14A,BCDE005KBB,41.0,7.0,0.17073170731707318,0.17073170731707318,0.0,12.585365853658537,8.0,11.430169748862214,0.0,40.0,medium,dense
14A,BCDE005KBC,41.0,6.0,0.14634146341463414,0.14634146341463414,0.07317073170731707,11.170731707317072,8.0,9.643397842628888,0.0,36.0,medium,dense
14A,BCDE005KSW,41.0,24.0,0.5853658536585366,0.5853658536585366,0.024390243902439025,2.1219512195121952,0.0,3.756295528517555,0.0,20.0,low,sparse
14A,BCDE025KPBA,41.0,9.0,0.21951219512195122,0.21951219512195122,0.024390243902439025,3.5121951219512195,3.0,3.1473953614021246,0.0,14.0,low,semi_sparse
14A,BCDE025KPBB,41.0,14.0,0.34146341463414637,0.34146341463414637,0.04878048780487805,1.7317073170731707,1.0,2.0127641471854374,0.0,8.0,low,semi_sparse
14A,BCDE025KPBC,39.0,16.0,0.41025641025641024,0.41025641025641024,0.02564102564102564,1.8205128205128205,1.0,2.1869444542292205,0.0,8.0,low,semi_sparse
14A,BCDE025KPSW,41.0,21.0,0.5121951219512195,0.5121951219512195,0.0,0.8780487804878049,0.0,1.1223885679928212,0.0,4.0,low,sparse
14A,BGHI001K001,41.0,1.0,0.024390243902439025,0.024390243902439025,0.024390243902439025,111.8048780487805,100.0,69.33080827171825,0.0,288.0,high,dense
14A,BGHI001K002,41.0,4.0,0.0975609756097561,0.07317073170731707,0.04878048780487805,58.68292682926829,54.0,45.27164621724631,0.0,170.0,high,dense
14A,BGHI001K003,39.0,9.0,0.23076923076923078,0.20512820512820512,0.02564102564102564,36.56410256410256,36.0,34.81363531403575,0.0,168.0,medium,semi_sparse
14A,BGHI001K007,40.0,22.0,0.55,0.525,0.1,5.85,0.0,10.489433022246967,0.0,48.0,low,sparse
14A,BGHI001K010,41.0,15.0,0.36585365853658536,0.36585365853658536,0.0975609756097561,11.414634146341463,4.0,19.412593347819474,0.0,96.0,low,semi_sparse
14A,BGHI001K020,41.0,13.0,0.3170731707317073,0.3170731707317073,0.0,29.658536585365855,24.0,29.73180935975606,0.0,108.0,medium,semi_sparse
14A,BKLM001KHAR,41.0,6.0,0.14634146341463414,0.14634146341463414,0.07317073170731707,22.634146341463413,14.0,25.59077577718286,0.0,108.0,medium,dense
14A,BKLM001KPOX,41.0,6.0,0.14634146341463414,0.14634146341463414,0.07317073170731707,22.634146341463413,14.0,25.59077577718286,0.0,108.0,medium,dense
14A,BKLM200CHAR,41.0,0.0,0.0,0.0,0.07317073170731707,69.85365853658537,59.0,43.90134449855138,10.0,201.0,high,dense
14A,BKLM200CPOX,41.0,0.0,0.0,0.0,0.07317073170731707,69.85365853658537,59.0,43.90134449855138,10.0,201.0,high,dense
14A,BNOP003KHAR,41.0,0.0,0.0,0.0,0.0,25.585365853658537,24.0,16.754067580375963,6.0,64.0,medium,dense
14A,BNOP003KPOX,41.0,0.0,0.0,0.0,0.0,25.585365853658537,24.0,16.754067580375963,6.0,64.0,medium,dense
14A,BNOP400CHAR,41.0,0.0,0.0,0.0,0.0,174.7560975609756,174.0,64.3664433100839,75.0,312.0,high,dense
14A,BNOP400CPOX,41.0,0.0,0.0,0.0,0.0,174.7560975609756,174.0,64.3664433100839,75.0,312.0,high,dense
14A,BOPQ005KSW,41.0,25.0,0.6097560975609756,0.5853658536585366,0.07317073170731707,3.317073170731707,0.0,5.609986739691298,0.0,20.0,low,sparse
14A,BPQR005KS001,40.0,23.0,0.575,0.575,0.05,1.475,0.0,2.3641282884189185,0.0,12.0,low,sparse
14A,BQRS005K,41.0,1.0,0.024390243902439025,0.024390243902439025,0.0,41.46341463414634,42.0,19.455201824930537,0.0,88.0,medium,dense
14A,BQRS025KP,41.0,15.0,0.36585365853658536,0.36585365853658536,0.07317073170731707,1.6585365853658536,1.0,1.9951159878257827,0.0,8.0,low,semi_sparse
14A,BSTU001K01,41.0,23.0,0.5609756097560976,0.5609756097560976,0.07317073170731707,3.8048780487804876,0.0,5.2878138781311215,0.0,18.0,low,sparse
14A,BSTU001K03,39.0,19.0,0.48717948717948717,0.48717948717948717,0.05128205128205128,3.6923076923076925,2.0,4.780188534895856,0.0,16.0,low,semi_sparse
14A,BTUV004K63,41.0,22.0,0.5365853658536586,0.5365853658536586,0.024390243902439025,6.634146341463414,0.0,10.113743366234322,0.0,48.0,low,sparse
14A,BTUV004KBB,38.0,25.0,0.6578947368421053,0.6578947368421053,0.05263157894736842,2.3157894736842106,0.0,4.6155159189113455,0.0,24.0,low,sparse
14A,BTUV004KBC,40.0,12.0,0.3,0.3,0.1,7.55,4.0,8.799621203968574,0.0,32.0,low,semi_sparse
14A,BUVW001K110,41.0,0.0,0.0,0.0,0.04878048780487805,119.63414634146342,114.0,51.341871848210296,50.0,280.0,high,dense
14A,BUVW001K160,41.0,0.0,0.0,0.0,0.024390243902439025,135.9268292682927,126.0,64.73499449443958,38.0,326.0,high,dense
14A,BUVW001K178,41.0,0.0,0.0,0.0,0.12195121951219512,88.95121951219512,70.0,53.431709321110155,16.0,236.0,high,dense
14A,BUVW001K179,41.0,0.0,0.0,0.0,0.024390243902439025,44.292682926829265,42.0,22.842114506366332,12.0,148.0,medium,dense
14A,BUVW001K189,41.0,0.0,0.0,0.0,0.0,64.60975609756098,62.0,39.205789144449376,14.0,146.0,high,dense
14A,BUVW001K190,41.0,0.0,0.0,0.0,0.024390243902439025,298.0731707317073,296.0,142.51901456365437,108.0,676.0,high,dense
14A,BUVW001K191,41.0,0.0,0.0,0.0,0.024390243902439025,47.19512195121951,41.0,28.748234304209994,12.0,154.0,medium,dense
14A,BUVW001K192,41.0,0.0,0.0,0.0,0.024390243902439025,650.0731707317074,544.0,358.5816078833313,198.0,1785.0,high,dense
14A,BUVW001K193,41.0,24.0,0.5853658536585366,0.5853658536585366,0.12195121951219512,26.365853658536587,0.0,50.093291016642624,0.0,217.0,low,sparse
14A,BUVW001K194,41.0,0.0,0.0,0.0,0.024390243902439025,364.9024390243902,326.0,187.33510147300862,168.0,826.0,high,dense
14A,BUVW001K197,41.0,0.0,0.0,0.0,0.0,111.97560975609755,100.0,64.71687871215593,18.0,282.0,high,dense
14A,BUVW001K198,41.0,0.0,0.0,0.0,0.024390243902439025,112.92682926829268,104.0,50.68894861994202,34.0,242.0,high,dense
14A,BUVW001K199,41.0,0.0,0.0,0.0,0.024390243902439025,58.51219512195122,56.0,31.833254586375165,8.0,156.0,high,dense
14A,BUVW001K301,41.0,0.0,0.0,0.0,0.0,500.7317073170732,464.0,215.10439609527324,194.0,993.0,high,dense
14A,BUVW001K303,41.0,0.0,0.0,0.0,0.0,196.21951219512195,188.0,85.52412296981534,58.0,366.0,high,dense
14A,BUVW001K305,41.0,0.0,0.0,0.0,0.024390243902439025,39.51219512195122,38.0,19.839508500993052,6.0,101.0,medium,dense
14A,BUVW001K306,41.0,0.0,0.0,0.0,0.0,485.4390243902439,458.0,183.3138086425144,223.0,902.0,high,dense
14A,BUVW001K309,41.0,0.0,0.0,0.0,0.024390243902439025,363.219512195122,312.0,152.98766489412176,156.0,770.0,high,dense
14A,BUVW001K310,41.0,0.0,0.0,0.0,0.0,42.80487804878049,38.0,25.734431713363247,4.0,98.0,medium,dense
14A,BUVW001K328,41.0,0.0,0.0,0.0,0.0,452.3414634146341,374.0,166.6639747750091,220.0,784.0,high,dense
14A,BUVW001K329,41.0,0.0,0.0,0.0,0.04878048780487805,246.46341463414635,218.0,118.07669066352081,100.0,566.0,high,dense
14A,BUVW001K330,41.0,0.0,0.0,0.0,0.0,345.2926829268293,312.0,142.46424883149442,158.0,686.0,high,dense
14A,BUVW001K331,41.0,0.0,0.0,0.0,0.0,406.0731707317073,375.0,157.55909847481078,160.0,723.0,high,dense
14A,BUVW001K333,41.0,0.0,0.0,0.0,0.0,427.390243902439,398.0,163.37577513952007,236.0,826.0,high,dense
14A,BUVW001K334,41.0,0.0,0.0,0.0,0.0,67.1951219512195,64.0,36.49193028067652,18.0,162.0,high,dense
14A,BUVW001K370,41.0,0.0,0.0,0.0,0.12195121951219512,196.41463414634146,167.0,85.96801021593906,57.0,400.0,high,dense
14A,BUVW001K461,41.0,0.0,0.0,0.0,0.07317073170731707,205.7560975609756,172.0,98.11416322015005,62.0,506.0,high,dense
14A,BUVW001K462,41.0,0.0,0.0,0.0,0.0975609756097561,324.8292682926829,310.0,158.74569323906465,96.0,736.0,high,dense
14A,BUVW001K465,41.0,0.0,0.0,0.0,0.024390243902439025,204.0487804878049,190.0,96.90096780205867,74.0,511.0,high,dense
14A,BUVW001K466,41.0,0.0,0.0,0.0,0.0975609756097561,111.90243902439025,92.0,66.78353273002588,20.0,282.0,high,dense
14A,BUVW001K470,41.0,0.0,0.0,0.0,0.04878048780487805,128.46341463414635,116.0,70.21684184046433,18.0,342.0,high,dense
14A,BUVW001K480,41.0,0.0,0.0,0.0,0.0,289.7560975609756,274.0,103.8279298858946,139.0,508.0,high,dense
14A,BUVW001K630,41.0,0.0,0.0,0.0,0.024390243902439025,187.6829268292683,168.0,97.90899831588267,42.0,569.0,high,dense
14A,BUVW001K631,41.0,0.0,0.0,0.0,0.0,223.58536585365854,202.0,94.77841938167045,78.0,432.0,high,dense
14A,BUVW001K642,41.0,0.0,0.0,0.0,0.024390243902439025,526.8048780487804,480.0,373.26258984207055,28.0,1932.0,high,dense
14A,BUVW001K645,41.0,0.0,0.0,0.0,0.0,68.82926829268293,58.0,37.02154942666797,16.0,148.0,high,dense
14A,BUVW001K648,41.0,0.0,0.0,0.0,0.04878048780487805,45.73170731707317,40.0,22.806823968106457,12.0,100.0,medium,dense
14A,BUVW001K650,41.0,0.0,0.0,0.0,0.024390243902439025,299.8048780487805,296.0,143.75573371385838,84.0,682.0,high,dense
14A,BUVW001K651,41.0,2.0,0.04878048780487805,0.04878048780487805,0.04878048780487805,44.34146341463415,36.0,31.742408349160876,0.0,136.0,medium,dense
14A,BUVW001K652,41.0,0.0,0.0,0.0,0.0975609756097561,93.92682926829268,82.0,53.14950152348676,22.0,251.0,high,dense
14A,BUVW001K657,41.0,0.0,0.0,0.0,0.07317073170731707,195.65853658536585,178.0,84.65122850735763,54.0,418.0,high,dense
14A,BUVW001K660,41.0,0.0,0.0,0.0,0.04878048780487805,218.8048780487805,188.0,105.38790716021339,56.0,580.0,high,dense
14A,BUVW001K662,41.0,1.0,0.024390243902439025,0.0,0.07317073170731707,55.609756097560975,38.0,74.7371654696579,0.0,474.0,medium,dense
14A,BUVW001K670,41.0,0.0,0.0,0.0,0.024390243902439025,127.07317073170732,120.0,74.0545036590964,38.0,378.0,high,dense
14A,BUVW001K671,41.0,0.0,0.0,0.0,0.04878048780487805,125.46341463414635,100.0,67.09549074303564,38.0,338.0,high,dense
14A,BUVW001K731,41.0,0.0,0.0,0.0,0.0,320.5121951219512,296.0,119.680224337862,142.0,556.0,high,dense
14A,BUVW001K732,41.0,0.0,0.0,0.0,0.07317073170731707,652.7073170731708,530.0,409.1063580477844,88.0,1674.0,high,dense
14A,BUVW001K733,41.0,0.0,0.0,0.0,0.0,548.0243902439024,490.0,277.86970757936876,172.0,1268.0,high,dense
14A,BUVW001K750,41.0,0.0,0.0,0.0,0.07317073170731707,257.1707317073171,224.0,115.34576334634585,106.0,642.0,high,dense
14A,BUVW001K752,41.0,0.0,0.0,0.0,0.0,228.78048780487805,224.0,101.63550368722584,76.0,422.0,high,dense
14A,BUVW001K753,41.0,0.0,0.0,0.0,0.0,174.5121951219512,162.0,72.61787725870934,48.0,374.0,high,dense
14A,BUVW001K754,41.0,0.0,0.0,0.0,0.024390243902439025,64.04878048780488,54.0,47.88003300934127,8.0,282.0,high,dense
14A,BUVW001K755,41.0,0.0,0.0,0.0,0.0,127.51219512195122,120.0,53.03683717531595,30.0,256.0,high,dense
14A,BUVW001K911,41.0,0.0,0.0,0.0,0.024390243902439025,315.9024390243902,284.0,128.58242587501,136.0,648.0,high,dense
14A,BUVW001K915,41.0,0.0,0.0,0.0,0.04878048780487805,90.53658536585365,82.0,48.43196132770983,36.0,276.0,high,dense
14A,BUVW001K924,41.0,0.0,0.0,0.0,0.04878048780487805,96.04878048780488,86.0,46.49782318534503,34.0,231.0,high,dense
14A,BUVW001KALU,41.0,0.0,0.0,0.0,0.024390243902439025,137.8780487804878,122.0,57.76296180163861,48.0,282.0,high,dense
14A,BUVW001KBA,41.0,0.0,0.0,0.0,0.04878048780487805,89.26829268292683,72.0,65.19049945745311,2.0,270.0,high,dense
14A,BUVW001KBB,41.0,1.0,0.024390243902439025,0.024390243902439025,0.0,95.85365853658537,84.0,78.95491149244921,0.0,268.0,high,dense
14A,BUVW001KBC,41.0,3.0,0.07317073170731707,0.07317073170731707,0.07317073170731707,58.26829268292683,38.0,71.17198338891642,0.0,387.0,medium,dense
14A,BUVW001KBY,40.0,13.0,0.325,0.325,0.025,9.45,9.0,10.106991740932711,0.0,48.0,medium,semi_sparse
14A,BUVW001KPWM,41.0,5.0,0.12195121951219512,0.12195121951219512,0.0975609756097561,38.63414634146341,24.0,51.31751947315896,0.0,284.0,medium,dense
14A,BUVW001KSB,41.0,0.0,0.0,0.0,0.0,1846.8292682926829,1612.0,757.4167248760428,758.0,3400.0,high,dense
14A,BUVW001KSBM,41.0,0.0,0.0,0.0,0.04878048780487805,859.5121951219512,730.0,371.7039226286978,424.0,2176.0,high,dense
14A,BUVW001KSW,41.0,0.0,0.0,0.0,0.0,4218.048780487805,3763.0,1598.9555802338525,2204.0,7536.0,high,dense
14A,BUVW001KSWM,41.0,0.0,0.0,0.0,0.0,138.0,138.0,56.17517245189373,28.0,278.0,high,dense
14A,BUVW002KBA,41.0,1.0,0.024390243902439025,0.024390243902439025,0.0,136.78048780487805,134.0,90.53383682224064,0.0,352.0,high,dense
14A,BUVW002KBB,41.0,2.0,0.04878048780487805,0.04878048780487805,0.0,135.1219512195122,96.0,113.67061958174399,0.0,354.0,high,dense
14A,BUVW002KBC,41.0,7.0,0.17073170731707318,0.17073170731707318,0.0,16.926829268292682,12.0,14.436741744421488,0.0,48.0,medium,dense
14A,BUVW025C190,41.0,9.0,0.21951219512195122,0.21951219512195122,0.04878048780487805,34.53658536585366,24.0,31.77113277881008,0.0,144.0,medium,semi_sparse
14A,BUVW025C192,41.0,0.0,0.0,0.0,0.024390243902439025,260.4878048780488,216.0,172.0283584109346,72.0,960.0,high,dense
14A,BUVW025C301,40.0,11.0,0.275,0.275,0.0,36.0,24.0,30.74460553057673,0.0,96.0,medium,semi_sparse
14A,BUVW025C465,41.0,0.0,0.0,0.0,0.0,160.390243902439,144.0,88.74144410837037,24.0,336.0,high,dense
14A,BUVW025C650,41.0,2.0,0.04878048780487805,0.04878048780487805,0.0,108.8780487804878,96.0,72.81490064607354,0.0,288.0,high,dense
14A,BUVW025C657,41.0,14.0,0.34146341463414637,0.34146341463414637,0.024390243902439025,38.63414634146341,24.0,47.662226184663766,0.0,240.0,medium,semi_sparse
14A,BUVW025C732,41.0,4.0,0.0975609756097561,0.0975609756097561,0.024390243902439025,63.21951219512195,48.0,42.51324040526783,0.0,168.0,medium,dense
14A,BUVW025C733,41.0,2.0,0.04878048780487805,0.04878048780487805,0.024390243902439025,138.73170731707316,120.0,94.71827289130748,0.0,408.0,high,dense
14A,BUVW025CSB,41.0,0.0,0.0,0.0,0.0,423.219512195122,384.0,180.38008651111159,168.0,888.0,high,dense
14A,BUVW025CSW,41.0,0.0,0.0,0.0,0.024390243902439025,313.7560975609756,264.0,217.88446255846296,48.0,1224.0,high,dense
14A,BUVW050C190,41.0,0.0,0.0,0.0,0.0,76.09756097560975,84.0,39.85461383456674,12.0,156.0,high,dense
14A,BUVW050C192,41.0,0.0,0.0,0.0,0.07317073170731707,516.8780487804878,444.0,320.0356382593938,192.0,1656.0,high,dense
14A,BUVW050C301,41.0,0.0,0.0,0.0,0.024390243902439025,106.53658536585365,96.0,66.39130122274138,24.0,324.0,high,dense
14A,BUVW050C465,41.0,0.0,0.0,0.0,0.04878048780487805,257.5609756097561,204.0,154.5881704368882,84.0,768.0,high,dense
14A,BUVW050C650,41.0,0.0,0.0,0.0,0.0,232.390243902439,204.0,110.8866263461876,72.0,468.0,high,dense
14A,BUVW050C657,41.0,0.0,0.0,0.0,0.024390243902439025,61.46341463414634,60.0,43.03260250146138,12.0,228.0,high,dense
14A,BUVW050C732,41.0,0.0,0.0,0.0,0.0,109.46341463414635,96.0,58.67712397560722,12.0,264.0,high,dense
14A,BUVW050C733,41.0,0.0,0.0,0.0,0.07317073170731707,287.4146341463415,240.0,190.70094069114552,96.0,1140.0,high,dense
14A,BUVW050CSB,41.0,0.0,0.0,0.0,0.0,960.2926829268292,972.0,292.86500677807504,396.0,1644.0,high,dense
14A,BUVW050CSW,41.0,0.0,0.0,0.0,0.024390243902439025,722.3414634146342,660.0,315.58197110704043,180.0,1620.0,high,dense
14A,BUVW100C190,41.0,0.0,0.0,0.0,0.024390243902439025,210.14634146341464,168.0,132.73762860914945,60.0,708.0,high,dense
14A,BUVW100C192,41.0,0.0,0.0,0.0,0.07317073170731707,1152.2926829268292,960.0,662.4580833495218,444.0,3876.0,high,dense
14A,BUVW100C194,41.0,0.0,0.0,0.0,0.04878048780487805,89.5609756097561,84.0,44.58589955383192,12.0,216.0,high,dense
14A,BUVW100C197,41.0,0.0,0.0,0.0,0.07317073170731707,74.92682926829268,60.0,49.02264285200383,12.0,228.0,high,dense
14A,BUVW100C198,41.0,0.0,0.0,0.0,0.04878048780487805,105.07317073170732,96.0,55.62750679470654,36.0,324.0,high,dense
14A,BUVW100C301,41.0,0.0,0.0,0.0,0.0,345.3658536585366,336.0,136.9134317913259,108.0,624.0,high,dense
14A,BUVW100C306,41.0,0.0,0.0,0.0,0.0,114.4390243902439,108.0,58.854927058185964,24.0,252.0,high,dense
14A,BUVW100C309,41.0,0.0,0.0,0.0,0.04878048780487805,203.70731707317074,204.0,92.11466872937204,72.0,492.0,high,dense
14A,BUVW100C328,41.0,0.0,0.0,0.0,0.0,98.63414634146342,96.0,45.57727289865036,12.0,204.0,high,dense
14A,BUVW100C465,41.0,0.0,0.0,0.0,0.04878048780487805,383.4146341463415,324.0,185.70850486848417,156.0,852.0,high,dense
14A,BUVW100C466,41.0,0.0,0.0,0.0,0.04878048780487805,86.92682926829268,72.0,58.65167953430764,12.0,300.0,high,dense
14A,BUVW100C470,41.0,0.0,0.0,0.0,0.0975609756097561,82.2439024390244,60.0,61.16239877890863,12.0,276.0,high,dense
14A,BUVW100C480,41.0,0.0,0.0,0.0,0.024390243902439025,284.4878048780488,252.0,103.13174146479334,84.0,516.0,high,dense
14A,BUVW100C630,41.0,2.0,0.04878048780487805,0.04878048780487805,0.04878048780487805,62.34146341463415,48.0,45.94758413458621,0.0,204.0,medium,dense
14A,BUVW100C645,41.0,0.0,0.0,0.0,0.0975609756097561,67.02439024390245,60.0,45.77143640136174,12.0,180.0,high,dense
14A,BUVW100C650,41.0,0.0,0.0,0.0,0.0,591.8048780487804,576.0,212.68183038428495,240.0,1068.0,high,dense
14A,BUVW100C652,41.0,1.0,0.024390243902439025,0.024390243902439025,0.0,80.1951219512195,84.0,40.55565281942526,0.0,168.0,high,dense
14A,BUVW100C657,41.0,0.0,0.0,0.0,0.024390243902439025,140.4878048780488,132.0,64.01996639768701,48.0,408.0,high,dense
14A,BUVW100C660,41.0,0.0,0.0,0.0,0.04878048780487805,95.41463414634147,84.0,47.92127690794356,12.0,228.0,high,dense
14A,BUVW100C732,41.0,0.0,0.0,0.0,0.0,389.8536585365854,348.0,140.1516252092015,180.0,648.0,high,dense
14A,BUVW100C733,41.0,0.0,0.0,0.0,0.024390243902439025,648.5853658536586,612.0,183.95556197214535,324.0,1140.0,high,dense
14A,BUVW100C750,41.0,0.0,0.0,0.0,0.024390243902439025,189.9512195121951,180.0,96.40797457148247,60.0,468.0,high,dense
14A,BUVW100C911,41.0,0.0,0.0,0.0,0.0,146.0487804878049,168.0,69.55355893824276,12.0,300.0,high,dense
14A,BUVW100CALU,41.0,0.0,0.0,0.0,0.0,268.6829268292683,276.0,113.04477852258154,60.0,564.0,high,dense
14A,BUVW100CSB,41.0,0.0,0.0,0.0,0.0,2496.5853658536585,2412.0,658.3394631802713,1332.0,4008.0,high,dense
14A,BUVW100CSW,41.0,0.0,0.0,0.0,0.024390243902439025,1949.8536585365853,1836.0,733.4008985873828,840.0,4308.0,high,dense
14A,BUVW200C190,41.0,0.0,0.0,0.0,0.0,156.8780487804878,144.0,63.74644896853126,24.0,288.0,high,dense
14A,BUVW200C192,41.0,0.0,0.0,0.0,0.07317073170731707,517.4634146341464,420.0,351.26600302057244,180.0,2052.0,high,dense
14A,BUVW200C194,41.0,0.0,0.0,0.0,0.0,86.63414634146342,72.0,48.18804628616986,12.0,192.0,high,dense
14A,BUVW200C197,41.0,0.0,0.0,0.0,0.04878048780487805,50.048780487804876,48.0,35.18092609604826,12.0,180.0,medium,dense
14A,BUVW200C198,41.0,0.0,0.0,0.0,0.0,67.90243902439025,60.0,41.708395364751674,12.0,180.0,high,dense
14A,BUVW200C301,41.0,0.0,0.0,0.0,0.024390243902439025,288.2926829268293,240.0,113.57249752964822,120.0,576.0,high,dense
14A,BUVW200C306,41.0,0.0,0.0,0.0,0.0,148.09756097560975,132.0,64.76720037103996,48.0,276.0,high,dense
14A,BUVW200C309,41.0,0.0,0.0,0.0,0.024390243902439025,187.02439024390245,180.0,71.2953321771061,48.0,396.0,high,dense
14A,BUVW200C328,41.0,0.0,0.0,0.0,0.024390243902439025,115.02439024390245,96.0,43.67864913483363,48.0,216.0,high,dense
14A,BUVW200C465,41.0,0.0,0.0,0.0,0.04878048780487805,215.41463414634146,192.0,94.79055216891506,60.0,516.0,high,dense
14A,BUVW200C466,41.0,1.0,0.024390243902439025,0.024390243902439025,0.0,50.926829268292686,48.0,28.872469797284783,0.0,132.0,medium,dense
14A,BUVW200C470,41.0,1.0,0.024390243902439025,0.024390243902439025,0.024390243902439025,63.21951219512195,60.0,41.223483716882754,0.0,156.0,high,dense
14A,BUVW200C480,41.0,0.0,0.0,0.0,0.024390243902439025,163.609756097561,156.0,67.55030645703263,48.0,372.0,high,dense
14A,BUVW200C645,41.0,2.0,0.04878048780487805,0.04878048780487805,0.0,45.65853658536585,48.0,26.045738380872944,0.0,108.0,medium,dense
14A,BUVW200C650,41.0,0.0,0.0,0.0,0.0,324.2926829268293,312.0,137.6209002845206,96.0,624.0,high,dense
14A,BUVW200C652,41.0,1.0,0.024390243902439025,0.024390243902439025,0.0,57.65853658536585,48.0,41.06556328366723,0.0,168.0,medium,dense
14A,BUVW200C657,41.0,0.0,0.0,0.0,0.04878048780487805,90.73170731707317,84.0,46.40206050933725,24.0,252.0,high,dense
14A,BUVW200C660,41.0,0.0,0.0,0.0,0.0975609756097561,58.53658536585366,48.0,37.58463619683953,12.0,168.0,medium,dense
14A,BUVW200C732,41.0,0.0,0.0,0.0,0.0,233.85365853658536,216.0,88.51258695112513,96.0,468.0,high,dense
14A,BUVW200C733,41.0,0.0,0.0,0.0,0.024390243902439025,373.7560975609756,336.0,145.1593573435424,144.0,768.0,high,dense
14A,BUVW200C750,41.0,0.0,0.0,0.0,0.024390243902439025,112.6829268292683,108.0,59.328930137155794,12.0,288.0,high,dense
14A,BUVW200C911,41.0,0.0,0.0,0.0,0.04878048780487805,114.14634146341463,96.0,63.10687798315242,36.0,276.0,high,dense
14A,BUVW200CALU,41.0,0.0,0.0,0.0,0.024390243902439025,129.0731707317073,120.0,61.3516056203513,36.0,300.0,high,dense
