cabang,sku,dataset_label,n_train,zero_ratio,zero_bucket,qty_median,scale_bucket,qty_mean,qty_std,qty_max,spike_ratio,adf_level_p,adf_diff1_p,acf_lag1,acf_lag2,acf_lag3,acf_lag6,acf_lag12,seasonal_flag,sarimax_d_sug,sarimax_D_sug,sarimax_family,lgbm_size_bucket,lgbm_max_depth_sug,lgbm_num_leaves_sug,lgbm_min_data_in_leaf_sug,tft_use,tft_encoder_length_sug,tft_hidden_size_sug
02A,ARST005KBA,full,41,0.0975609756097561,dense,16.0,medium,25.658536585365855,25.564242367120485,125.0,0.04878048780487805,0.25374029839717815,0.22010110942366728,-0.0947049146640712,0.05389342970581012,0.22554199846666365,0.0018542037835496948,0.013859649881358705,0,0,0,MA_or_low_AR,small,5,16,10,1,24,16
02A,ARST025KPBA,full,40,0.025,dense,10.5,medium,12.325,8.428850029542156,35.0,0.0,7.276578256661874e-06,0.2924061645621869,-0.2187134014851441,-0.07112134691557416,0.2802223655836364,0.24646218115870105,0.278173976594996,0,0,0,mixed,small,5,16,10,1,24,16
02A,ARST025KPBB,full,40,0.25,semi_sparse,2.0,low,2.625,2.6281269531838225,10.0,0.025,8.27308850140385e-07,3.150077143593522e-12,-0.035788863109048726,-0.040023201856148494,0.18590487238979117,0.043271461716937354,-0.039675174013921115,0,0,0,MA_or_low_AR,small,5,16,10,1,24,8
02A,ARST025KPBC,full,39,0.48717948717948717,semi_sparse,1.0,low,1.358974358974359,2.032462590931445,8.0,0.05128205128205128,5.592838205805541e-07,2.2352045586508694e-07,-0.07367292404861824,0.11204650734216236,-0.0011559822079259985,-0.1847686779081748,0.04274621164526426,0,0,0,MA_or_low_AR,small,5,16,10,1,24,8
02A,ATUV005K660,full,41,0.21951219512195122,semi_sparse,4.0,low,6.975609756097561,6.501875901914957,24.0,0.07317073170731707,0.040500401141900094,2.5271945444209687e-25,0.0045142883276517816,0.3163125806939593,-0.08903898991391472,-0.0878717199114873,0.05388298452434978,0,0,0,MA_or_low_AR,small,5,16,10,1,24,8
02A,ATUV005K661,full,41,0.21951219512195122,semi_sparse,8.0,medium,9.414634146341463,7.648449547967541,36.0,0.024390243902439025,0.0018711424213364149,3.209940391506436e-19,0.022910121323273323,0.05303323437036828,-0.09118541497074582,-0.25927466366743973,0.03132663422362719,0,0,0,MA_or_low_AR,small,5,16,10,1,24,16
02A,ATUV005K663,full,41,0.1951219512195122,dense,8.0,medium,10.658536585365853,9.28334464537852,36.0,0.024390243902439025,2.6212541279174147e-05,0.00021846797730926918,0.21402345837009049,0.03599535167537104,0.08531201206051792,0.07834038796322751,0.1709022057107988,0,0,0,mixed,small,5,16,10,1,24,16
02A,ATUV005K681,full,41,0.21951219512195122,semi_sparse,8.0,medium,9.560975609756097,8.215986795534073,32.0,0.0,0.0014031165080100952,0.0003467298424583509,-0.19327126787671992,0.11591446670356287,-0.12573807014266128,0.15093027682697702,0.16376256261478647,0,0,0,MA_or_low_AR,small,5,16,10,1,24,16
02A,ATUV005K683,full,40,0.7,sparse,0.0,low,2.05,3.3964536557853156,11.0,0.025,0.0035432646120395397,8.326781863171914e-24,0.009552122693932031,0.27671704823294074,-0.09992776172482774,-0.16262502778395202,-0.09286508112913981,0,0,0,MA_or_low_AR,small,5,16,20,1,24,8
02A,ATUV005K685,full,41,0.34146341463414637,semi_sparse,4.0,low,5.365853658536586,5.228556672548245,19.0,0.0,1.6231957731543256e-06,0.00306587985145829,-0.12518374012753822,-0.1880933133281906,0.0716094166339353,0.08549478455484023,-0.08453079489977662,0,0,0,MA_or_low_AR,small,5,16,10,1,24,8
02A,ATUV005K686,full,41,0.07317073170731707,dense,13.0,medium,15.317073170731707,9.918263518354017,39.0,0.04878048780487805,8.322794449973933e-10,5.061424658449031e-14,-0.11642671512564004,0.04853254879787375,0.0968613038265757,0.003677358784373175,0.14996923439760645,0,0,0,MA_or_low_AR,small,5,16,10,1,24,16
02A,ATUV005K690,full,41,0.07317073170731707,dense,16.0,medium,15.902439024390244,10.319411024978075,40.0,0.04878048780487805,1.1690253296432438e-05,0.012478009685516517,0.18517446780935826,0.05562297881516182,0.11336678768404691,-0.14187914536665813,0.1961207775427197,0,0,0,MA_or_low_AR,small,5,16,10,1,24,16
02A,ATUV005K691,full,41,0.07317073170731707,dense,12.0,medium,12.75609756097561,8.80846322523083,39.0,0.04878048780487805,5.667587225921494e-08,0.0004850002294522339,-0.027619249519751036,-0.11935053399541427,-0.17902580099312138,0.15711586889692827,0.14100821799755653,0,0,0,MA_or_low_AR,small,5,16,10,1,24,16
02A,ATUV005K694,full,39,0.3333333333333333,semi_sparse,4.0,low,4.0,3.9202577788496993,12.0,0.0,2.1209567193568854e-11,2.788235010785264e-06,-0.20547945205479454,0.04109589041095891,0.0958904109589041,-0.16438356164383564,0.0,0,0,0,mixed,small,5,16,10,1,24,8
02A,ATUV005KSW,full,41,0.0,dense,104.0,high,130.02439024390245,98.6162988062516,674.0,0.024390243902439025,3.3023652936323043e-06,5.560429306048758e-07,0.128103413256854,0.12864048906136064,-0.02197421710104962,-0.04100134302823732,0.137099159631163,0,0,0,MA_or_low_AR,small,6,16,10,1,24,32
02A,ATUV020KP663,full,39,0.6410256410256411,sparse,0.0,low,0.9230769230769231,1.421352494977849,5.0,0.0,0.0030268591521174486,0.0001829224770232679,0.0349930630491753,-0.2015569600739942,-0.043317404038846936,-0.005472483428395237,-0.17527362417141978,0,0,0,MA_or_low_AR,small,5,16,20,1,24,8
02A,ATUV020KPSW,full,41,0.0,dense,32.0,medium,43.24390243902439,35.42723563009459,184.0,0.07317073170731707,0.8954243710312273,1.1426970419523543e-10,-0.20780978466418681,0.21413461194144204,0.04792813400994255,0.14285905569503793,0.041037673796007604,0,1,0,mixed,small,5,16,10,1,24,16
02A,AVWX004KRP,full,41,0.0,dense,140.0,high,144.4390243902439,81.43004629142973,404.0,0.024390243902439025,2.355359111674701e-06,0.01784110942833205,-0.28890850976183446,-0.04525590783935635,0.17127569154123468,-0.024219692041411237,0.2756917700067357,0,0,0,mixed,small,6,16,10,1,24,32
02A,AVWX021KPRP,full,41,0.0,dense,41.0,medium,46.73170731707317,25.68854257275401,110.0,0.0,0.6835568379463244,0.00029275970033581546,-0.3121013596080642,-0.11098381542601939,0.3935854648806115,0.1617955502236355,0.30823403481106154,1,1,1,mixed,small,5,16,10,1,24,16
02A,AXYZ001K,full,41,0.2926829268292683,semi_sparse,6.0,medium,16.70731707317073,49.13208926070568,316.0,0.07317073170731707,1.574682165320815e-08,2.2101676377402669e-10,-0.044182374033158195,0.0836106349821986,-0.0004805722666676134,0.036978201213890394,-0.02025819971655329,0,0,0,MA_or_low_AR,small,5,16,10,1,24,16
02A,AYZA100C,full,41,0.0,dense,396.0,high,452.1951219512195,202.23540979662724,1020.0,0.024390243902439025,1.8383973081293033e-10,3.0416124556941508e-12,-0.15574226045569195,0.37299967388633853,0.07396507086007921,0.027203471675761346,0.12911132037494064,0,0,0,MA_or_low_AR,small,6,16,10,1,24,32
02A,BBCD001K675,full,41,0.5365853658536586,sparse,0.0,low,2.6097560975609757,3.513389024720204,15.0,0.04878048780487805,1.3730073435046955e-07,0.004120415884856162,-0.015226432643698109,0.01237463915836551,-0.10169589544146773,-0.23638922222061576,0.07479120582551409,0,0,0,MA_or_low_AR,small,5,16,20,1,24,8
02A,BBCD001K680,full,41,0.024390243902439025,dense,18.0,medium,18.5609756097561,12.655134887641074,54.0,0.0,3.132477288840916e-11,5.823528848913182e-08,-0.21177194913011377,0.038119912895302525,-0.016142041945833515,-0.2189164844246958,0.24763057579176592,0,0,0,mixed,small,5,16,10,1,24,16
02A,BBCD001K700,full,41,0.07317073170731707,dense,12.0,medium,16.146341463414632,13.677647779515592,65.0,0.04878048780487805,0.2055222524637917,2.4180443424843924e-06,-0.25219641615857635,0.25109268305402405,0.24217219190392217,-0.21576447906404958,-0.05757847443797375,0,1,0,mixed,small,5,16,10,1,24,16
02A,BBCD001K710,full,41,0.3902439024390244,semi_sparse,3.0,low,7.219512195121951,10.218884956593726,48.0,0.12195121951219512,4.1595356103317385e-13,3.972274539446525e-09,-0.22985773283441416,0.020157007441916897,0.04764783642651268,-0.013563475332752843,-0.0595925873072976,0,0,0,mixed,small,5,16,10,1,24,8
02A,BBCD001K735,full,41,0.12195121951219512,dense,12.0,medium,17.121951219512194,14.6683249247336,56.0,0.04878048780487805,2.0415616569904026e-13,7.796207585299028e-20,-0.3016210579662803,0.1596708642126522,0.22859409834923375,0.01551128051026927,-0.20135156824245948,0,0,0,mixed,small,5,16,10,1,24,16
02A,BBCD001K755,full,41,0.04878048780487805,dense,12.0,medium,16.609756097560975,12.642938837114746,60.0,0.04878048780487805,2.056393187800992e-07,5.529219072432473e-15,0.041266464605564025,0.10653500440644056,0.26293666188309833,-0.1262415443978659,-0.002536494557450442,0,0,0,MA_or_low_AR,small,5,16,10,1,24,16
02A,BBCD001K770,full,41,0.24390243902439024,semi_sparse,9.0,medium,14.512195121951219,19.046157028675772,95.0,0.04878048780487805,3.0127715885087887e-10,0.020932726553501504,-0.14696724954205775,0.135819081229204,0.2359001743214501,-0.1754866815460329,0.13494911387962805,0,0,0,MA_or_low_AR,small,5,16,10,1,24,16
02A,BBCD001K771,full,41,0.17073170731707318,dense,16.0,medium,16.951219512195124,14.546393400964025,59.0,0.024390243902439025,4.58729494025447e-11,0.006987121604098876,-0.16967061714303383,-0.1034499311911452,0.2028376096970583,-0.17423371957193726,0.2860982919379076,0,0,0,MA_or_low_AR,small,5,16,10,1,24,16
02A,BBCD001KSB,full,41,0.0,dense,24.0,medium,35.65853658536585,28.469817136835953,99.0,0.0,2.358054010336496e-05,1.9737700346011293e-22,-0.2502687794712925,0.0050865806227404975,0.36270107542981156,-0.02227815487209469,0.12342009835950672,0,0,0,mixed,small,5,16,10,1,24,16
02A,BBCD001KSW,full,41,0.0,dense,115.0,high,126.0,70.82548976180821,310.0,0.0,3.251556523645939e-12,5.018806116379887e-21,-0.24604535260403684,0.062352354846748066,0.33614253675554445,0.10913032643907301,0.21258410166957387,0,0,0,mixed,small,6,16,10,1,24,32
02A,BBCD005K040,full,41,0.0,dense,35.0,medium,40.609756097560975,29.819354494003125,143.0,0.024390243902439025,0.02142030063139663,3.773525680168607e-07,-0.12526229148518944,-0.061948742149904264,-0.05532534380091934,-0.10727547382229875,0.42935165528845115,1,0,1,MA_or_low_AR,small,5,16,10,1,24,16
02A,BBCD005K522,full,41,0.024390243902439025,dense,24.0,medium,30.21951219512195,25.182843559774927,122.0,0.04878048780487805,8.82237675728329e-09,5.530268470389528e-07,-0.06268842938956286,-0.07804538946232502,0.031130364339657143,-0.09032934408655813,0.473983212969908,1,0,1,MA_or_low_AR,small,5,16,10,1,24,16
02A,BBCD005K601,full,41,0.0,dense,32.0,medium,46.26829268292683,36.59714769640108,142.0,0.0975609756097561,3.2025948598343334e-08,2.1006676204289402e-07,-0.02317738075748006,-0.20380949933851505,-0.08888443151331761,-0.046579116990148654,0.5614970960484389,1,0,1,MA_or_low_AR,small,5,16,10,1,24,16
02A,BBCD005K602,full,41,0.04878048780487805,dense,12.0,medium,18.29268292682927,15.871742031735245,64.0,0.07317073170731707,9.950134040678701e-06,4.373360371291374e-15,0.1596677312189643,0.06325514021957926,0.2523078681466494,0.12070341686337742,0.24668354647994015,0,0,0,MA_or_low_AR,small,5,16,10,1,24,16
02A,BBCD005K621,full,40,0.525,sparse,0.0,low,2.3,2.95435358889303,12.0,0.025,2.6771248216517975e-07,4.281181802597984e-06,-0.015540540540540515,0.0799647473560517,-0.14004112808460628,0.0354289071680376,-0.14770857814336072,0,0,0,MA_or_low_AR,small,5,16,20,1,24,8
02A,BBCD005K670,full,41,0.024390243902439025,dense,20.0,medium,22.51219512195122,16.235950774776807,66.0,0.07317073170731707,8.487703070536137e-09,0.0005708233015252266,-0.06102683720064809,0.05177368256609328,0.05969672901482967,-0.16357679044714227,0.2561978719848728,0,0,0,MA_or_low_AR,small,5,16,10,1,24,16
02A,BBCD005K671,full,41,0.07317073170731707,dense,12.0,medium,13.975609756097562,11.09614303458199,43.0,0.0,1.0120292553957057e-05,0.0011063463772891728,0.15478583828448378,-0.06411842465723644,-0.2051914243513981,-0.0270059346163082,0.2287727427996335,0,0,0,MA_or_low_AR,small,5,16,10,1,24,16
02A,BBCD005K675,full,41,0.024390243902439025,dense,12.0,medium,18.26829268292683,14.919826390149288,57.0,0.07317073170731707,5.132728002393481e-09,7.424938010591816e-12,-0.11182074260411051,-0.024140573044393075,-0.006844936692369537,-0.006282993532876713,0.2696487357514906,0,0,0,MA_or_low_AR,small,5,16,10,1,24,16
02A,BBCD005K680,full,41,0.0,dense,26.0,medium,36.24390243902439,29.585283915998573,124.0,0.07317073170731707,1.6952449443015387e-09,8.101326194026209e-10,-0.09697175917111019,0.07185021947539248,-0.00899446250727687,-0.002927697851957946,0.07800192250595767,0,0,0,MA_or_low_AR,small,5,16,10,1,24,16
02A,BBCD005K700,full,41,0.0,dense,20.0,medium,31.536585365853657,23.74246992308889,112.0,0.04878048780487805,6.319643608598155e-10,0.00010044215862195516,-0.1305483375209836,-0.009010087612980298,0.06779795837409908,0.2025830532449812,0.3360350527903532,1,0,1,MA_or_low_AR,small,5,16,10,1,24,16
02A,BBCD005K710,full,41,0.07317073170731707,dense,24.0,medium,37.31707317073171,39.21316043396033,196.0,0.07317073170731707,6.749420221598502e-06,2.2206973109111771e-10,0.14628499927780456,0.09382086004958437,0.23591437885841898,0.1976504187486004,0.44622673037771154,1,0,1,MA_or_low_AR,small,5,16,10,1,24,16
02A,BBCD005K711,full,41,0.07317073170731707,dense,12.0,medium,17.5609756097561,15.967230161314461,66.0,0.0975609756097561,6.406147586388665e-08,1.2554732799162187e-05,-0.0027549433873950467,0.15496480721404574,-9.018257129058183e-05,-0.17362734951556327,0.2657434211347582,0,0,0,MA_or_low_AR,small,5,16,10,1,24,16
02A,BBCD005K712,full,41,0.07317073170731707,dense,16.0,medium,21.463414634146343,20.169404504069536,78.0,0.07317073170731707,4.296586312654692e-10,0.00023491570034637593,-0.13974429653763532,-0.01588166220411529,0.041939842565282194,0.07536598526846236,0.3188115916173252,1,0,1,MA_or_low_AR,small,5,16,10,1,24,16
02A,BBCD005K720,full,41,0.07317073170731707,dense,20.0,medium,25.609756097560975,22.780340261704264,107.0,0.04878048780487805,2.1875615611545118e-06,1.4365608053800944e-13,0.10755046141737322,-0.006848439613377607,0.1287808592176923,0.11364724861628667,0.21163769895088494,0,0,0,MA_or_low_AR,small,5,16,10,1,24,16
02A,BBCD005K730,full,41,0.34146341463414637,semi_sparse,4.0,low,4.414634146341464,4.852708572313495,22.0,0.024390243902439025,9.24557049716179e-09,8.780847680595958e-06,-0.052616488360637106,0.10080016672771593,0.0864281113033813,0.08940205378231932,-0.08344343257000668,0,0,0,MA_or_low_AR,small,5,16,10,1,24,8
02A,BBCD005K740,full,41,0.2682926829268293,semi_sparse,6.0,medium,12.414634146341463,15.16406213676945,68.0,0.04878048780487805,1.1327142655936462e-09,4.151216394481061e-06,-0.11856311792787318,-0.03979438040543388,0.11289325740232871,0.11153519690777682,0.14469132742749272,0,0,0,MA_or_low_AR,small,5,16,10,1,24,16
02A,BBCD005K745,full,41,0.024390243902439025,dense,32.0,medium,46.02439024390244,50.68307794761386,274.0,0.07317073170731707,1.9713952915550658e-07,0.0004256128730236066,0.027903355165995947,-0.046616386950331705,0.026934864265550463,0.16371451073007115,0.45703291816517644,1,0,1,MA_or_low_AR,small,6,16,10,1,24,16
02A,BBCD005K752,full,41,0.17073170731707318,dense,12.0,medium,11.902439024390244,10.148410905281624,46.0,0.024390243902439025,7.139361157830559e-07,1.8116666067507843e-20,0.06704169087823596,0.12830495140550333,-0.03761409280838412,0.1456546827581666,0.04781009966117284,0,0,0,MA_or_low_AR,small,5,16,10,1,24,16
02A,BBCD005K755,full,41,0.0,dense,52.0,high,79.51219512195122,76.68543601989217,386.0,0.0975609756097561,1.5211186948510054e-07,8.249509111413368e-05,0.021463533799990667,-0.0952223383274309,-0.022712463671993928,-0.05537673710140253,0.4457207494714241,1,0,1,MA_or_low_AR,small,6,16,10,1,24,32
02A,BBCD005K765,full,41,0.0,dense,28.0,medium,43.8780487804878,47.562692902079895,264.0,0.07317073170731707,1.8629365416158107e-07,9.265860860853376e-05,0.02466355749825404,-0.10848722798348341,-0.012733025249511249,-0.07631423908216908,0.4411752276876994,1,0,1,MA_or_low_AR,small,6,16,10,1,24,16
02A,BBCD005K770,full,41,0.0,dense,60.0,high,129.0,182.02197669512327,1040.0,0.0975609756097561,9.058540586426836e-08,1.3402801274741768e-06,0.003043885065797416,-0.067378214415067,-0.05496800676083544,-0.10652918628516238,0.3453504165157552,1,0,1,MA_or_low_AR,small,6,16,10,1,24,32
02A,BBCD005K771,full,41,0.0,dense,48.0,medium,75.04878048780488,87.04882285806977,498.0,0.0975609756097561,2.9661443157799352e-08,0.00026715799086767173,-0.032024384261695224,-0.09482691653158158,-0.0653279167299365,-0.09111369103174657,0.43305795893652815,1,0,1,MA_or_low_AR,small,6,16,10,1,24,16
02A,BBCD005K772,full,41,0.0,dense,24.0,medium,40.8780487804878,50.709562767761675,264.0,0.0975609756097561,1.903550428632735e-06,1.3974682046371363e-05,0.10957247644853486,-0.12666840072147387,-0.005037669423861644,-0.004499119209736463,0.5049480016633879,1,0,1,MA_or_low_AR,small,6,16,10,1,24,16
02A,BBCD005K775,full,41,0.0975609756097561,dense,22.0,medium,30.536585365853657,27.637020064557984,100.0,0.0975609756097561,0.006047351682231459,0.004665479407814949,0.23103860256893535,-0.13527239251189294,-0.057545196252831096,0.12210784481711212,0.2919804105436635,0,0,0,mixed,small,5,16,10,1,24,16
02A,BBCD005K776,full,41,0.07317073170731707,dense,16.0,medium,23.170731707317074,22.667049255499037,92.0,0.04878048780487805,2.6073173978732705e-06,0.00032380105100652623,0.11799783162839975,-0.10693783970537563,0.015327613068398626,0.21030830983723778,0.4538888739658321,1,0,1,MA_or_low_AR,small,5,16,10,1,24,16
02A,BBCD005K816,full,41,0.17073170731707318,dense,6.0,medium,8.390243902439025,7.419157798498722,28.0,0.0,7.383649700933758e-06,0.0011855466326137543,-0.0987930244421196,-0.28447899464815274,0.05473755198381479,0.2270752457613197,0.12611965139502507,0,0,0,MA_or_low_AR,small,5,16,10,1,24,16
02A,BBCD005K818,full,41,0.34146341463414637,semi_sparse,4.0,low,5.414634146341464,5.352455556826687,20.0,0.0,1.5339628587799365e-10,0.007605132143445688,-0.1640994547183681,0.1811659807386427,-0.023798449290469426,-0.12634711141935193,0.1744299045238026,0,0,0,MA_or_low_AR,small,5,16,10,1,24,8
02A,BBCD005K831,full,41,0.12195121951219512,dense,14.0,medium,15.609756097560975,12.208353797258022,50.0,0.024390243902439025,1.2647892383106757e-05,2.9071614122692007e-06,0.16744843595585263,-0.11157494847187786,-0.11722987050515919,0.23052029433693555,0.19429973641230167,0,0,0,MA_or_low_AR,small,5,16,10,1,24,16
02A,BBCD005K892,full,41,0.0975609756097561,dense,5.0,medium,8.24390243902439,6.602198451292107,24.0,0.0,2.5801289020598594e-10,0.00045370987289322624,-0.14392243270556815,0.00256164775228035,-0.025366044724431828,0.05093816766441735,0.211967821773733,0,0,0,MA_or_low_AR,small,5,16,10,1,24,16
02A,BBCD005KA44195,full,39,0.48717948717948717,semi_sparse,2.0,low,2.871794871794872,3.365298822889496,12.0,0.02564102564102564,1.1044132987276464e-08,5.257457551858406e-07,-0.08112732516926988,0.07106279484735155,-0.1154029478624331,-0.12022438952848864,0.1213243381975507,0,0,0,MA_or_low_AR,small,5,16,10,1,24,8
02A,BBCD005KAT1,full,41,0.0975609756097561,dense,12.0,medium,16.804878048780488,15.13641224365127,60.0,0.07317073170731707,0.39490960305452827,0.002407527780738115,0.014394023091350565,-0.25839039008473763,-0.049610325507473935,0.22052002210650243,0.4074026014996538,1,1,1,MA_or_low_AR,small,5,16,10,1,24,16
02A,BBCD005KBA,full,41,0.0,dense,130.0,high,166.4390243902439,112.55555267966298,524.0,0.024390243902439025,8.380257566522445e-09,0.0005752087251732766,-0.20107283854056435,-0.2720365657156093,0.27595842414474014,0.2588688582136484,0.4189320993419717,1,0,1,mixed,small,6,16,10,1,24,32
02A,BBCD005KBB,full,41,0.0,dense,84.0,high,105.02439024390245,69.73323734234559,332.0,0.024390243902439025,1.4679606955562849e-08,9.742853570829768e-05,-0.0609422029794404,-0.13807501876902387,0.024274875374647977,0.20384009536691222,0.44988603037907,1,0,1,MA_or_low_AR,small,6,16,10,1,24,32
02A,BBCD005KBC,full,41,0.0,dense,56.0,high,75.04878048780488,48.93564713964259,182.0,0.0,1.0520638556261013e-06,0.0019917583895718047,-0.11050738561643698,-0.22765673223207342,0.29567477010108534,0.35434013120302016,0.44693378186875576,1,0,1,MA_or_low_AR,small,5,16,10,1,24,32
02A,BBCD005KMW,full,41,0.0,dense,36.0,medium,44.73170731707317,30.477880823840017,134.0,0.04878048780487805,0.3572539752921776,0.12409476751767595,-0.03616911090831956,-0.11294087457054851,0.0772661814847226,0.04537900974198918,0.08584663060201841,0,0,0,MA_or_low_AR,small,5,16,10,1,24,16
02A,BBCD005KPS8,full,41,0.5853658536585366,sparse,0.0,low,1.9268292682926829,2.6114195746991617,8.0,0.04878048780487805,3.281391592322447e-08,2.1801688778292033e-19,-0.0306884399316096,-0.19200992707351958,0.2897301022366446,0.09689582679088594,-0.011322795631389788,0,0,0,MA_or_low_AR,small,5,16,20,1,24,8
