cabang,sku,n_months,nonzero_months,total_qty,qty_12m,qty_6m,has_may24,zero_ratio_train,n_train,last_nz,months_since_last_nz,alive_recent,eligible_model
13A,ERST020KPA44808,8,2,2.0,2.0,1.0,False,0.75,8.0,2022-07-01,22,0,0
13A,ERST020KPB18002,1,1,3.0,3.0,3.0,False,0.0,1.0,2024-01-01,4,0,0
13A,ERST020KPBA,40,40,3424.0,1386.0,828.0,False,0.0,40.0,2024-04-01,1,1,0
13A,ERST020KPBB,40,39,414.0,107.0,74.0,False,0.025,40.0,2024-04-01,1,1,0
13A,ERST020KPBC,40,31,100.0,34.0,19.0,False,0.225,40.0,2024-04-01,1,1,0
13A,ERST020KPBY,31,9,17.0,4.0,4.0,False,0.7096774193548387,31.0,2024-04-01,1,1,0
13A,ERST020KPDA2812290,1,1,2.0,2.0,2.0,False,0.0,1.0,2023-09-01,8,0,0
13A,ERST020KPN20001,4,2,3.0,3.0,3.0,False,0.5,4.0,2023-12-01,5,0,0
13A,ERST020KPPRON16002,2,2,5.0,5.0,5.0,False,0.0,2.0,2024-03-01,2,1,0
13A,ERST020KPSW,37,30,117.0,19.0,11.0,False,0.1891891891891892,37.0,2024-01-01,4,0,0
13A,ERST020KPY12001,1,1,2.0,2.0,2.0,False,0.0,1.0,2022-10-01,19,0,0
13A,ERST020KVIA44544,1,1,2.0,2.0,2.0,False,0.0,1.0,2023-10-01,7,0,0
13A,ESTU002KBA,40,39,1393.0,330.0,142.0,False,0.025,40.0,2024-04-01,1,1,0
13A,ESTU002KBB,39,29,427.0,95.0,44.0,False,0.2564102564102564,39.0,2024-03-01,2,1,0
13A,ESTU002KBC,39,19,216.0,20.0,4.0,False,0.5,38.0,2024-02-01,3,1,0
13A,ESTU002KBD,38,25,264.0,30.0,18.0,False,0.34210526315789475,38.0,2024-02-01,3,1,0
13A,ESTU002KSW,35,9,96.0,12.0,2.0,False,0.7428571428571429,35.0,2023-11-01,6,0,0
13A,ESTU020KPBA,39,37,352.0,110.0,46.0,False,0.05128205128205128,39.0,2024-03-01,2,1,0
13A,ESTU020KPBB,39,23,72.0,12.0,8.0,False,0.41025641025641024,39.0,2024-03-01,2,1,0
13A,ESTU020KPBC,37,16,24.0,4.0,3.0,False,0.5675675675675675,37.0,2024-01-01,4,0,0
13A,ESTU020KPBD,31,12,156.0,3.0,2.0,False,0.6129032258064516,31.0,2023-08-01,9,0,0
13A,ESTU020KPN20001,1,1,1.0,1.0,1.0,False,0.0,1.0,2024-03-01,2,1,0
13A,ESTU020KPSW,24,9,20.0,9.0,4.0,False,0.625,24.0,2022-12-01,17,0,0
13A,ETUV001KCC,31,6,44.0,3.0,3.0,False,0.8064516129032258,31.0,2024-03-01,2,1,0
13A,ETUV500CCH,31,6,44.0,3.0,3.0,False,0.8064516129032258,31.0,2024-03-01,2,1,0
13A,EVWX001KCC,28,10,121.0,15.0,6.0,False,0.6428571428571429,28.0,2023-12-01,5,0,0
13A,EVWX001KGRE,37,15,212.0,104.0,56.0,False,0.5945945945945946,37.0,2024-04-01,1,1,0
13A,EVWX001KSW,30,12,115.0,49.0,37.0,False,0.6,30.0,2024-04-01,1,1,0
13A,EVWX200CCH,28,10,121.0,15.0,6.0,False,0.6428571428571429,28.0,2023-12-01,5,0,0
13A,EVWX200CHAR,37,18,327.0,153.0,93.0,False,0.5135135135135135,37.0,2024-04-01,1,1,0
13A,EVWX270CGRE,39,22,188.0,28.0,12.0,False,0.4358974358974359,39.0,2024-04-01,1,1,0
13A,EVWX270CSB,37,16,112.0,16.0,4.0,False,0.5675675675675675,37.0,2024-03-01,2,1,0
13A,EVWX270CSW,26,15,132.0,32.0,12.0,False,0.4230769230769231,26.0,2023-03-01,14,0,0
13A,EXYZ001K033,30,4,20.0,14.0,6.0,False,0.8666666666666667,30.0,2024-01-01,4,0,0
13A,EXYZ001K109,40,40,2227.0,585.0,182.0,False,0.0,40.0,2024-04-01,1,1,0
13A,EXYZ001K110,25,5,33.0,15.0,6.0,False,0.8,25.0,2023-01-01,16,0,0
13A,EXYZ001K116,1,1,6.0,6.0,6.0,False,0.0,1.0,2023-04-01,13,0,0
13A,EXYZ001K123,40,38,823.0,194.0,82.0,False,0.05,40.0,2024-04-01,1,1,0
13A,EXYZ001K205,1,1,6.0,6.0,6.0,False,0.0,1.0,2024-01-01,4,0,0
13A,EXYZ001K2051,1,1,6.0,6.0,6.0,False,0.0,1.0,2024-01-01,4,0,0
13A,EXYZ001K222,39,7,44.0,12.0,6.0,False,0.8205128205128205,39.0,2024-03-01,2,1,0
13A,EXYZ001K310,36,17,89.0,47.0,29.0,False,0.5277777777777778,36.0,2024-02-01,3,1,0
13A,EXYZ001K315,39,22,199.0,60.0,9.0,False,0.4358974358974359,39.0,2024-03-01,2,1,0
13A,EXYZ001K318,24,3,18.0,12.0,12.0,False,0.875,24.0,2023-02-01,15,0,0
13A,EXYZ001K342,9,2,11.0,11.0,6.0,False,0.7777777777777778,9.0,2024-01-01,4,0,0
13A,EXYZ001K41,24,2,15.0,15.0,9.0,False,0.8181818181818182,11.0,2023-12-01,5,0,0
13A,EXYZ001K414,1,1,6.0,6.0,6.0,False,0.0,1.0,2023-04-01,13,0,0
13A,EXYZ001K470,37,12,101.0,54.0,48.0,False,0.6756756756756757,37.0,2024-04-01,1,1,0
13A,EXYZ001K472,36,16,117.0,21.0,9.0,False,0.5555555555555556,36.0,2023-12-01,5,0,0
13A,EXYZ001K480,40,16,158.0,93.0,69.0,False,0.6,40.0,2024-04-01,1,1,0
13A,EXYZ001K480M,35,13,91.0,42.0,12.0,False,0.6285714285714286,35.0,2023-12-01,5,0,0
13A,EXYZ001K482,1,1,3.0,3.0,3.0,False,0.0,1.0,2023-12-01,5,0,0
13A,EXYZ001K500,22,3,15.0,12.0,12.0,False,0.8636363636363636,22.0,2023-04-01,13,0,0
13A,EXYZ001K501,1,1,6.0,6.0,6.0,False,0.0,1.0,2023-02-01,15,0,0
13A,EXYZ001K60,28,11,31.0,9.0,7.0,False,0.6071428571428571,28.0,2023-11-01,6,0,0
13A,EXYZ001KF1,1,0,0.0,0.0,0.0,False,0.0,0.0,,999,0,0
13A,EXYZ200C033,26,13,126.0,54.0,36.0,False,0.5,26.0,2023-02-01,15,0,0
13A,EXYZ200C109,40,40,7434.0,1866.0,834.0,False,0.0,40.0,2024-04-01,1,1,0
13A,EXYZ200C1093,1,1,6.0,6.0,6.0,False,0.0,1.0,2023-05-01,12,0,0
13A,EXYZ200C110,37,14,126.0,18.0,6.0,False,0.6216216216216216,37.0,2024-01-01,4,0,0
13A,EXYZ200C116,28,7,42.0,12.0,6.0,False,0.75,28.0,2023-10-01,7,0,0
13A,EXYZ200C123,39,39,1686.0,372.0,132.0,False,0.0,39.0,2024-03-01,2,1,0
13A,EXYZ200C205,36,11,96.0,6.0,6.0,False,0.6944444444444444,36.0,2024-01-01,4,0,0
13A,EXYZ200C2051,11,2,12.0,12.0,6.0,False,0.8181818181818182,11.0,2023-05-01,12,0,0
13A,EXYZ200C222,30,24,312.0,72.0,60.0,False,0.2,30.0,2023-06-01,11,0,0
13A,EXYZ200C310,37,26,312.0,60.0,18.0,False,0.2972972972972973,37.0,2024-02-01,3,1,0
13A,EXYZ200C315,39,27,474.0,72.0,18.0,False,0.3076923076923077,39.0,2024-03-01,2,1,0
13A,EXYZ200C318,12,3,18.0,18.0,12.0,False,0.75,12.0,2022-02-01,27,0,0
13A,EXYZ200C342,36,9,96.0,30.0,12.0,False,0.75,36.0,2024-03-01,2,1,0
13A,EXYZ200C41,39,4,36.0,12.0,6.0,False,0.8620689655172413,29.0,2024-04-01,1,1,0
13A,EXYZ200C470,29,17,198.0,120.0,54.0,False,0.41379310344827586,29.0,2023-10-01,7,0,0
13A,EXYZ200C472,39,16,150.0,30.0,18.0,False,0.5897435897435898,39.0,2024-04-01,1,1,0
13A,EXYZ200C480,37,27,348.0,90.0,30.0,False,0.2702702702702703,37.0,2024-03-01,2,1,0
13A,EXYZ200C480M,39,26,390.0,108.0,54.0,False,0.3333333333333333,39.0,2024-03-01,2,1,0
13A,EXYZ200C482,21,9,72.0,18.0,12.0,False,0.5714285714285714,21.0,2023-01-01,16,0,0
13A,EXYZ200C500,22,6,42.0,24.0,24.0,False,0.7272727272727273,22.0,2023-05-01,12,0,0
13A,EXYZ200C501,22,10,66.0,36.0,24.0,False,0.5454545454545454,22.0,2023-05-01,12,0,0
13A,EXYZ200C60,39,21,210.0,36.0,18.0,False,0.46153846153846156,39.0,2024-03-01,2,1,0
13A,EXYZ200C65,17,7,60.0,36.0,18.0,False,0.5882352941176471,17.0,2022-05-01,24,0,0
13A,EXYZ200CF1,24,5,60.0,18.0,6.0,False,0.7916666666666666,24.0,2023-01-01,16,0,0
13A,EXYZ200CF2,1,1,6.0,6.0,6.0,False,0.0,1.0,2021-06-01,35,0,0
13A,EZAB300C018,24,10,72.0,36.0,18.0,False,0.5833333333333334,24.0,2024-01-01,4,0,0
13A,EZAB300C033,40,40,1554.0,420.0,168.0,False,0.0,40.0,2024-04-01,1,1,0
13A,EZAB300C109,40,40,1014.0,306.0,78.0,False,0.0,40.0,2024-04-01,1,1,0
13A,EZAB300C1093,31,15,138.0,30.0,30.0,False,0.5161290322580645,31.0,2023-08-01,9,0,0
13A,EZAB300C110,32,12,108.0,24.0,24.0,False,0.625,32.0,2023-10-01,7,0,0
13A,EZAB300C116,40,36,708.0,150.0,36.0,False,0.1,40.0,2024-04-01,1,1,0
13A,EZAB300C123,34,14,144.0,48.0,30.0,False,0.5882352941176471,34.0,2023-12-01,5,0,0
13A,EZAB300C205,40,35,768.0,186.0,48.0,False,0.125,40.0,2024-04-01,1,1,0
13A,EZAB300C2051,27,16,174.0,54.0,24.0,False,0.4074074074074074,27.0,2023-03-01,14,0,0
13A,EZAB300C222,40,40,2952.0,726.0,240.0,False,0.0,40.0,2024-04-01,1,1,0
13A,EZAB300C310,40,40,1512.0,468.0,186.0,False,0.0,40.0,2024-04-01,1,1,0
13A,EZAB300C315,40,37,1440.0,264.0,78.0,False,0.075,40.0,2024-04-01,1,1,0
13A,EZAB300C318,40,39,1188.0,264.0,96.0,False,0.025,40.0,2024-04-01,1,1,0
13A,EZAB300C342,38,26,300.0,90.0,36.0,False,0.3157894736842105,38.0,2024-03-01,2,1,0
13A,EZAB300C41,38,33,724.0,216.0,96.0,False,0.13157894736842105,38.0,2024-02-01,3,1,0
13A,EZAB300C414,24,12,102.0,54.0,30.0,False,0.5,24.0,2024-01-01,4,0,0
13A,EZAB300C470,40,40,5106.0,1590.0,606.0,False,0.0,40.0,2024-04-01,1,1,0
13A,EZAB300C472,40,40,3222.0,768.0,348.0,False,0.0,40.0,2024-04-01,1,1,0
13A,EZAB300C480,40,40,9754.0,2620.0,898.0,False,0.0,40.0,2024-04-01,1,1,0
13A,EZAB300C480M,40,40,12420.0,2964.0,1182.0,False,0.0,40.0,2024-04-01,1,1,0
13A,EZAB300C482,40,38,732.0,174.0,84.0,False,0.05,40.0,2024-04-01,1,1,0
13A,EZAB300C500,35,29,510.0,144.0,84.0,False,0.17142857142857143,35.0,2023-11-01,6,0,0
13A,EZAB300C501,40,40,1710.0,474.0,120.0,False,0.0,40.0,2024-04-01,1,1,0
13A,EZAB300C531,16,5,42.0,18.0,12.0,False,0.6875,16.0,2023-05-01,12,0,0
13A,EZAB300C60,38,33,468.0,156.0,84.0,False,0.13157894736842105,38.0,2024-03-01,2,1,0
13A,EZAB300C65,40,35,672.0,204.0,60.0,False,0.125,40.0,2024-04-01,1,1,0
13A,EZAB300CF1,40,27,330.0,42.0,24.0,False,0.325,40.0,2024-04-01,1,1,0
13A,EZAB300CF2,36,26,306.0,78.0,48.0,False,0.2777777777777778,36.0,2024-01-01,4,0,0
13A,FHIJ001K,40,39,6974.0,1602.0,654.0,False,0.025,40.0,2024-04-01,1,1,0
13A,FIJK001K,40,40,14484.0,4418.0,2234.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FIJK001KW,17,16,1772.0,1221.0,502.0,False,0.058823529411764705,17.0,2024-04-01,1,1,0
13A,FIJK004KW,17,13,164.0,64.0,24.0,False,0.23529411764705882,17.0,2024-04-01,1,1,0
13A,FIJK250C,40,40,31668.0,10339.0,5361.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FLMN001K01,26,17,246.0,81.0,69.0,False,0.34615384615384615,26.0,2024-03-01,2,1,0
13A,FLMN001K02,17,7,40.0,32.0,5.0,False,0.5882352941176471,17.0,2023-10-01,7,0,0
13A,FLMN001K03,21,10,116.0,72.0,60.0,False,0.5238095238095238,21.0,2023-10-01,7,0,0
13A,FLMN001K04,25,8,97.0,15.0,3.0,False,0.68,25.0,2024-02-01,3,1,0
13A,FLMN001K05,20,6,45.0,14.0,14.0,False,0.7,20.0,2023-09-01,8,0,0
13A,FLMN001K06,20,5,46.0,30.0,6.0,False,0.75,20.0,2023-09-01,8,0,0
13A,FLMN001K07,20,7,78.0,48.0,12.0,False,0.65,20.0,2023-09-01,8,0,0
13A,FLMN001K08,11,5,28.0,28.0,12.0,False,0.5454545454545454,11.0,2023-01-01,16,0,0
13A,FLMN001K09,22,11,169.0,73.0,49.0,False,0.5,22.0,2023-11-01,6,0,0
13A,FLMN001K10,21,9,76.0,54.0,42.0,False,0.5714285714285714,21.0,2023-10-01,7,0,0
13A,FMNO001K01,27,22,379.0,119.0,52.0,False,0.18518518518518517,27.0,2024-04-01,1,1,0
13A,FMNO001K02,20,10,102.0,65.0,38.0,False,0.5,20.0,2023-09-01,8,0,0
13A,FMNO001K03,26,21,248.0,115.0,54.0,False,0.19230769230769232,26.0,2024-03-01,2,1,0
13A,FMNO001K04,22,14,173.0,79.0,43.0,False,0.36363636363636365,22.0,2023-11-01,6,0,0
13A,FMNO001K05,22,11,152.0,90.0,42.0,False,0.5,22.0,2023-11-01,6,0,0
13A,FMNO001K06,20,11,101.0,39.0,21.0,False,0.45,20.0,2023-09-01,8,0,0
13A,FMNO001K07,20,10,96.0,57.0,30.0,False,0.5,20.0,2023-09-01,8,0,0
13A,FMNO001K08,13,7,49.0,35.0,24.0,False,0.46153846153846156,13.0,2023-02-01,15,0,0
13A,FMNO001K09,26,20,324.0,95.0,41.0,False,0.23076923076923078,26.0,2024-03-01,2,1,0
13A,FMNO001K10,26,10,89.0,17.0,2.0,False,0.6153846153846154,26.0,2024-03-01,2,1,0
13A,FNOP001K101,40,40,1055.0,271.0,154.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FNOP001K102,40,38,991.0,251.0,92.0,False,0.05,40.0,2024-04-01,1,1,0
13A,FNOP001K103,40,40,2978.0,469.0,221.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FNOP001K104,40,40,1902.0,390.0,177.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FNOP001K105,40,40,1403.0,272.0,89.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FNOP001K106,40,38,629.0,92.0,71.0,False,0.05,40.0,2024-04-01,1,1,0
13A,FNOP001K107,38,28,213.0,42.0,35.0,False,0.2631578947368421,38.0,2024-02-01,3,1,0
13A,FNOP001K108,39,30,300.0,58.0,34.0,False,0.23076923076923078,39.0,2024-03-01,2,1,0
13A,FNOP001K109,38,18,117.0,37.0,9.0,False,0.5263157894736842,38.0,2024-03-01,2,1,0
13A,FNOP001K110,38,24,200.0,45.0,8.0,False,0.3684210526315789,38.0,2024-03-01,2,1,0
13A,FNOP001K112,7,4,27.0,27.0,18.0,False,0.42857142857142855,7.0,2021-08-01,33,0,0
13A,FNOP001K114,1,1,24.0,24.0,24.0,False,0.0,1.0,2021-11-01,30,0,0
13A,FNOP001KCG,40,39,1082.0,192.0,60.0,False,0.025,40.0,2024-04-01,1,1,0
13A,FNOP001KCM,40,28,300.0,110.0,31.0,False,0.3,40.0,2024-04-01,1,1,0
13A,FNOP001KS101,36,16,145.0,52.0,30.0,False,0.5555555555555556,36.0,2023-12-01,5,0,0
13A,FNOP001KS102,40,17,160.0,52.0,3.0,False,0.575,40.0,2024-04-01,1,1,0
13A,FNOP001KS103,40,26,381.0,134.0,17.0,False,0.35,40.0,2024-04-01,1,1,0
13A,FNOP001KS104,39,22,228.0,40.0,0.0,False,0.3333333333333333,33.0,2023-09-01,8,0,0
13A,FNOP001KS105,39,16,108.0,40.0,7.0,False,0.5897435897435898,39.0,2024-03-01,2,1,0
13A,FNOP001KS106,40,12,81.0,38.0,3.0,False,0.6923076923076923,39.0,2024-03-01,2,1,0
13A,FNOP001KS107,33,9,71.0,39.0,33.0,False,0.7272727272727273,33.0,2023-09-01,8,0,0
13A,FNOP001KS108,33,10,69.0,43.0,37.0,False,0.696969696969697,33.0,2023-09-01,8,0,0
13A,FNOP001KS109,32,8,67.0,27.0,27.0,False,0.75,32.0,2023-08-01,9,0,0
13A,FNOP001KS110,31,9,76.0,36.0,30.0,False,0.7096774193548387,31.0,2023-07-01,10,0,0
13A,FNOP001KSCG,38,23,262.0,78.0,18.0,False,0.34285714285714286,35.0,2023-11-01,6,0,0
13A,FNOP001KSCM,4,4,45.0,45.0,45.0,False,0.0,4.0,2023-08-01,9,0,0
13A,FQRS001KLOO,40,35,857.0,130.0,73.0,False,0.125,40.0,2024-04-01,1,1,0
13A,FQRS001KYZE,40,31,521.0,86.0,60.0,False,0.225,40.0,2024-04-01,1,1,0
13A,FQRS003KLOON,31,6,24.0,12.0,12.0,False,0.8064516129032258,31.0,2023-11-01,6,0,0
13A,FRST004K70,38,36,742.0,197.0,61.0,False,0.05263157894736842,38.0,2024-02-01,3,1,0
13A,FRST004K71,40,40,1762.0,414.0,164.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FRST004K73,40,39,1313.0,249.0,80.0,False,0.025,40.0,2024-04-01,1,1,0
13A,FRST004K74,40,40,3483.0,963.0,306.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FRST004K75,32,6,25.0,2.0,2.0,False,0.8125,32.0,2023-10-01,7,0,0
13A,FRST004K77,40,37,659.0,196.0,84.0,False,0.075,40.0,2024-04-01,1,1,0
13A,FRST004K79,1,1,8.0,8.0,8.0,False,0.0,1.0,2021-03-01,38,0,0
13A,FRST004K80,39,32,446.0,94.0,24.0,False,0.1794871794871795,39.0,2024-03-01,2,1,0
13A,FRST004K81,40,40,1651.0,370.0,150.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FRST004K82,40,36,598.0,108.0,50.0,False,0.1,40.0,2024-04-01,1,1,0
13A,FRST004K85,1,1,4.0,4.0,4.0,False,0.0,1.0,2021-02-01,39,0,0
13A,FRST004K87,1,1,8.0,8.0,8.0,False,0.0,1.0,2021-02-01,39,0,0
13A,FRST004K88,40,34,463.0,90.0,24.0,False,0.15,40.0,2024-04-01,1,1,0
13A,FRST004K89,1,1,4.0,4.0,4.0,False,0.0,1.0,2021-01-01,40,0,0
13A,FRST004K90,40,39,1252.0,281.0,115.0,False,0.025,40.0,2024-04-01,1,1,0
13A,FRST004K91,2,2,8.0,8.0,8.0,False,0.0,2.0,2021-02-01,39,0,0
13A,FRST004KSB,40,40,3581.0,926.0,297.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FRST004KSW,39,38,704.0,221.0,31.0,False,0.02564102564102564,39.0,2024-04-01,1,1,0
13A,FRST020KP71,1,1,1.0,1.0,1.0,False,0.0,1.0,2023-12-01,5,0,0
13A,FRST020KP74,34,5,6.0,5.0,2.0,False,0.8529411764705882,34.0,2024-02-01,3,1,0
13A,FRST020KP90,11,2,2.0,2.0,1.0,False,0.8181818181818182,11.0,2023-08-01,9,0,0
13A,FRST020KPSB,29,3,3.0,2.0,1.0,False,0.8125,16.0,2024-04-01,1,1,0
13A,FSTU001K04,40,36,699.0,210.0,24.0,False,0.1,40.0,2024-04-01,1,1,0
13A,FSTU001K17,40,40,1741.0,585.0,214.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FSTU001K25,40,40,10871.0,2862.0,1162.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FSTU001K26,1,1,6.0,6.0,6.0,False,0.0,1.0,2021-01-01,40,0,0
13A,FSTU001K28,40,40,5804.0,1801.0,450.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FSTU001K38,39,31,350.0,130.0,41.0,False,0.20512820512820512,39.0,2024-04-01,1,1,0
13A,FSTU001K51,19,4,15.0,6.0,6.0,False,0.7894736842105263,19.0,2022-07-01,22,0,0
13A,FSTU001K702,40,39,829.0,273.0,143.0,False,0.025,40.0,2024-04-01,1,1,0
13A,FSTU001K703,40,33,361.0,53.0,31.0,False,0.175,40.0,2024-04-01,1,1,0
13A,FSTU001K704,39,12,81.0,35.0,8.0,False,0.6923076923076923,39.0,2024-03-01,2,1,0
13A,FSTU001K705,40,35,697.0,192.0,45.0,False,0.125,40.0,2024-04-01,1,1,0
13A,FSTU001K707,40,40,2250.0,537.0,181.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FSTU001K708,40,40,1149.0,324.0,129.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FSTU001K709,40,40,1307.0,366.0,132.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FSTU001K710,40,39,1047.0,289.0,90.0,False,0.025,40.0,2024-04-01,1,1,0
13A,FSTU001K711,40,40,2782.0,758.0,322.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FSTU001K715,17,6,29.0,23.0,11.0,False,0.6470588235294118,17.0,2024-02-01,3,1,0
13A,FSTU001K716,40,40,1232.0,326.0,100.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FSTU001K717,40,40,1271.0,356.0,165.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FSTU001K718,40,40,6432.0,1763.0,727.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FSTU001K719,38,34,588.0,133.0,44.0,False,0.10526315789473684,38.0,2024-04-01,1,1,0
13A,FSTU001K768,1,1,2.0,2.0,2.0,False,0.0,1.0,2021-05-01,36,0,0
13A,FSTU001K777,1,1,6.0,6.0,6.0,False,0.0,1.0,2022-03-01,26,0,0
13A,FSTU001K778,40,39,1199.0,333.0,135.0,False,0.025,40.0,2024-04-01,1,1,0
13A,FSTU001K779,40,40,3759.0,1171.0,430.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FSTU001K78,40,38,1030.0,299.0,115.0,False,0.05,40.0,2024-04-01,1,1,0
13A,FSTU001K780,40,40,1469.0,344.0,107.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FSTU001K781,40,39,1359.0,387.0,146.0,False,0.025,40.0,2024-04-01,1,1,0
13A,FSTU001K782,5,2,6.0,6.0,6.0,False,0.6,5.0,2022-03-01,26,0,0
13A,FSTU001K783,40,40,2539.0,747.0,291.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FSTU001K784,40,40,1643.0,578.0,271.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FSTU001K786,40,40,5631.0,1736.0,742.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FSTU001K787,40,40,1994.0,826.0,244.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FSTU001K788,3,3,17.0,17.0,17.0,False,0.0,3.0,2022-10-01,19,0,0
13A,FSTU001K789,40,40,3629.0,968.0,417.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FSTU001K790,40,33,385.0,110.0,46.0,False,0.175,40.0,2024-04-01,1,1,0
13A,FSTU001K791,40,40,1846.0,523.0,218.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FSTU001K792,34,8,63.0,29.0,17.0,False,0.7647058823529411,34.0,2023-10-01,7,0,0
13A,FSTU001K793,40,40,1316.0,233.0,60.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FSTU001K794,3,2,8.0,8.0,8.0,False,0.3333333333333333,3.0,2022-08-01,21,0,0
13A,FSTU001K795,40,40,5147.0,1338.0,714.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FSTU001K796,40,40,1702.0,450.0,125.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FSTU001K797,40,39,664.0,192.0,91.0,False,0.025,40.0,2024-04-01,1,1,0
13A,FSTU001K798,40,40,2161.0,519.0,258.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FSTU001K799,40,40,3485.0,954.0,353.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FSTU001K801,40,36,1085.0,359.0,65.0,False,0.1,40.0,2024-04-01,1,1,0
13A,FSTU001K81,40,38,927.0,344.0,93.0,False,0.05,40.0,2024-04-01,1,1,0
13A,FSTU001K87,40,35,571.0,157.0,42.0,False,0.125,40.0,2024-04-01,1,1,0
13A,FSTU001K89,40,40,6176.0,1590.0,688.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FSTU001K93,40,34,496.0,189.0,76.0,False,0.15,40.0,2024-04-01,1,1,0
13A,FSTU001K99,31,6,32.0,21.0,9.0,False,0.8064516129032258,31.0,2023-07-01,10,0,0
13A,FSTU001KMW,32,19,223.0,60.0,39.0,False,0.40625,32.0,2023-11-01,6,0,0
13A,FSTU001KSB,40,40,32047.0,9256.0,3833.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FSTU001KSBM,40,40,10307.0,3519.0,1577.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FSTU001KSW,41,41,57297.0,15748.0,6654.0,True,0.0,41.0,2024-05-01,0,1,1
13A,FSTU001KSWM,40,40,3656.0,1089.0,429.0,False,0.0,40.0,2024-04-01,1,1,0
13A,FSTU004K786,1,1,5.0,5.0,5.0,False,0.0,1.0,2023-07-01,10,0,0
13A,FSTU004K789,1,1,5.0,5.0,5.0,False,0.0,1.0,2022-08-01,21,0,0
13A,FSTU004K795,1,1,8.0,8.0,8.0,False,0.0,1.0,2024-03-01,2,1,0
13A,FSTU004KSB,23,4,20.0,20.0,6.0,False,0.5,8.0,2024-03-01,2,1,0
13A,FSTU004KSW,1,1,2.0,2.0,2.0,False,0.0,1.0,2023-08-01,9,0,0
13A,FZAB400C600,3,3,522.0,522.0,522.0,False,0.0,3.0,2024-04-01,1,1,0
13A,FZAB400C601,3,3,444.0,444.0,444.0,False,0.0,3.0,2024-04-01,1,1,0
13A,FZAB400C603,3,3,498.0,498.0,498.0,False,0.0,3.0,2024-04-01,1,1,0
13A,FZAB400C607,3,3,450.0,450.0,450.0,False,0.0,3.0,2024-04-01,1,1,0
13A,GABC001K55,3,3,419.0,419.0,419.0,False,0.0,3.0,2024-04-01,1,1,0
13A,GABC001K56,3,3,147.0,147.0,147.0,False,0.0,3.0,2024-04-01,1,1,0
13A,GABC001K57,2,2,66.0,66.0,66.0,False,0.0,2.0,2024-03-01,2,1,0
13A,GABC001K58,2,2,66.0,66.0,66.0,False,0.0,2.0,2024-03-01,2,1,0
13A,GABC001K59,3,3,84.0,84.0,84.0,False,0.0,3.0,2024-04-01,1,1,0
13A,GABC001K60,3,3,149.0,149.0,149.0,False,0.0,3.0,2024-04-01,1,1,0
13A,GABC001K61,2,2,48.0,48.0,48.0,False,0.0,2.0,2024-03-01,2,1,0
13A,GABC001K62,3,3,247.0,247.0,247.0,False,0.0,3.0,2024-04-01,1,1,0
13A,GBCD020C,2,2,7040.0,7040.0,7040.0,False,0.0,2.0,2024-04-01,1,1,0
13A,GCDE2590,2,2,945.0,945.0,945.0,False,0.0,2.0,2024-04-01,1,1,0
13I,AEFG001K3,20,12,197.0,147.0,48.0,False,0.4,20.0,2022-08-01,21,0,0
13I,AEFG001K5,29,21,267.0,44.0,22.0,False,0.27586206896551724,29.0,2023-05-01,12,0,0
13I,AEFG001K6,27,13,188.0,30.0,18.0,False,0.5185185185185185,27.0,2023-05-01,12,0,0
13I,AEFG001K7,26,7,69.0,50.0,23.0,False,0.7307692307692307,26.0,2023-05-01,12,0,0
