cabang,sku,n_months,nonzero_months,total_qty,qty_12m,qty_6m,has_may24,zero_ratio_train,n_train,last_nz,months_since_last_nz,alive_recent,eligible_model
16C,EXYZ001K2034,1,1,24.0,24.0,24.0,True,0.0,1.0,2024-05-01,0,1,0
16C,EXYZ001K2037,2,2,18.0,18.0,18.0,False,0.0,2.0,2022-05-01,24,0,0
16C,EXYZ001K205,41,18,185.0,47.0,47.0,True,0.5609756097560976,41.0,2024-05-01,0,1,1
16C,EXYZ001K2050,6,3,32.0,32.0,32.0,False,0.5,6.0,2022-10-01,19,0,0
16C,EXYZ001K2051,17,5,63.0,57.0,36.0,False,0.7058823529411765,17.0,2022-06-01,23,0,0
16C,EXYZ001K2053,1,1,6.0,6.0,6.0,False,0.0,1.0,2022-09-01,20,0,0
16C,EXYZ001K222,41,29,1782.0,258.0,258.0,True,0.2926829268292683,41.0,2024-05-01,0,1,1
16C,EXYZ001K260,41,18,384.0,168.0,168.0,True,0.5609756097560976,41.0,2024-05-01,0,1,1
16C,EXYZ001K270,41,16,180.0,48.0,48.0,True,0.6097560975609756,41.0,2024-05-01,0,1,1
16C,EXYZ001K302,15,2,48.0,24.0,24.0,False,0.8666666666666667,15.0,2022-03-01,26,0,0
16C,EXYZ001K310,41,13,202.0,24.0,24.0,True,0.6829268292682927,41.0,2024-05-01,0,1,1
16C,EXYZ001K315,41,29,1276.0,230.0,230.0,True,0.2926829268292683,41.0,2024-05-01,0,1,1
16C,EXYZ001K318,41,19,722.0,66.0,66.0,True,0.5365853658536586,41.0,2024-05-01,0,1,1
16C,EXYZ001K33,40,5,77.0,3.0,3.0,True,0.875,40.0,2024-05-01,0,1,0
16C,EXYZ001K342,38,7,26.0,3.0,3.0,False,0.8157894736842105,38.0,2024-03-01,2,1,0
16C,EXYZ001K343,1,1,6.0,6.0,6.0,False,0.0,1.0,2022-03-01,26,0,0
16C,EXYZ001K349,23,4,54.0,24.0,12.0,False,0.8260869565217391,23.0,2022-11-01,18,0,0
16C,EXYZ001K38,34,4,42.0,6.0,6.0,False,0.8823529411764706,34.0,2024-03-01,2,1,0
16C,EXYZ001K41,41,22,697.0,138.0,138.0,True,0.4634146341463415,41.0,2024-05-01,0,1,1
16C,EXYZ001K47,39,7,93.0,63.0,63.0,True,0.8205128205128205,39.0,2024-05-01,0,1,0
16C,EXYZ001K470,41,29,10463.0,1696.0,1696.0,True,0.2926829268292683,41.0,2024-05-01,0,1,1
16C,EXYZ001K471,41,15,188.0,30.0,30.0,True,0.6341463414634146,41.0,2024-05-01,0,1,1
16C,EXYZ001K472,41,23,911.0,32.0,32.0,True,0.43902439024390244,41.0,2024-05-01,0,1,1
16C,EXYZ001K480,41,29,8303.0,957.0,957.0,True,0.2926829268292683,41.0,2024-05-01,0,1,1
16C,EXYZ001K480M,41,28,4439.0,588.0,588.0,True,0.3170731707317073,41.0,2024-05-01,0,1,1
16C,EXYZ001K481M,41,4,110.0,24.0,24.0,True,0.9024390243902439,41.0,2024-05-01,0,1,0
16C,EXYZ001K482,41,11,168.0,12.0,12.0,True,0.7317073170731707,41.0,2024-05-01,0,1,0
16C,EXYZ001K500,41,6,134.0,14.0,14.0,True,0.8536585365853658,41.0,2024-05-01,0,1,0
16C,EXYZ001K501,41,8,169.0,31.0,31.0,True,0.8048780487804879,41.0,2024-05-01,0,1,0
16C,EXYZ001K60,18,13,137.0,92.0,18.0,False,0.2777777777777778,18.0,2022-06-01,23,0,0
16C,EXYZ001K61,11,3,11.0,11.0,8.0,False,0.7272727272727273,11.0,2021-12-01,29,0,0
16C,EXYZ001K63,41,16,101.0,18.0,18.0,True,0.6097560975609756,41.0,2024-05-01,0,1,1
16C,EXYZ001K65,22,8,87.0,36.0,30.0,False,0.6363636363636364,22.0,2022-10-01,19,0,0
16C,EXYZ001K70,38,5,33.0,3.0,3.0,False,0.868421052631579,38.0,2024-04-01,1,1,0
16C,EXYZ001K71,41,19,720.0,264.0,264.0,True,0.5365853658536586,41.0,2024-05-01,0,1,1
16C,EXYZ001K73,20,6,150.0,120.0,120.0,False,0.7,20.0,2022-09-01,20,0,0
16C,EXYZ001K80,5,2,12.0,12.0,12.0,False,0.6,5.0,2021-05-01,36,0,0
16C,EXYZ001K82,40,14,122.0,48.0,48.0,True,0.65,40.0,2024-05-01,0,1,1
16C,EXYZ001K83,41,24,360.0,30.0,30.0,True,0.4146341463414634,41.0,2024-05-01,0,1,1
16C,EXYZ001K84,41,17,206.0,38.0,38.0,True,0.5853658536585366,41.0,2024-05-01,0,1,1
16C,EXYZ001K8455,1,1,2.0,2.0,2.0,False,0.0,1.0,2021-02-01,39,0,0
16C,EXYZ001KF1,16,5,66.0,30.0,6.0,False,0.6875,16.0,2022-10-01,19,0,0
16C,EXYZ001KF2,1,1,6.0,6.0,6.0,False,0.0,1.0,2021-09-01,32,0,0
16C,EXYZ001KF3,14,3,46.0,16.0,16.0,False,0.7857142857142857,14.0,2022-02-01,27,0,0
16C,EXYZ001KF4,22,3,54.0,30.0,6.0,False,0.8636363636363636,22.0,2022-10-01,19,0,0
16C,EXYZ200C0035,14,2,30.0,6.0,6.0,False,0.8571428571428571,14.0,2022-04-01,25,0,0
16C,EXYZ200C004,22,8,276.0,84.0,72.0,False,0.6363636363636364,22.0,2022-10-01,19,0,0
16C,EXYZ200C018,15,2,18.0,6.0,6.0,False,0.8666666666666667,15.0,2024-01-01,4,0,0
16C,EXYZ200C020,40,22,324.0,30.0,30.0,False,0.45,40.0,2024-04-01,1,1,0
16C,EXYZ200C028,22,10,258.0,90.0,48.0,False,0.5454545454545454,22.0,2022-10-01,19,0,0
16C,EXYZ200C033,41,25,1476.0,144.0,144.0,True,0.3902439024390244,41.0,2024-05-01,0,1,1
16C,EXYZ200C10,20,9,132.0,108.0,96.0,False,0.55,20.0,2022-10-01,19,0,0
16C,EXYZ200C102,1,1,6.0,6.0,6.0,False,0.0,1.0,2021-10-01,31,0,0
16C,EXYZ200C104,41,22,342.0,42.0,42.0,True,0.4634146341463415,41.0,2024-05-01,0,1,1
16C,EXYZ200C105,40,14,186.0,18.0,18.0,False,0.65,40.0,2024-04-01,1,1,0
16C,EXYZ200C106,39,6,78.0,6.0,6.0,False,0.8461538461538461,39.0,2024-03-01,2,1,0
16C,EXYZ200C108,4,3,60.0,60.0,60.0,False,0.25,4.0,2021-11-01,30,0,0
16C,EXYZ200C109,41,29,7356.0,522.0,522.0,True,0.2926829268292683,41.0,2024-05-01,0,1,1
16C,EXYZ200C1093,40,16,234.0,24.0,24.0,True,0.6,40.0,2024-05-01,0,1,1
16C,EXYZ200C11,20,10,174.0,108.0,84.0,False,0.5,20.0,2022-10-01,19,0,0
16C,EXYZ200C110,41,12,162.0,6.0,6.0,True,0.7073170731707317,41.0,2024-05-01,0,1,0
16C,EXYZ200C111,10,5,54.0,54.0,24.0,False,0.5,10.0,2022-12-01,17,0,0
16C,EXYZ200C112,18,11,204.0,138.0,60.0,False,0.3888888888888889,18.0,2022-06-01,23,0,0
16C,EXYZ200C113,41,14,234.0,6.0,6.0,True,0.6585365853658537,41.0,2024-05-01,0,1,1
16C,EXYZ200C115,41,20,678.0,18.0,18.0,True,0.5121951219512195,41.0,2024-05-01,0,1,1
16C,EXYZ200C116,41,25,594.0,24.0,24.0,True,0.3902439024390244,41.0,2024-05-01,0,1,1
16C,EXYZ200C118,41,24,342.0,90.0,90.0,True,0.4146341463414634,41.0,2024-05-01,0,1,1
16C,EXYZ200C119,3,2,12.0,12.0,12.0,False,0.3333333333333333,3.0,2021-05-01,36,0,0
16C,EXYZ200C120,1,1,6.0,6.0,6.0,False,0.0,1.0,2021-03-01,38,0,0
16C,EXYZ200C121,41,15,228.0,18.0,18.0,True,0.6341463414634146,41.0,2024-05-01,0,1,1
16C,EXYZ200C122,39,22,366.0,42.0,42.0,False,0.4358974358974359,39.0,2024-03-01,2,1,0
16C,EXYZ200C123,40,23,606.0,90.0,90.0,True,0.425,40.0,2024-05-01,0,1,1
16C,EXYZ200C124,40,15,234.0,24.0,24.0,False,0.625,40.0,2024-04-01,1,1,0
16C,EXYZ200C131,16,4,30.0,18.0,12.0,False,0.75,16.0,2022-05-01,24,0,0
16C,EXYZ200C132,1,1,6.0,6.0,6.0,False,0.0,1.0,2021-08-01,33,0,0
16C,EXYZ200C133,39,10,168.0,18.0,18.0,True,0.7435897435897436,39.0,2024-05-01,0,1,0
16C,EXYZ200C134,39,14,162.0,24.0,24.0,False,0.6410256410256411,39.0,2024-03-01,2,1,0
16C,EXYZ200C135,38,12,84.0,6.0,6.0,False,0.6842105263157895,38.0,2024-04-01,1,1,0
16C,EXYZ200C1407,18,5,96.0,36.0,30.0,False,0.7222222222222222,18.0,2022-06-01,23,0,0
16C,EXYZ200C15,39,9,144.0,6.0,6.0,False,0.7692307692307693,39.0,2024-03-01,2,1,0
16C,EXYZ200C162,16,7,72.0,60.0,30.0,False,0.5625,16.0,2022-06-01,23,0,0
16C,EXYZ200C165,37,5,54.0,6.0,6.0,False,0.8648648648648649,37.0,2024-03-01,2,1,0
16C,EXYZ200C2033,41,9,138.0,6.0,6.0,True,0.7804878048780488,41.0,2024-05-01,0,1,0
16C,EXYZ200C2034,41,14,162.0,30.0,30.0,True,0.6585365853658537,41.0,2024-05-01,0,1,1
16C,EXYZ200C2037,41,25,510.0,36.0,36.0,True,0.3902439024390244,41.0,2024-05-01,0,1,1
16C,EXYZ200C205,41,27,1158.0,114.0,114.0,True,0.34146341463414637,41.0,2024-05-01,0,1,1
16C,EXYZ200C2050,41,20,780.0,18.0,18.0,True,0.5121951219512195,41.0,2024-05-01,0,1,1
16C,EXYZ200C2051,41,10,222.0,12.0,12.0,True,0.7560975609756098,41.0,2024-05-01,0,1,0
16C,EXYZ200C2053,38,13,216.0,6.0,6.0,False,0.6578947368421053,38.0,2024-02-01,3,1,0
16C,EXYZ200C222,41,29,2094.0,186.0,186.0,True,0.2926829268292683,41.0,2024-05-01,0,1,1
16C,EXYZ200C270,37,12,84.0,18.0,18.0,True,0.6756756756756757,37.0,2024-05-01,0,1,1
16C,EXYZ200C302,41,16,300.0,24.0,24.0,True,0.6097560975609756,41.0,2024-05-01,0,1,1
16C,EXYZ200C310,41,27,1086.0,96.0,96.0,True,0.34146341463414637,41.0,2024-05-01,0,1,1
16C,EXYZ200C315,41,29,5454.0,558.0,558.0,True,0.2926829268292683,41.0,2024-05-01,0,1,1
16C,EXYZ200C318,41,25,936.0,102.0,102.0,True,0.3902439024390244,41.0,2024-05-01,0,1,1
16C,EXYZ200C33,38,12,222.0,12.0,12.0,False,0.6842105263157895,38.0,2024-02-01,3,1,0
16C,EXYZ200C342,41,18,336.0,24.0,24.0,True,0.5609756097560976,41.0,2024-05-01,0,1,1
16C,EXYZ200C343,41,17,168.0,24.0,24.0,True,0.5853658536585366,41.0,2024-05-01,0,1,1
16C,EXYZ200C349,17,4,48.0,42.0,30.0,False,0.7647058823529411,17.0,2022-07-01,22,0,0
16C,EXYZ200C38,21,8,138.0,42.0,42.0,False,0.6190476190476191,21.0,2022-10-01,19,0,0
16C,EXYZ200C41,41,28,2016.0,126.0,126.0,True,0.3170731707317073,41.0,2024-05-01,0,1,1
16C,EXYZ200C414,19,4,72.0,48.0,48.0,True,0.7894736842105263,19.0,2024-05-01,0,1,0
16C,EXYZ200C444,3,2,192.0,192.0,192.0,False,0.3333333333333333,3.0,2021-03-01,38,0,0
16C,EXYZ200C47,39,7,102.0,12.0,12.0,False,0.8205128205128205,39.0,2024-03-01,2,1,0
16C,EXYZ200C470,41,29,8268.0,1320.0,1320.0,True,0.2926829268292683,41.0,2024-05-01,0,1,1
16C,EXYZ200C471,38,12,198.0,12.0,12.0,False,0.6842105263157895,38.0,2024-02-01,3,1,0
16C,EXYZ200C472,41,24,810.0,60.0,60.0,True,0.4146341463414634,41.0,2024-05-01,0,1,1
16C,EXYZ200C480,41,29,11874.0,1638.0,1638.0,True,0.2926829268292683,41.0,2024-05-01,0,1,1
16C,EXYZ200C480M,41,29,5166.0,708.0,708.0,True,0.2926829268292683,41.0,2024-05-01,0,1,1
16C,EXYZ200C481M,39,11,216.0,6.0,6.0,False,0.717948717948718,39.0,2024-03-01,2,1,0
16C,EXYZ200C482,23,10,306.0,102.0,54.0,False,0.5652173913043478,23.0,2022-11-01,18,0,0
16C,EXYZ200C500,41,17,468.0,12.0,12.0,True,0.5853658536585366,41.0,2024-05-01,0,1,1
16C,EXYZ200C501,39,19,528.0,24.0,24.0,False,0.5128205128205128,39.0,2024-03-01,2,1,0
16C,EXYZ200C531,1,1,12.0,12.0,12.0,False,0.0,1.0,2022-11-01,18,0,0
16C,EXYZ200C60,41,25,1944.0,450.0,450.0,True,0.3902439024390244,41.0,2024-05-01,0,1,1
16C,EXYZ200C61,24,17,492.0,102.0,18.0,False,0.2916666666666667,24.0,2022-12-01,17,0,0
16C,EXYZ200C63,41,21,498.0,60.0,60.0,True,0.4878048780487805,41.0,2024-05-01,0,1,1
16C,EXYZ200C65,41,25,852.0,108.0,108.0,True,0.3902439024390244,41.0,2024-05-01,0,1,1
16C,EXYZ200C70,41,23,588.0,36.0,36.0,True,0.43902439024390244,41.0,2024-05-01,0,1,1
16C,EXYZ200C71,41,27,1752.0,372.0,372.0,True,0.34146341463414637,41.0,2024-05-01,0,1,1
16C,EXYZ200C80,41,19,348.0,42.0,42.0,True,0.5365853658536586,41.0,2024-05-01,0,1,1
16C,EXYZ200C82,41,20,606.0,96.0,96.0,True,0.5121951219512195,41.0,2024-05-01,0,1,1
16C,EXYZ200C83,41,28,1158.0,132.0,132.0,True,0.3170731707317073,41.0,2024-05-01,0,1,1
16C,EXYZ200C84,41,25,1152.0,156.0,156.0,True,0.3902439024390244,41.0,2024-05-01,0,1,1
16C,EXYZ200C8455,16,3,66.0,42.0,36.0,False,0.8125,16.0,2022-06-01,23,0,0
16C,EXYZ200CF1,41,18,786.0,30.0,30.0,True,0.5609756097560976,41.0,2024-05-01,0,1,1
16C,EXYZ200CF2,41,14,348.0,36.0,36.0,True,0.6585365853658537,41.0,2024-05-01,0,1,1
16C,EXYZ200CF3,41,16,444.0,18.0,18.0,True,0.6097560975609756,41.0,2024-05-01,0,1,1
16C,EXYZ200CF4,22,12,438.0,84.0,42.0,False,0.45454545454545453,22.0,2022-10-01,19,0,0
16C,EXYZ200CF5,22,9,228.0,60.0,18.0,False,0.5909090909090909,22.0,2022-10-01,19,0,0
16C,EZAB300C0035,13,3,24.0,12.0,12.0,False,0.7692307692307693,13.0,2022-03-01,26,0,0
16C,EZAB300C004,39,13,264.0,60.0,60.0,False,0.6666666666666666,39.0,2024-03-01,2,1,0
16C,EZAB300C018,17,3,54.0,42.0,42.0,False,0.8235294117647058,17.0,2024-03-01,2,1,0
16C,EZAB300C020,40,19,276.0,36.0,36.0,True,0.525,40.0,2024-05-01,0,1,1
16C,EZAB300C028,38,7,60.0,6.0,6.0,False,0.8157894736842105,38.0,2024-02-01,3,1,0
16C,EZAB300C033,41,29,5508.0,882.0,882.0,True,0.2926829268292683,41.0,2024-05-01,0,1,1
16C,EZAB300C10,40,11,144.0,66.0,66.0,True,0.725,40.0,2024-05-01,0,1,0
16C,EZAB300C101,1,1,12.0,12.0,12.0,False,0.0,1.0,2022-08-01,21,0,0
16C,EZAB300C104,40,14,234.0,18.0,18.0,False,0.65,40.0,2024-04-01,1,1,0
16C,EZAB300C105,11,5,42.0,42.0,36.0,False,0.5454545454545454,11.0,2021-12-01,29,0,0
16C,EZAB300C106,33,3,42.0,30.0,30.0,True,0.9090909090909091,33.0,2024-05-01,0,1,0
16C,EZAB300C108,15,2,12.0,6.0,6.0,False,0.8666666666666667,15.0,2022-04-01,25,0,0
16C,EZAB300C109,41,28,4602.0,402.0,402.0,True,0.3170731707317073,41.0,2024-05-01,0,1,1
16C,EZAB300C1093,39,12,618.0,12.0,12.0,False,0.6923076923076923,39.0,2024-03-01,2,1,0
16C,EZAB300C11,39,9,90.0,6.0,6.0,False,0.7692307692307693,39.0,2024-03-01,2,1,0
16C,EZAB300C110,21,7,192.0,48.0,24.0,False,0.6666666666666666,21.0,2022-10-01,19,0,0
16C,EZAB300C111,23,10,150.0,78.0,24.0,False,0.5652173913043478,23.0,2022-11-01,18,0,0
16C,EZAB300C112,38,14,228.0,6.0,6.0,False,0.631578947368421,38.0,2024-02-01,3,1,0
16C,EZAB300C113,38,10,156.0,24.0,24.0,False,0.7368421052631579,38.0,2024-03-01,2,1,0
16C,EZAB300C115,41,26,1722.0,306.0,306.0,True,0.36585365853658536,41.0,2024-05-01,0,1,1
16C,EZAB300C116,41,26,2190.0,510.0,510.0,True,0.36585365853658536,41.0,2024-05-01,0,1,1
16C,EZAB300C117,18,0,0.0,0.0,0.0,False,0.0,0.0,,999,0,0
16C,EZAB300C118,38,11,120.0,48.0,48.0,False,0.7027027027027027,37.0,2024-01-01,4,0,0
16C,EZAB300C119,1,1,30.0,30.0,30.0,False,0.0,1.0,2021-03-01,38,0,0
16C,EZAB300C121,20,4,30.0,12.0,6.0,False,0.8,20.0,2022-10-01,19,0,0
16C,EZAB300C122,35,4,42.0,6.0,6.0,False,0.8857142857142857,35.0,2024-01-01,4,0,0
16C,EZAB300C123,22,5,48.0,12.0,6.0,False,0.7727272727272727,22.0,2022-10-01,19,0,0
16C,EZAB300C124,38,12,222.0,24.0,24.0,False,0.6842105263157895,38.0,2024-04-01,1,1,0
16C,EZAB300C131,1,1,6.0,6.0,6.0,False,0.0,1.0,2022-01-01,28,0,0
16C,EZAB300C132,1,1,12.0,12.0,12.0,False,0.0,1.0,2021-06-01,35,0,0
16C,EZAB300C133,1,1,6.0,6.0,6.0,False,0.0,1.0,2022-10-01,19,0,0
16C,EZAB300C134,4,2,24.0,24.0,24.0,False,0.5,4.0,2021-06-01,35,0,0
16C,EZAB300C135,23,5,258.0,150.0,150.0,False,0.782608695652174,23.0,2022-12-01,17,0,0
16C,EZAB300C1407,39,16,360.0,126.0,126.0,False,0.5897435897435898,39.0,2024-03-01,2,1,0
16C,EZAB300C15,37,13,186.0,54.0,54.0,False,0.6486486486486487,37.0,2024-01-01,4,0,0
16C,EZAB300C162,38,8,450.0,18.0,18.0,False,0.7894736842105263,38.0,2024-04-01,1,1,0
16C,EZAB300C165,20,3,24.0,6.0,6.0,False,0.85,20.0,2022-10-01,19,0,0
16C,EZAB300C2033,14,2,30.0,6.0,6.0,False,0.8571428571428571,14.0,2022-07-01,22,0,0
16C,EZAB300C2034,9,2,36.0,36.0,24.0,False,0.7777777777777778,9.0,2022-04-01,25,0,0
16C,EZAB300C2037,39,11,312.0,36.0,36.0,True,0.717948717948718,39.0,2024-05-01,0,1,0
16C,EZAB300C205,41,24,1602.0,390.0,390.0,True,0.4146341463414634,41.0,2024-05-01,0,1,1
16C,EZAB300C2050,40,14,630.0,318.0,318.0,True,0.65,40.0,2024-05-01,0,1,1
16C,EZAB300C2051,41,7,336.0,258.0,258.0,True,0.8292682926829268,41.0,2024-05-01,0,1,0
16C,EZAB300C2053,39,10,510.0,282.0,282.0,False,0.7435897435897436,39.0,2024-03-01,2,1,0
16C,EZAB300C222,41,29,8496.0,930.0,930.0,True,0.2926829268292683,41.0,2024-05-01,0,1,1
16C,EZAB300C302,41,15,432.0,12.0,12.0,True,0.6341463414634146,41.0,2024-05-01,0,1,1
16C,EZAB300C310,41,27,1722.0,288.0,288.0,True,0.34146341463414637,41.0,2024-05-01,0,1,1
16C,EZAB300C315,41,29,5244.0,546.0,546.0,True,0.2926829268292683,41.0,2024-05-01,0,1,1
16C,EZAB300C318,41,29,3810.0,330.0,330.0,True,0.2926829268292683,41.0,2024-05-01,0,1,1
16C,EZAB300C33,41,7,54.0,12.0,12.0,True,0.8292682926829268,41.0,2024-05-01,0,1,0
16C,EZAB300C342,40,14,522.0,12.0,12.0,True,0.65,40.0,2024-05-01,0,1,1
16C,EZAB300C343,22,3,18.0,6.0,6.0,False,0.8636363636363636,22.0,2022-10-01,19,0,0
16C,EZAB300C349,35,2,12.0,6.0,6.0,False,0.9428571428571428,35.0,2024-04-01,1,1,0
16C,EZAB300C3537,1,1,6.0,6.0,6.0,False,0.0,1.0,2022-01-01,28,0,0
16C,EZAB300C38,40,11,108.0,12.0,12.0,False,0.725,40.0,2024-04-01,1,1,0
16C,EZAB300C41,41,29,3348.0,450.0,450.0,True,0.2926829268292683,41.0,2024-05-01,0,1,1
16C,EZAB300C414,20,4,72.0,42.0,42.0,False,0.8,20.0,2024-03-01,2,1,0
16C,EZAB300C444,18,3,18.0,12.0,6.0,False,0.8333333333333334,18.0,2022-08-01,21,0,0
16C,EZAB300C47,40,15,132.0,42.0,42.0,False,0.625,40.0,2024-04-01,1,1,0
16C,EZAB300C470,41,29,19764.0,2688.0,2688.0,True,0.2926829268292683,41.0,2024-05-01,0,1,1
16C,EZAB300C471,41,23,372.0,54.0,54.0,True,0.43902439024390244,41.0,2024-05-01,0,1,1
16C,EZAB300C472,41,29,2730.0,426.0,426.0,True,0.2926829268292683,41.0,2024-05-01,0,1,1
16C,EZAB300C480,41,29,26274.0,2976.0,2976.0,True,0.2926829268292683,41.0,2024-05-01,0,1,1
16C,EZAB300C480M,41,29,15096.0,1770.0,1770.0,True,0.2926829268292683,41.0,2024-05-01,0,1,1
16C,EZAB300C481M,41,26,1608.0,114.0,114.0,True,0.36585365853658536,41.0,2024-05-01,0,1,1
16C,EZAB300C482,41,20,3444.0,48.0,48.0,True,0.5121951219512195,41.0,2024-05-01,0,1,1
16C,EZAB300C500,41,23,810.0,312.0,312.0,True,0.43902439024390244,41.0,2024-05-01,0,1,1
16C,EZAB300C501,41,28,1332.0,288.0,288.0,True,0.3170731707317073,41.0,2024-05-01,0,1,1
16C,EZAB300C531,15,2,18.0,6.0,6.0,False,0.8666666666666667,15.0,2024-01-01,4,0,0
16C,EZAB300C60,41,22,552.0,102.0,102.0,True,0.4634146341463415,41.0,2024-05-01,0,1,1
16C,EZAB300C61,41,22,486.0,60.0,60.0,True,0.4634146341463415,41.0,2024-05-01,0,1,1
16C,EZAB300C63,39,8,108.0,6.0,6.0,True,0.7948717948717948,39.0,2024-05-01,0,1,0
16C,EZAB300C65,40,22,1392.0,114.0,114.0,True,0.45,40.0,2024-05-01,0,1,1
16C,EZAB300C70,36,12,504.0,18.0,18.0,False,0.6666666666666666,36.0,2024-01-01,4,0,0
16C,EZAB300C71,41,26,2820.0,240.0,240.0,True,0.36585365853658536,41.0,2024-05-01,0,1,1
16C,EZAB300C73,33,19,2028.0,30.0,30.0,False,0.42424242424242425,33.0,2024-04-01,1,1,0
16C,EZAB300C80,37,4,78.0,6.0,6.0,False,0.8918918918918919,37.0,2024-02-01,3,1,0
16C,EZAB300C82,38,8,150.0,6.0,6.0,False,0.7894736842105263,38.0,2024-04-01,1,1,0
16C,EZAB300C83,41,14,546.0,6.0,6.0,True,0.6585365853658537,41.0,2024-05-01,0,1,1
16C,EZAB300C84,40,16,1182.0,84.0,84.0,True,0.6,40.0,2024-05-01,0,1,1
16C,EZAB300CF1,40,25,1980.0,96.0,96.0,False,0.375,40.0,2024-04-01,1,1,0
16C,EZAB300CF2,41,23,2070.0,132.0,132.0,True,0.43902439024390244,41.0,2024-05-01,0,1,1
16C,EZAB300CF3,37,18,1782.0,102.0,102.0,False,0.5135135135135135,37.0,2024-01-01,4,0,0
16C,EZAB300CF4,39,20,1884.0,66.0,66.0,False,0.48717948717948717,39.0,2024-03-01,2,1,0
16C,EZAB300CF5,39,16,882.0,84.0,84.0,False,0.5897435897435898,39.0,2024-03-01,2,1,0
16C,FHIJ001K,19,13,3072.0,2031.0,468.0,False,0.3157894736842105,19.0,2022-07-01,22,0,0
16C,FIJK001K,41,29,31258.0,5302.0,5302.0,True,0.2926829268292683,41.0,2024-05-01,0,1,1
16C,FIJK001KW,18,5,339.0,141.0,141.0,True,0.7222222222222222,18.0,2024-05-01,0,1,0
16C,FIJK004KW,18,4,56.0,18.0,18.0,True,0.7777777777777778,18.0,2024-05-01,0,1,0
16C,FIJK250C,41,41,60372.0,19277.0,9775.0,True,0.0,41.0,2024-05-01,0,1,1
16C,FLMN001K01,8,6,42.0,42.0,15.0,False,0.25,8.0,2022-09-01,20,0,0
16C,FLMN001K02,2,2,5.0,5.0,5.0,False,0.0,2.0,2022-03-01,26,0,0
16C,FLMN001K03,4,4,27.0,27.0,27.0,False,0.0,4.0,2022-05-01,24,0,0
16C,FLMN001K04,11,8,43.0,43.0,14.0,False,0.2727272727272727,11.0,2022-12-01,17,0,0
16C,FLMN001K05,9,6,13.0,13.0,8.0,False,0.3333333333333333,9.0,2022-10-01,19,0,0
16C,FLMN001K06,11,4,19.0,19.0,9.0,False,0.6363636363636364,11.0,2022-12-01,17,0,0
16C,FLMN001K07,24,4,17.0,2.0,2.0,False,0.8333333333333334,24.0,2024-01-01,4,0,0
16C,FLMN001K08,8,3,15.0,15.0,3.0,False,0.625,8.0,2022-09-01,20,0,0
16C,FLMN001K09,8,6,60.0,60.0,23.0,False,0.25,8.0,2022-09-01,20,0,0
16C,FLMN001K10,6,3,29.0,29.0,29.0,False,0.5,6.0,2022-07-01,22,0,0
16C,FMNO001K01,7,6,46.0,46.0,32.0,False,0.14285714285714285,7.0,2022-08-01,21,0,0
16C,FMNO001K03,3,3,7.0,7.0,7.0,False,0.0,3.0,2022-04-01,25,0,0
16C,FMNO001K04,7,4,20.0,20.0,14.0,False,0.42857142857142855,7.0,2022-08-01,21,0,0
16C,FMNO001K05,6,3,7.0,7.0,7.0,False,0.5,6.0,2022-07-01,22,0,0
16C,FMNO001K06,4,3,13.0,13.0,13.0,False,0.25,4.0,2022-06-01,23,0,0
16C,FMNO001K09,11,7,46.0,46.0,8.0,False,0.36363636363636365,11.0,2022-12-01,17,0,0
16C,FMNO001K10,11,3,14.0,14.0,2.0,False,0.7272727272727273,11.0,2022-12-01,17,0,0
16C,FNOP001K101,39,13,400.0,168.0,168.0,False,0.6666666666666666,39.0,2024-03-01,2,1,0
16C,FNOP001K102,41,21,932.0,209.0,209.0,True,0.4878048780487805,41.0,2024-05-01,0,1,1
16C,FNOP001K103,41,24,883.0,154.0,154.0,True,0.4146341463414634,41.0,2024-05-01,0,1,1
16C,FNOP001K104,41,21,608.0,189.0,189.0,True,0.4878048780487805,41.0,2024-05-01,0,1,1
16C,FNOP001K105,41,23,730.0,146.0,146.0,True,0.43902439024390244,41.0,2024-05-01,0,1,1
16C,FNOP001K106,40,20,430.0,130.0,130.0,True,0.5,40.0,2024-05-01,0,1,1
16C,FNOP001K107,36,11,278.0,72.0,72.0,False,0.6944444444444444,36.0,2024-01-01,4,0,0
16C,FNOP001K108,19,10,308.0,284.0,7.0,False,0.47368421052631576,19.0,2022-08-01,21,0,0
16C,FNOP001K109,39,12,601.0,96.0,96.0,False,0.6923076923076923,39.0,2024-03-01,2,1,0
16C,FNOP001K110,40,11,103.0,18.0,18.0,True,0.725,40.0,2024-05-01,0,1,0
16C,FNOP001K112,4,3,33.0,33.0,33.0,False,0.25,4.0,2021-04-01,37,0,0
16C,FNOP001KCG,39,24,723.0,68.0,68.0,False,0.38461538461538464,39.0,2024-03-01,2,1,0
16C,FNOP001KCM,37,15,331.0,144.0,144.0,False,0.5945945945945946,37.0,2024-01-01,4,0,0
16C,FNOP001KS101,16,4,10.0,7.0,1.0,False,0.75,16.0,2022-07-01,22,0,0
16C,FNOP001KS103,40,6,42.0,25.0,25.0,True,0.85,40.0,2024-05-01,0,1,0
16C,FNOP001KS104,12,3,53.0,53.0,2.0,False,0.75,12.0,2022-02-01,27,0,0
16C,FNOP001KS105,2,2,26.0,26.0,26.0,False,0.0,2.0,2021-03-01,38,0,0
